JobID,c6e4cc7d-53e5-43ba-96b5-0d567c22ea51
date,avg
01/01/2015,0.10000000149011612
01/02/2015,0.0
01/03/2015,0.10000000149011612
01/04/2015,0.10000000149011612
01/05/2015,0.6000000238418579
01/06/2015,0.0
01/07/2015,0.05000000074505806
01/08/2015,0.0
01/09/2015,0.0
01/10/2015,0.20000000298023224
01/11/2015,0.30000001192092896
01/12/2015,0.0
01/13/2015,0.0
01/14/2015,0.0
01/15/2015,0.15000000596046448
01/16/2015,0.05000000074505806
01/17/2015,0.0
01/18/2015,0.0
01/19/2015,0.3499999940395355
01/20/2015,0.05000000074505806
01/21/2015,0.0
01/22/2015,0.7000000476837158
01/23/2015,0.25
01/24/2015,0.15000000596046448
01/25/2015,0.20000000298023224
01/26/2015,0.25
01/27/2015,0.05000000074505806
01/28/2015,0.05000000074505806
01/29/2015,0.15000000596046448
01/30/2015,0.05000000074505806
01/31/2015,0.0
02/01/2015,0.0
02/02/2015,0.550000011920929
02/03/2015,0.0
02/04/2015,0.0
02/05/2015,0.0
02/06/2015,0.0
02/07/2015,0.05000000074505806
02/08/2015,0.0
02/09/2015,0.05000000074505806
02/10/2015,0.0
02/11/2015,0.0
02/12/2015,0.0
02/13/2015,0.0
02/14/2015,0.0
02/15/2015,0.0
02/16/2015,0.05000000074505806
02/17/2015,0.3500000238418579
02/18/2015,0.10000000149011612
02/19/2015,0.15000000596046448
02/20/2015,0.10000000149011612
02/21/2015,0.0
02/22/2015,0.0
02/23/2015,0.0
02/24/2015,0.0
02/25/2015,0.05000000074505806
02/26/2015,0.0
02/27/2015,0.0
02/28/2015,0.0
03/01/2015,0.0
03/02/2015,0.0
03/03/2015,0.0
03/04/2015,0.0
03/05/2015,0.10000000149011612
03/06/2015,0.20000000298023224
03/07/2015,0.30000001192092896
03/08/2015,0.0
03/09/2015,0.25
03/10/2015,0.10000000149011612
03/11/2015,0.05000000074505806
03/12/2015,0.10000000149011612
03/13/2015,0.05000000074505806
03/14/2015,0.550000011920929
03/15/2015,0.3499999940395355
03/16/2015,0.45000001788139343
03/17/2015,0.25
03/18/2015,41.0
03/19/2015,6.800000190734863
03/20/2015,0.45000001788139343
03/21/2015,2.700000047683716
03/22/2015,0.25
03/23/2015,0.15000000596046448
03/24/2015,0.20000000298023224
03/25/2015,0.0
03/26/2015,0.0
03/27/2015,0.0
03/28/2015,0.0
03/29/2015,0.10000000149011612
03/30/2015,0.0
03/31/2015,0.0
04/01/2015,0.0
04/02/2015,0.0
04/03/2015,0.0
04/04/2015,0.3500000238418579
04/05/2015,0.05000000074505806
04/06/2015,0.10000000149011612
04/07/2015,0.05000000074505806
04/08/2015,0.0
04/09/2015,0.7000000476837158
04/10/2015,0.0
04/11/2015,0.0
04/12/2015,0.0
04/13/2015,0.0
04/14/2015,0.0
04/15/2015,0.0
04/16/2015,0.0
04/17/2015,0.0
04/18/2015,0.0
04/19/2015,0.0
04/20/2015,0.0
04/21/2015,0.0
04/22/2015,0.0
04/23/2015,0.0
04/24/2015,0.0
04/25/2015,0.0
04/26/2015,0.05000000074505806
04/27/2015,0.0
04/28/2015,0.0
04/29/2015,0.0
04/30/2015,0.30000001192092896
05/01/2015,0.05000000074505806
05/02/2015,0.15000000596046448
05/03/2015,0.0
05/04/2015,0.6499999761581421
05/05/2015,0.0
05/06/2015,0.05000000074505806
05/07/2015,0.05000000074505806
05/08/2015,0.10000000149011612
05/09/2015,0.0
05/10/2015,0.0
05/11/2015,0.0
05/12/2015,0.0
05/13/2015,0.0
05/14/2015,0.0
05/15/2015,0.0
05/16/2015,0.05000000074505806
05/17/2015,0.0
05/18/2015,0.0
05/19/2015,0.05000000074505806
05/20/2015,0.0
05/21/2015,0.0
05/22/2015,0.20000000298023224
05/23/2015,0.0
05/24/2015,0.0
05/25/2015,0.0
05/26/2015,0.05000000074505806
05/27/2015,0.3500000238418579
05/28/2015,0.0
05/29/2015,0.0
05/30/2015,0.3499999940395355
05/31/2015,0.75
06/01/2015,0.10000000149011612
06/02/2015,0.05000000074505806
06/03/2015,0.75
06/04/2015,0.0
06/05/2015,0.0
06/06/2015,0.10000000149011612
06/07/2015,0.10000000149011612
06/08/2015,0.0
06/09/2015,0.10000000149011612
06/10/2015,0.20000000298023224
06/11/2015,0.25
06/12/2015,0.6000000238418579
06/13/2015,0.10000000149011612
06/14/2015,1.0500000715255737
06/15/2015,0.05000000074505806
06/16/2015,1.9500000476837158
06/17/2015,7.5
06/18/2015,0.0
06/19/2015,0.0
06/20/2015,0.0
06/21/2015,0.10000000149011612
06/22/2015,0.0
06/23/2015,0.0
06/24/2015,0.0
06/25/2015,0.0
06/26/2015,0.0
06/27/2015,0.0
06/28/2015,0.0
06/29/2015,0.0
06/30/2015,4.599999904632568
07/01/2015,10.25
07/02/2015,0.0
07/03/2015,0.15000000596046448
07/04/2015,0.0
07/05/2015,0.0
07/06/2015,0.10000000149011612
07/07/2015,0.20000000298023224
07/08/2015,6.849999904632568
07/09/2015,48.650001525878906
07/10/2015,1.7000000476837158
07/11/2015,0.6500000357627869
07/12/2015,1.350000023841858
07/13/2015,0.44999998807907104
07/14/2015,1.149999976158142
07/15/2015,2.9000000953674316
07/16/2015,0.0
07/17/2015,0.0
07/18/2015,0.0
07/19/2015,3.6500000953674316
07/20/2015,0.0
07/21/2015,0.0
07/22/2015,0.0
07/23/2015,0.0
07/24/2015,7.050000190734863
07/25/2015,25.150001525878906
07/26/2015,4.650000095367432
07/27/2015,7.40000057220459
07/28/2015,8.350000381469727
07/29/2015,4.599999904632568
07/30/2015,46.05000305175781
07/31/2015,9.550000190734863
08/01/2015,17.0
08/02/2015,5.150000095367432
08/03/2015,0.20000000298023224
08/04/2015,13.050000190734863
08/05/2015,9.0
08/06/2015,0.10000000149011612
08/07/2015,0.0
08/08/2015,0.0
08/09/2015,32.35000228881836
08/10/2015,1.75
08/11/2015,0.0
08/12/2015,21.799999237060547
08/13/2015,1.6000001430511475
08/14/2015,59.20000076293945
08/15/2015,18.5
08/16/2015,1.9000000953674316
08/17/2015,27.25
08/18/2015,2.0500001907348633
08/19/2015,24.100000381469727
08/20/2015,42.5
08/21/2015,34.599998474121094
08/22/2015,11.25
08/23/2015,7.5
08/24/2015,0.800000011920929
08/25/2015,22.900001525878906
08/26/2015,0.8999999761581421
08/27/2015,0.0
08/28/2015,2.4000000953674316
08/29/2015,34.29999923706055
08/30/2015,5.900000095367432
08/31/2015,0.800000011920929
09/01/2015,20.05000114440918
09/02/2015,1.25
09/03/2015,32.5
09/04/2015,9.200000762939453
09/05/2015,0.05000000074505806
09/06/2015,21.700000762939453
09/07/2015,29.400001525878906
09/08/2015,0.45000001788139343
09/09/2015,0.0
09/10/2015,21.600000381469727
09/11/2015,0.20000000298023224
09/12/2015,6.100000381469727
09/13/2015,17.850000381469727
09/14/2015,0.30000001192092896
09/15/2015,0.6499999761581421
09/16/2015,34.75
09/17/2015,0.0
09/18/2015,0.0
09/19/2015,2.25
09/20/2015,28.649999618530273
09/21/2015,2.450000047683716
09/22/2015,15.649999618530273
09/23/2015,15.649999618530273
09/24/2015,1.350000023841858
09/25/2015,0.0
09/26/2015,0.8999999761581421
09/27/2015,45.45000076293945
09/28/2015,9.850000381469727
09/29/2015,1.0499999523162842
09/30/2015,2.200000047683716
10/01/2015,0.3499999940395355
10/02/2015,8.199999809265137
10/03/2015,14.25
10/04/2015,0.10000000149011612
10/05/2015,0.05000000074505806
10/06/2015,21.799999237060547
10/07/2015,2.1500000953674316
10/08/2015,0.15000000596046448
10/09/2015,0.0
10/10/2015,0.10000000149011612
10/11/2015,0.0
10/12/2015,0.0
10/13/2015,18.850000381469727
10/14/2015,34.099998474121094
10/15/2015,9.850000381469727
10/16/2015,0.7000000476837158
10/17/2015,1.600000023841858
10/18/2015,0.10000000149011612
10/19/2015,0.20000000298023224
10/20/2015,0.75
10/21/2015,5.800000190734863
10/22/2015,0.6500000357627869
10/23/2015,20.650001525878906
10/24/2015,0.15000000596046448
10/25/2015,3.5500001907348633
10/26/2015,5.199999809265137
10/27/2015,1.0
10/28/2015,0.0
10/29/2015,0.0
10/30/2015,0.0
10/31/2015,0.0
11/01/2015,0.30000001192092896
