JobID,1ae68bed-7dc8-4a0d-91a0-2b21822fc5cd
date,avg
01/01/2015,0.10000000149011612
01/02/2015,0.0
01/03/2015,0.20000000298023224
01/04/2015,0.20000000298023224
01/05/2015,0.6000000238418579
01/06/2015,0.0
01/07/2015,0.10000000149011612
01/08/2015,0.0
01/09/2015,0.0
01/10/2015,0.10000000149011612
01/11/2015,0.5
01/12/2015,0.0
01/13/2015,0.0
01/14/2015,0.0
01/15/2015,0.10000000149011612
01/16/2015,0.10000000149011612
01/17/2015,0.0
01/18/2015,0.0
01/19/2015,0.699999988079071
01/20/2015,0.10000000149011612
01/21/2015,0.0
01/22/2015,1.2000000476837158
01/23/2015,0.4000000059604645
01/24/2015,0.20000000298023224
01/25/2015,0.30000001192092896
01/26/2015,0.10000000149011612
01/27/2015,0.10000000149011612
01/28/2015,0.0
01/29/2015,0.30000001192092896
01/30/2015,0.10000000149011612
01/31/2015,0.0
02/01/2015,0.0
02/02/2015,1.100000023841858
02/03/2015,0.0
02/04/2015,0.0
02/05/2015,0.0
02/06/2015,0.0
02/07/2015,0.10000000149011612
02/08/2015,0.0
02/09/2015,0.10000000149011612
02/10/2015,0.0
02/11/2015,0.0
02/12/2015,0.0
02/13/2015,0.0
02/14/2015,0.0
02/15/2015,0.0
02/16/2015,0.10000000149011612
02/17/2015,0.6000000238418579
02/18/2015,0.10000000149011612
02/19/2015,0.30000001192092896
02/20/2015,0.20000000298023224
02/21/2015,0.0
02/22/2015,0.0
02/23/2015,0.0
02/24/2015,0.0
02/25/2015,0.10000000149011612
02/26/2015,0.0
02/27/2015,0.0
02/28/2015,0.0
03/01/2015,0.0
03/02/2015,0.0
03/03/2015,0.0
03/04/2015,0.0
03/05/2015,0.20000000298023224
03/06/2015,0.30000001192092896
03/07/2015,0.6000000238418579
03/08/2015,0.0
03/09/2015,0.4000000059604645
03/10/2015,0.10000000149011612
03/11/2015,0.10000000149011612
03/12/2015,0.20000000298023224
03/13/2015,0.0
03/14/2015,0.30000001192092896
03/15/2015,0.699999988079071
03/16/2015,0.800000011920929
03/17/2015,0.4000000059604645
03/18/2015,32.29999923706055
03/19/2015,5.900000095367432
03/20/2015,0.9000000357627869
03/21/2015,5.0
03/22/2015,0.20000000298023224
03/23/2015,0.20000000298023224
03/24/2015,0.30000001192092896
03/25/2015,0.0
03/26/2015,0.0
03/27/2015,0.0
03/28/2015,0.0
03/29/2015,0.10000000149011612
03/30/2015,0.0
03/31/2015,0.0
04/01/2015,0.0
04/02/2015,0.0
04/03/2015,0.0
04/04/2015,0.10000000149011612
04/05/2015,0.10000000149011612
04/06/2015,0.10000000149011612
04/07/2015,0.10000000149011612
04/08/2015,0.0
04/09/2015,0.800000011920929
04/10/2015,0.0
04/11/2015,0.0
04/12/2015,0.0
04/13/2015,0.0
04/14/2015,0.0
04/15/2015,0.0
04/16/2015,0.0
04/17/2015,0.0
04/18/2015,0.0
04/19/2015,0.0
04/20/2015,0.0
04/21/2015,0.0
04/22/2015,0.0
04/23/2015,0.0
04/24/2015,0.0
04/25/2015,0.0
04/26/2015,0.10000000149011612
04/27/2015,0.0
04/28/2015,0.0
04/29/2015,0.0
04/30/2015,0.20000000298023224
05/01/2015,0.10000000149011612
05/02/2015,0.10000000149011612
05/03/2015,0.0
05/04/2015,0.6000000238418579
05/05/2015,0.0
05/06/2015,0.0
05/07/2015,0.0
05/08/2015,0.10000000149011612
05/09/2015,0.0
05/10/2015,0.0
05/11/2015,0.0
05/12/2015,0.0
05/13/2015,0.0
05/14/2015,0.0
05/15/2015,0.0
05/16/2015,0.0
05/17/2015,0.0
05/18/2015,0.0
05/19/2015,0.10000000149011612
05/20/2015,0.0
05/21/2015,0.0
05/22/2015,0.20000000298023224
05/23/2015,0.0
05/24/2015,0.0
05/25/2015,0.0
05/26/2015,0.10000000149011612
05/27/2015,0.30000001192092896
05/28/2015,0.0
05/29/2015,0.0
05/30/2015,0.5
05/31/2015,0.4000000059604645
06/01/2015,0.20000000298023224
06/02/2015,0.10000000149011612
06/03/2015,0.9000000357627869
06/04/2015,0.0
06/05/2015,0.0
06/06/2015,0.10000000149011612
06/07/2015,0.10000000149011612
06/08/2015,0.0
06/09/2015,0.10000000149011612
06/10/2015,0.20000000298023224
06/11/2015,0.20000000298023224
06/12/2015,0.4000000059604645
06/13/2015,0.10000000149011612
06/14/2015,1.2000000476837158
06/15/2015,0.0
06/16/2015,3.299999952316284
06/17/2015,6.800000190734863
06/18/2015,0.0
06/19/2015,0.0
06/20/2015,0.0
06/21/2015,0.10000000149011612
06/22/2015,0.0
06/23/2015,0.0
06/24/2015,0.0
06/25/2015,0.0
06/26/2015,0.0
06/27/2015,0.0
06/28/2015,0.0
06/29/2015,0.0
06/30/2015,5.5
07/01/2015,10.300000190734863
07/02/2015,0.0
07/03/2015,0.20000000298023224
07/04/2015,0.0
07/05/2015,0.0
07/06/2015,0.10000000149011612
07/07/2015,0.20000000298023224
07/08/2015,8.699999809265137
07/09/2015,44.60000228881836
07/10/2015,1.0
07/11/2015,0.4000000059604645
07/12/2015,1.2000000476837158
07/13/2015,0.5
07/14/2015,0.699999988079071
07/15/2015,3.6000001430511475
07/16/2015,0.0
07/17/2015,0.0
07/18/2015,0.0
07/19/2015,4.400000095367432
07/20/2015,0.0
07/21/2015,0.0
07/22/2015,0.0
07/23/2015,0.0
07/24/2015,9.0
07/25/2015,29.80000114440918
07/26/2015,4.200000286102295
07/27/2015,9.40000057220459
07/28/2015,6.0
07/29/2015,4.599999904632568
07/30/2015,52.400001525878906
07/31/2015,10.300000190734863
08/01/2015,19.100000381469727
08/02/2015,5.099999904632568
08/03/2015,0.30000001192092896
08/04/2015,14.0
08/05/2015,10.800000190734863
08/06/2015,0.20000000298023224
08/07/2015,0.0
08/08/2015,0.0
08/09/2015,23.100000381469727
08/10/2015,2.200000047683716
08/11/2015,0.0
08/12/2015,23.0
08/13/2015,2.1000001430511475
08/14/2015,59.60000228881836
08/15/2015,15.90000057220459
08/16/2015,2.5
08/17/2015,24.700000762939453
08/18/2015,2.0
08/19/2015,14.800000190734863
08/20/2015,40.79999923706055
08/21/2015,41.20000076293945
08/22/2015,7.300000190734863
08/23/2015,5.0
08/24/2015,1.0
08/25/2015,24.700000762939453
08/26/2015,1.100000023841858
08/27/2015,0.0
08/28/2015,2.5
08/29/2015,31.100000381469727
08/30/2015,6.599999904632568
08/31/2015,0.699999988079071
09/01/2015,15.300000190734863
09/02/2015,1.3000000715255737
09/03/2015,37.10000228881836
09/04/2015,10.0
09/05/2015,0.10000000149011612
09/06/2015,20.100000381469727
09/07/2015,33.10000228881836
09/08/2015,0.6000000238418579
09/09/2015,0.0
09/10/2015,23.100000381469727
09/11/2015,0.30000001192092896
09/12/2015,7.300000190734863
09/13/2015,15.800000190734863
09/14/2015,0.20000000298023224
09/15/2015,0.699999988079071
09/16/2015,35.900001525878906
09/17/2015,0.0
09/18/2015,0.0
09/19/2015,3.9000000953674316
09/20/2015,38.79999923706055
09/21/2015,3.9000000953674316
09/22/2015,15.199999809265137
09/23/2015,17.5
09/24/2015,1.600000023841858
09/25/2015,0.0
09/26/2015,0.699999988079071
09/27/2015,52.900001525878906
09/28/2015,11.5
09/29/2015,1.0
09/30/2015,2.299999952316284
10/01/2015,0.5
10/02/2015,8.800000190734863
10/03/2015,17.0
10/04/2015,0.10000000149011612
10/05/2015,0.0
10/06/2015,22.200000762939453
10/07/2015,2.200000047683716
10/08/2015,0.20000000298023224
10/09/2015,0.0
10/10/2015,0.20000000298023224
10/11/2015,0.0
10/12/2015,0.0
10/13/2015,22.100000381469727
10/14/2015,34.70000076293945
10/15/2015,8.600000381469727
10/16/2015,0.6000000238418579
10/17/2015,0.800000011920929
10/18/2015,0.10000000149011612
10/19/2015,0.20000000298023224
10/20/2015,0.5
10/21/2015,6.800000190734863
10/22/2015,0.9000000357627869
10/23/2015,16.700000762939453
10/24/2015,0.20000000298023224
10/25/2015,1.2000000476837158
10/26/2015,3.4000000953674316
10/27/2015,1.399999976158142
10/28/2015,0.0
10/29/2015,0.0
10/30/2015,0.0
10/31/2015,0.0
11/01/2015,0.20000000298023224
11/02/2015,2.299999952316284
11/03/2015,21.100000381469727
