JobID,d592c4df-b494-421a-b09f-704913fd47a5
date,avg
11/02/2015,1.75
11/03/2015,19.549999237060547
11/04/2015,0.10000000149011612
11/05/2015,0.0
11/06/2015,0.0
11/07/2015,0.0
11/08/2015,0.0
11/09/2015,0.0
11/10/2015,0.0
11/11/2015,0.10000000149011612
11/12/2015,5.150000095367432
11/13/2015,4.199999809265137
11/14/2015,0.550000011920929
11/15/2015,0.0
11/16/2015,0.25
11/17/2015,2.0999999046325684
11/18/2015,0.0
11/19/2015,0.30000001192092896
11/20/2015,0.10000000149011612
11/21/2015,0.6000000238418579
11/22/2015,4.300000190734863
11/23/2015,4.300000190734863
11/24/2015,0.10000000149011612
11/25/2015,0.30000001192092896
11/26/2015,0.5
11/27/2015,0.5
11/28/2015,0.800000011920929
11/29/2015,0.3499999940395355
11/30/2015,0.9000000357627869
12/01/2015,0.15000000596046448
12/02/2015,0.10000000149011612
12/03/2015,0.05000000074505806
12/04/2015,0.0
12/05/2015,0.0
12/06/2015,0.15000000596046448
12/07/2015,0.0
12/08/2015,0.0
12/09/2015,0.0
12/10/2015,1.0499999523162842
12/11/2015,1.0500000715255737
12/12/2015,0.25
12/13/2015,1.25
12/14/2015,0.4000000059604645
12/15/2015,0.25
12/16/2015,0.0
12/17/2015,0.0
12/18/2015,0.0
12/19/2015,0.15000000596046448
12/20/2015,0.0
12/21/2015,0.0
12/22/2015,0.10000000149011612
12/23/2015,0.05000000074505806
12/24/2015,1.1500000953674316
12/25/2015,0.699999988079071
12/26/2015,1.100000023841858
12/27/2015,12.5
12/28/2015,0.6499999761581421
12/29/2015,0.25
12/30/2015,0.800000011920929
12/31/2015,0.20000000298023224
01/01/2016,0.05000000074505806
01/02/2016,0.4000000059604645
01/03/2016,28.150001525878906
01/04/2016,18.700000762939453
01/05/2016,0.0
01/06/2016,0.0
01/07/2016,0.0
01/08/2016,0.0
01/09/2016,0.0
01/10/2016,0.10000000149011612
01/11/2016,0.10000000149011612
01/12/2016,0.0
01/13/2016,0.6499999761581421
01/14/2016,0.10000000149011612
01/15/2016,0.05000000074505806
01/16/2016,0.0
01/17/2016,0.0
01/18/2016,0.0
01/19/2016,0.0
01/20/2016,0.10000000149011612
01/21/2016,0.10000000149011612
01/22/2016,0.0
01/23/2016,0.0
01/24/2016,0.25
01/25/2016,0.0
01/26/2016,0.10000000149011612
01/27/2016,0.25
01/28/2016,0.0
01/29/2016,0.0
01/30/2016,0.0
01/31/2016,0.05000000074505806
02/01/2016,0.0
02/02/2016,0.20000000298023224
02/03/2016,0.0
02/04/2016,0.0
02/05/2016,0.15000000596046448
02/06/2016,0.20000000298023224
02/07/2016,0.0
02/08/2016,0.0
02/09/2016,0.0
02/10/2016,0.0
02/11/2016,0.10000000149011612
02/12/2016,0.0
02/13/2016,0.0
02/14/2016,0.0
02/15/2016,0.0
02/16/2016,0.0
02/17/2016,0.0
02/18/2016,0.0
02/19/2016,0.0
02/20/2016,7.40000057220459
02/21/2016,6.850000381469727
02/22/2016,0.6000000238418579
02/23/2016,0.9500000476837158
02/24/2016,0.0
02/25/2016,0.05000000074505806
02/26/2016,0.15000000596046448
02/27/2016,1.100000023841858
02/28/2016,0.6499999761581421
02/29/2016,1.4000000953674316
03/01/2016,5.25
03/02/2016,0.5
03/03/2016,1.399999976158142
03/04/2016,1.3000000715255737
03/05/2016,0.20000000298023224
03/06/2016,0.0
03/07/2016,0.05000000074505806
03/08/2016,0.10000000149011612
03/09/2016,0.15000000596046448
03/10/2016,0.05000000074505806
03/11/2016,0.30000001192092896
03/12/2016,0.0
03/13/2016,0.20000000298023224
03/14/2016,0.0
03/15/2016,0.10000000149011612
03/16/2016,0.05000000074505806
03/17/2016,0.05000000074505806
03/18/2016,0.0
03/19/2016,0.0
03/20/2016,0.0
03/21/2016,0.15000000596046448
03/22/2016,0.9000000357627869
03/23/2016,0.15000000596046448
03/24/2016,0.75
03/25/2016,0.45000001788139343
03/26/2016,0.05000000074505806
03/27/2016,0.0
03/28/2016,0.0
03/29/2016,0.0
03/30/2016,0.10000000149011612
03/31/2016,0.0
04/01/2016,0.10000000149011612
04/02/2016,0.0
04/03/2016,0.05000000074505806
04/04/2016,0.10000000149011612
04/05/2016,0.15000000596046448
04/06/2016,0.0
04/07/2016,0.0
04/08/2016,0.10000000149011612
04/09/2016,0.05000000074505806
04/10/2016,0.15000000596046448
04/11/2016,0.05000000074505806
04/12/2016,0.0
04/13/2016,0.0
04/14/2016,0.0
04/15/2016,0.0
04/16/2016,0.0
04/17/2016,0.3499999940395355
04/18/2016,0.0
04/19/2016,0.0
04/20/2016,0.0
04/21/2016,0.05000000074505806
04/22/2016,0.05000000074505806
04/23/2016,0.3500000238418579
04/24/2016,0.4000000059604645
04/25/2016,0.0
04/26/2016,0.3499999940395355
04/27/2016,0.10000000149011612
04/28/2016,0.20000000298023224
04/29/2016,0.20000000298023224
04/30/2016,0.0
05/01/2016,0.44999998807907104
05/02/2016,0.15000000596046448
05/03/2016,0.20000000298023224
05/04/2016,0.20000000298023224
05/05/2016,0.05000000074505806
05/06/2016,0.05000000074505806
05/07/2016,0.10000000149011612
05/08/2016,0.10000000149011612
05/09/2016,0.20000000298023224
05/10/2016,0.15000000596046448
05/11/2016,0.15000000596046448
05/12/2016,0.15000000596046448
05/13/2016,0.25
05/14/2016,0.20000000298023224
05/15/2016,0.05000000074505806
05/16/2016,0.10000000149011612
05/17/2016,0.05000000074505806
05/18/2016,0.0
05/19/2016,0.4000000059604645
05/20/2016,0.0
05/21/2016,0.05000000074505806
05/22/2016,0.550000011920929
05/23/2016,0.20000000298023224
05/24/2016,0.0
05/25/2016,0.0
05/26/2016,0.05000000074505806
05/27/2016,0.30000001192092896
05/28/2016,1.75
05/29/2016,0.6000000238418579
05/30/2016,0.0
05/31/2016,0.05000000074505806
06/01/2016,0.20000000298023224
06/02/2016,0.15000000596046448
06/03/2016,0.0
06/04/2016,0.10000000149011612
06/05/2016,0.10000000149011612
06/06/2016,0.0
06/07/2016,0.0
06/08/2016,0.75
06/09/2016,0.4000000059604645
06/10/2016,0.05000000074505806
06/11/2016,0.05000000074505806
06/12/2016,0.25
06/13/2016,0.20000000298023224
06/14/2016,0.15000000596046448
06/15/2016,0.0
06/16/2016,0.0
06/17/2016,0.0
06/18/2016,0.20000000298023224
06/19/2016,0.0
06/20/2016,0.0
06/21/2016,0.0
06/22/2016,0.0
06/23/2016,0.0
06/24/2016,0.10000000149011612
06/25/2016,1.7999999523162842
06/26/2016,0.30000001192092896
06/27/2016,0.15000000596046448
06/28/2016,14.450000762939453
06/29/2016,0.05000000074505806
06/30/2016,21.049999237060547
07/01/2016,0.0
07/02/2016,35.900001525878906
07/03/2016,1.8000000715255737
07/04/2016,7.300000190734863
07/05/2016,0.25
07/06/2016,0.0
07/07/2016,0.0
07/08/2016,0.0
07/09/2016,12.949999809265137
07/10/2016,0.0
07/11/2016,0.0
07/12/2016,0.0
07/13/2016,0.0
07/14/2016,0.25
07/15/2016,8.850000381469727
07/16/2016,0.05000000074505806
07/17/2016,0.0
07/18/2016,0.0
07/19/2016,1.850000023841858
07/20/2016,18.5
07/21/2016,7.449999809265137
07/22/2016,1.9000000953674316
07/23/2016,3.700000047683716
07/24/2016,5.75
07/25/2016,12.450000762939453
07/26/2016,0.20000000298023224
07/27/2016,1.4500000476837158
07/28/2016,0.20000000298023224
07/29/2016,0.0
07/30/2016,2.5
07/31/2016,1.0
08/01/2016,24.55000114440918
08/02/2016,0.05000000074505806
08/03/2016,0.10000000149011612
08/04/2016,0.0
08/05/2016,0.05000000074505806
08/06/2016,3.6000001430511475
08/07/2016,0.0
08/08/2016,0.0
08/09/2016,0.0
08/10/2016,0.8500000238418579
08/11/2016,19.700000762939453
08/12/2016,3.5500001907348633
08/13/2016,30.049999237060547
08/14/2016,0.9000000357627869
08/15/2016,0.25
08/16/2016,80.69999694824219
08/17/2016,1.25
08/18/2016,9.649999618530273
08/19/2016,4.300000190734863
08/20/2016,16.399999618530273
08/21/2016,4.150000095367432
08/22/2016,47.0
08/23/2016,0.15000000596046448
08/24/2016,0.0
08/25/2016,0.05000000074505806
08/26/2016,0.10000000149011612
08/27/2016,0.8500000238418579
08/28/2016,10.050000190734863
08/29/2016,14.149999618530273
08/30/2016,13.850000381469727
08/31/2016,1.350000023841858
09/01/2016,64.9000015258789
09/02/2016,1.0499999523162842
09/03/2016,51.849998474121094
09/04/2016,0.0
09/05/2016,0.0
09/06/2016,51.20000076293945
09/07/2016,31.35000228881836
09/08/2016,0.15000000596046448
09/09/2016,7.949999809265137
09/10/2016,20.299999237060547
09/11/2016,16.299999237060547
09/12/2016,6.25
09/13/2016,27.0
09/14/2016,0.20000000298023224
09/15/2016,0.05000000074505806
09/16/2016,1.4500000476837158
09/17/2016,4.099999904632568
09/18/2016,3.4000000953674316
09/19/2016,10.149999618530273
09/20/2016,18.200000762939453
09/21/2016,0.550000011920929
09/22/2016,0.05000000074505806
09/23/2016,3.0500001907348633
09/24/2016,6.75
09/25/2016,75.60000610351562
09/26/2016,1.7000000476837158
09/27/2016,35.20000076293945
09/28/2016,52.75
09/29/2016,0.75
09/30/2016,18.950000762939453
10/01/2016,0.20000000298023224
10/02/2016,0.0
10/03/2016,0.0
10/04/2016,0.0
10/05/2016,0.0
10/06/2016,1.350000023841858
10/07/2016,0.05000000074505806
10/08/2016,0.05000000074505806
10/09/2016,0.10000000149011612
10/10/2016,0.15000000596046448
10/11/2016,0.10000000149011612
10/12/2016,0.0
10/13/2016,0.0
10/14/2016,0.10000000149011612
10/15/2016,0.20000000298023224
10/16/2016,0.10000000149011612
10/17/2016,10.950000762939453
10/18/2016,2.8000001907348633
10/19/2016,0.0
10/20/2016,0.0
10/21/2016,0.0
10/22/2016,0.05000000074505806
10/23/2016,0.05000000074505806
10/24/2016,0.20000000298023224
10/25/2016,1.6500000953674316
10/26/2016,0.15000000596046448
10/27/2016,0.20000000298023224
10/28/2016,0.10000000149011612
10/29/2016,0.15000000596046448
10/30/2016,0.0
10/31/2016,1.75
11/01/2016,0.15000000596046448
11/02/2016,0.0
11/03/2016,0.05000000074505806
11/04/2016,0.25
11/05/2016,5.550000190734863
11/06/2016,0.15000000596046448
11/07/2016,0.0
11/08/2016,0.0
11/09/2016,0.0
11/10/2016,0.20000000298023224
11/11/2016,0.10000000149011612
11/12/2016,0.0
11/13/2016,0.05000000074505806
11/14/2016,0.25
11/15/2016,0.15000000596046448
11/16/2016,2.1500000953674316
11/17/2016,0.6000000238418579
11/18/2016,0.10000000149011612
11/19/2016,0.4000000059604645
11/20/2016,0.0
11/21/2016,0.10000000149011612
11/22/2016,0.20000000298023224
11/23/2016,0.75
11/24/2016,0.15000000596046448
11/25/2016,0.10000000149011612
11/26/2016,0.05000000074505806
11/27/2016,0.9500000476837158
11/28/2016,0.6000000238418579
11/29/2016,0.25
11/30/2016,0.10000000149011612
12/01/2016,0.25
12/02/2016,0.0
12/03/2016,1.8500001430511475
12/04/2016,0.10000000149011612
12/05/2016,0.15000000596046448
12/06/2016,0.0
12/07/2016,0.0
12/08/2016,0.0
12/09/2016,0.0
12/10/2016,0.0
12/11/2016,0.44999998807907104
12/12/2016,0.0
12/13/2016,0.0
12/14/2016,0.20000000298023224
12/15/2016,1.5500000715255737
12/16/2016,0.3500000238418579
12/17/2016,1.7000000476837158
12/18/2016,2.950000047683716
12/19/2016,0.800000011920929
12/20/2016,0.9500000476837158
12/21/2016,1.0500000715255737
12/22/2016,0.10000000149011612
12/23/2016,0.05000000074505806
12/24/2016,0.10000000149011612
12/25/2016,0.0
12/26/2016,0.0
12/27/2016,0.0
12/28/2016,0.05000000074505806
12/29/2016,0.0
12/30/2016,0.10000000149011612
12/31/2016,0.0
01/01/2017,0.0
01/02/2017,0.0
01/03/2017,0.0
01/04/2017,0.0
01/05/2017,0.0
01/06/2017,0.0
01/07/2017,0.0
01/08/2017,0.0
01/09/2017,0.3500000238418579
01/10/2017,0.0
01/11/2017,0.0
01/12/2017,0.0
01/13/2017,0.0
01/14/2017,0.0
01/15/2017,0.0
01/16/2017,0.0
01/17/2017,0.0
01/18/2017,0.0
01/19/2017,0.0
01/20/2017,0.0
01/21/2017,0.0
01/22/2017,0.0
01/23/2017,0.0
01/24/2017,0.0
01/25/2017,0.0
01/26/2017,0.0
01/27/2017,0.0
01/28/2017,0.0
01/29/2017,0.0
01/30/2017,0.0
01/31/2017,0.0
02/01/2017,0.0
02/02/2017,0.0
02/03/2017,0.0
02/04/2017,0.0
02/05/2017,0.0
02/06/2017,0.0
02/07/2017,0.0
02/08/2017,0.0
02/09/2017,0.0
02/10/2017,0.05000000074505806
02/11/2017,0.44999998807907104
02/12/2017,0.25
02/13/2017,0.25
02/14/2017,0.6499999761581421
02/15/2017,0.6500000357627869
02/16/2017,0.15000000596046448
02/17/2017,0.0
02/18/2017,0.550000011920929
02/19/2017,0.30000001192092896
02/20/2017,0.0
02/21/2017,0.15000000596046448
02/22/2017,0.0
02/23/2017,0.20000000298023224
02/24/2017,0.15000000596046448
02/25/2017,0.05000000074505806
02/26/2017,0.10000000149011612
02/27/2017,0.0
02/28/2017,0.0
03/01/2017,0.0
03/02/2017,0.0
03/03/2017,0.10000000149011612
03/04/2017,0.0
03/05/2017,0.0
03/06/2017,0.0
03/07/2017,0.0
03/08/2017,0.15000000596046448
03/09/2017,0.0
03/10/2017,0.0
03/11/2017,0.0
03/12/2017,0.30000001192092896
03/13/2017,0.05000000074505806
03/14/2017,0.30000001192092896
03/15/2017,0.15000000596046448
03/16/2017,1.149999976158142
03/17/2017,0.10000000149011612
03/18/2017,0.0
03/19/2017,0.10000000149011612
03/20/2017,0.20000000298023224
03/21/2017,0.0
03/22/2017,0.0
03/23/2017,0.05000000074505806
03/24/2017,0.05000000074505806
03/25/2017,0.0
03/26/2017,0.25
03/27/2017,0.0
03/28/2017,0.0
03/29/2017,0.0
03/30/2017,0.05000000074505806
03/31/2017,0.0
04/01/2017,0.0
04/02/2017,0.0
04/03/2017,0.0
04/04/2017,0.05000000074505806
04/05/2017,0.0
04/06/2017,0.0
04/07/2017,0.0
04/08/2017,0.0
04/09/2017,0.05000000074505806
04/10/2017,0.05000000074505806
04/11/2017,0.0
04/12/2017,0.0
04/13/2017,0.0
04/14/2017,0.0
04/15/2017,0.0
04/16/2017,0.0
04/17/2017,0.0
04/18/2017,0.0
04/19/2017,0.0
04/20/2017,0.0
04/21/2017,0.0
04/22/2017,0.0
04/23/2017,0.0
04/24/2017,0.0
04/25/2017,0.0
04/26/2017,0.0
04/27/2017,0.20000000298023224
04/28/2017,0.0
04/29/2017,0.0
04/30/2017,0.0
05/01/2017,0.0
05/02/2017,0.05000000074505806
05/03/2017,0.0
05/04/2017,0.0
05/05/2017,0.0
05/06/2017,0.0
05/07/2017,0.0
05/08/2017,0.0
05/09/2017,0.0
05/10/2017,0.0
05/11/2017,0.0
05/12/2017,0.0
05/13/2017,0.0
05/14/2017,0.0
05/15/2017,0.0
05/16/2017,0.0
05/17/2017,0.0
05/18/2017,0.0
05/19/2017,0.0
05/20/2017,0.0
05/21/2017,0.0
05/22/2017,0.0
05/23/2017,0.05000000074505806
05/24/2017,0.3499999940395355
05/25/2017,0.45000001788139343
05/26/2017,0.05000000074505806
05/27/2017,1.2000000476837158
05/28/2017,7.350000381469727
05/29/2017,1.0499999523162842
05/30/2017,1.4500000476837158
05/31/2017,0.10000000149011612
06/01/2017,0.0
06/02/2017,0.0
06/03/2017,0.0
06/04/2017,0.10000000149011612
06/05/2017,0.0
06/06/2017,0.0
06/07/2017,0.10000000149011612
06/08/2017,0.0
06/09/2017,0.0
06/10/2017,0.75
06/11/2017,0.0
06/12/2017,0.0
06/13/2017,0.0
06/14/2017,0.0
06/15/2017,0.0
06/16/2017,0.0
06/17/2017,0.0
06/18/2017,0.30000001192092896
06/19/2017,0.0
06/20/2017,0.3499999940395355
06/21/2017,0.0
06/22/2017,5.449999809265137
06/23/2017,0.10000000149011612
06/24/2017,1.25
06/25/2017,0.05000000074505806
06/26/2017,0.550000011920929
06/27/2017,9.25
06/28/2017,34.150001525878906
06/29/2017,0.10000000149011612
06/30/2017,17.400001525878906
07/01/2017,5.550000190734863
07/02/2017,13.75
07/03/2017,0.0
07/04/2017,0.0
07/05/2017,0.0
07/06/2017,0.25
07/07/2017,28.25
07/08/2017,64.45000457763672
07/09/2017,0.30000001192092896
07/10/2017,0.0
07/11/2017,0.05000000074505806
07/12/2017,34.45000076293945
07/13/2017,27.75
07/14/2017,25.900001525878906
07/15/2017,1.25
07/16/2017,1.850000023841858
07/17/2017,2.450000047683716
07/18/2017,0.10000000149011612
07/19/2017,5.900000095367432
07/20/2017,0.4000000059604645
07/21/2017,38.60000228881836
07/22/2017,1.0500000715255737
07/23/2017,0.0
07/24/2017,19.150001525878906
07/25/2017,4.050000190734863
07/26/2017,0.0
07/27/2017,0.0
07/28/2017,9.200000762939453
07/29/2017,38.70000076293945
07/30/2017,47.25
07/31/2017,9.65000057220459
08/01/2017,0.25
08/02/2017,28.299999237060547
08/03/2017,16.450000762939453
08/04/2017,0.550000011920929
08/05/2017,0.0
08/06/2017,0.0
08/07/2017,1.6500000953674316
08/08/2017,0.800000011920929
08/09/2017,15.0
08/10/2017,11.700000762939453
08/11/2017,24.850000381469727
08/12/2017,23.549999237060547
08/13/2017,55.30000305175781
08/14/2017,5.600000381469727
08/15/2017,0.30000001192092896
08/16/2017,15.200000762939453
08/17/2017,3.25
08/18/2017,34.400001525878906
08/19/2017,0.0
08/20/2017,16.75
08/21/2017,1.6500000953674316
08/22/2017,12.75
08/23/2017,44.849998474121094
08/24/2017,12.950000762939453
08/25/2017,5.900000095367432
08/26/2017,20.100000381469727
08/27/2017,11.700000762939453
08/28/2017,1.9500000476837158
08/29/2017,0.9000000357627869
08/30/2017,0.05000000074505806
08/31/2017,12.350000381469727
09/01/2017,0.05000000074505806
09/02/2017,0.0
09/03/2017,0.25
09/04/2017,0.4000000059604645
09/05/2017,4.400000095367432
09/06/2017,6.0
09/07/2017,2.0999999046325684
09/08/2017,6.050000190734863
09/09/2017,4.400000095367432
09/10/2017,4.449999809265137
09/11/2017,0.25
09/12/2017,0.25
09/13/2017,2.9000000953674316
09/14/2017,19.0
09/15/2017,0.0
09/16/2017,0.0
09/17/2017,0.30000001192092896
09/18/2017,8.40000057220459
09/19/2017,4.300000190734863
09/20/2017,0.20000000298023224
09/21/2017,0.0
09/22/2017,0.0
09/23/2017,0.4000000059604645
09/24/2017,15.75
09/25/2017,25.150001525878906
09/26/2017,2.75
09/27/2017,0.6499999761581421
09/28/2017,6.550000190734863
09/29/2017,0.0
09/30/2017,1.4000000953674316
10/01/2017,0.0
10/02/2017,7.700000286102295
10/03/2017,1.2000000476837158
10/04/2017,1.2000000476837158
10/05/2017,0.15000000596046448
10/06/2017,0.0
10/07/2017,0.20000000298023224
10/08/2017,0.30000001192092896
10/09/2017,0.20000000298023224
10/10/2017,0.3499999940395355
10/11/2017,0.25
10/12/2017,28.350000381469727
10/13/2017,0.6000000238418579
10/14/2017,0.05000000074505806
10/15/2017,0.0
10/16/2017,7.350000381469727
10/17/2017,0.5
10/18/2017,0.10000000149011612
10/19/2017,0.0
10/20/2017,0.05000000074505806
10/21/2017,0.10000000149011612
10/22/2017,0.0
10/23/2017,0.0
10/24/2017,0.0
10/25/2017,0.0
10/26/2017,0.0
10/27/2017,0.0
10/28/2017,0.0
10/29/2017,0.05000000074505806
10/30/2017,0.0
10/31/2017,0.0
11/01/2017,0.0
11/02/2017,0.0
