lat,long
-16.6143228048,13.3576457548
-16.6097071547,13.357675139
-16.6050914935,13.3577044391
-16.6004758212,13.3577336552
-16.595860138,13.3577627872
-16.5912444447,13.3577918352
-16.5866287395,13.3578207991
-16.5820130234,13.357849679
-16.5773972964,13.3578784748
-16.5727815586,13.3579071865
-16.8035209677,13.3518496674
-16.7989058845,13.3518824853
-16.794290789,13.3519152192
-16.7896756811,13.3519478691
-16.7850605609,13.3519804351
-16.7804454293,13.3520129171
-16.7758302846,13.352045315
-16.7712151276,13.3520776291
-16.7665999585,13.3521098591
-16.7619847773,13.3521420051
-16.7573695839,13.3521740671
-16.7527543784,13.3522060452
-16.7481391618,13.3522379393
-16.7435239323,13.3522697493
-16.7389086908,13.3523014754
-16.7342934373,13.3523331175
-16.7296781719,13.3523646756
-16.7250628946,13.3523961497
-16.7204476055,13.3524275398
-16.7158323054,13.3524588459
-16.7112169926,13.352490068
-16.7066016681,13.3525212061
-16.7019863318,13.3525522602
-16.6973709838,13.3525832303
-16.6927556241,13.3526141164
-16.6881402528,13.3526449184
-16.6835248709,13.3526756365
-16.6789094764,13.3527062706
-16.6742940704,13.3527368207
-16.6696786528,13.3527672867
-16.6650632238,13.3527976688
-16.6604477833,13.3528279669
-16.6558323324,13.3528581809
-16.6512168691,13.3528883109
-16.6466013945,13.3529183569
-16.6419859085,13.3529483189
-16.6373704113,13.3529781969
-16.6327549028,13.3530079909
-16.628139383,13.3530377008
-16.623523853,13.3530673268
-16.6189083109,13.3530968687
-16.6142927577,13.3531263266
-16.6096771934,13.3531557005
-16.605061618,13.3531849903
-16.6004460316,13.3532141962
-16.5958304341,13.353243318
-16.5912148267,13.3532723558
-16.5865992073,13.3533013095
-16.581983577,13.3533301793
-16.5773679359,13.353358965
-16.5727522839,13.3533876667
-16.812717373,13.3472648203
-16.8081024003,13.3472977946
-16.8034874153,13.347330685
-16.7988724178,13.3473634914
-16.794257408,13.3473962138
-16.7896423859,13.3474288523
-16.7850273514,13.3474614069
-16.7804123056,13.3474938774
-16.7757972466,13.3475262641
-16.7711821754,13.3475585668
-16.7665670921,13.3475907855
-16.7619519966,13.3476229202
-16.7573368889,13.347654971
-16.7527217692,13.3476869379
-16.7481066384,13.3477188208
-16.7434914946,13.3477506197
-16.7388763389,13.3477823346
-16.7342611712,13.3478139656
-16.7296459915,13.3478455127
-16.7250308,13.3478769757
-16.7204155966,13.3479083548
-16.7158003823,13.3479396499
-16.7111851553,13.3479708611
-16.7065699165,13.3480019883
-16.701954666,13.3480330315
-16.6973394038,13.3480639907
-16.6927241299,13.348094866
-16.6881088443,13.3481256573
-16.6834935481,13.3481563646
-16.6788782394,13.3481869879
-16.6742629192,13.3482175273
-16.6696475874,13.3482479827
-16.6650322442,13.3482783541
-16.6604168895,13.3483086415
-16.6558015243,13.348338845
-16.6511861468,13.3483689644
-16.6465707579,13.3483989999
-16.6419553578,13.3484289514
-16.6373399463,13.3484588189
-16.6327245236,13.3484886025
-16.6281090896,13.348518302
-16.6234936454,13.3485479175
-16.6188781891,13.3485774491
-16.6142627217,13.3486068967
-16.6096472432,13.3486362603
-16.6050317536,13.3486655399
-16.6004162529,13.3486947354
-16.5958007413,13.3487238471
-16.5911852196,13.3487528747
-16.586569686,13.3487818183
-16.5819541416,13.3488106779
-16.5773385862,13.3488394535
-16.57272302,13.3488681451
-16.8126836615,13.3427458593
-16.8080687746,13.3427788221
-16.8034538752,13.3428117009
-16.7988389635,13.3428444958
-16.7942240394,13.3428772068
-16.7896091029,13.3429098338
-16.7849941542,13.342942377
-16.7803791941,13.3429748362
-16.7757642209,13.3430072114
-16.7711492354,13.3430395028
-16.7665342377,13.3430717102
-16.761919228,13.3431038337
-16.7573042061,13.3431358733
-16.7526891721,13.3431678289
-16.748074127,13.3431997006
-16.7434590689,13.3432314884
-16.7388439989,13.3432631922
-16.7342289169,13.3432948121
-16.729613823,13.3433263481
-16.7249987172,13.3433578001
-16.7203835995,13.3433891682
-16.715768471,13.3434204523
-16.7111533297,13.3434516525
-16.7065381767,13.3434827688
-16.7019230119,13.3435138011
-16.6973078354,13.3435447495
-16.6926926472,13.343575614
-16.6880774475,13.3436063945
-16.683462237,13.343637091
-16.678847014,13.3436677036
-16.6742317795,13.3436982323
-16.6696165335,13.343728677
-16.665001276,13.3437590377
-16.660386007,13.3437893145
-16.6557707276,13.3438195074
-16.6511554358,13.3438496163
-16.6465401327,13.3438796412
-16.6419248183,13.3439095822
-16.6373094926,13.3439394393
-16.6326941556,13.3439692124
-16.6280788075,13.3439989015
-16.623463449,13.3440285066
-16.6188480784,13.3440580278
-16.6142326968,13.3440874651
-16.609617304,13.3441168184
-16.6050019001,13.3441460877
-16.6003864853,13.3441752731
-16.5957710594,13.3442043745
-16.5911556234,13.3442333919
-16.5865401756,13.3442623254
-16.5819247169,13.3442911749
-16.5773092474,13.3443199404
-16.8126499625,13.3382268967
-16.8080351612,13.3382598479
-16.8034203476,13.3382927151
-16.7988055215,13.3383254985
-16.7941906831,13.338358198
-16.7895758323,13.3383908136
-16.7849609693,13.3384233454
-16.7803460949,13.3384557932
-16.7757312073,13.3384881571
-16.7711163075,13.3385204371
-16.7665013956,13.3385526332
-16.7618864715,13.3385847455
-16.7572715353,13.3386167738
-16.752656587,13.3386487182
-16.7480416276,13.3386805787
-16.7434266552,13.3387123554
-16.7388116709,13.3387440481
-16.7341966746,13.3387756569
-16.7295816664,13.3388071818
-16.7249666463,13.3388386228
-16.7203516143,13.3388699799
-16.7157365715,13.338901253
-16.7111215159,13.3389324423
-16.7065064485,13.3389635477
-16.7018913695,13.3389945691
-16.6972762787,13.3390255066
-16.6926611762,13.3390563602
-16.6880460622,13.3390871299
-16.6834309374,13.3391178157
-16.6788158001,13.3391484176
-16.6742006513,13.3391789355
-16.669585491,13.3392093696
-16.6649703192,13.3392397197
-16.660355136,13.3392699859
-16.6557399423,13.3393001681
-16.6511247363,13.3393302665
-16.6465095189,13.3393602809
-16.6418942902,13.3393902114
-16.6372790502,13.3394200579
-16.6326637989,13.3394498206
-16.6280485365,13.3394794993
-16.6234332637,13.3395090941
-16.6188179789,13.3395386049
-16.6142026829,13.3395680318
-16.6095873759,13.3395973748
-16.6049720578,13.3396266339
-16.6003567286,13.339655809
-16.5957413885,13.3396849002
-16.5911260382,13.3397139074
-16.5865106762,13.3397428308
-16.5818953032,13.3397716701
-16.5772799194,13.3398004256
-16.8080015603,13.3337408719
-16.8033868323,13.3337737277
-16.7987720919,13.3338064996
-16.7941573391,13.3338391876
-16.789542574,13.3338717918
-16.7849277966,13.3339043121
-16.7803130079,13.3339367485
-16.775698206,13.3339691011
-16.7710833918,13.3340013698
-16.7664685655,13.3340335546
-16.7618537271,13.3340656555
-16.7572388766,13.3340976726
-16.7526240139,13.3341296059
-16.7480091402,13.3341614552
-16.7433942535,13.3341932207
-16.7387793548,13.3342249023
-16.7341644442,13.3342565
-16.7295495217,13.3342880138
-16.7249345872,13.3343194438
-16.7203196409,13.3343507899
-16.7157046837,13.3343820521
-16.7110897138,13.3344132304
-16.7064747322,13.3344443248
-16.7018597388,13.3344753354
-16.6972447337,13.3345062621
-16.6926297169,13.3345371048
-16.6880146885,13.3345678638
-16.6833996494,13.3345985388
-16.6787845978,13.3346291299
-16.6741695347,13.3346596371
-16.6695544601,13.3346900605
-16.664939374,13.3347203999
-16.6603242764,13.3347506555
-16.6557091684,13.3347808272
-16.651094048,13.334810915
-16.6464789163,13.3348409188
-16.6418637733,13.3348708388
-16.637248619,13.3349006749
-16.6326334534,13.3349304271
-16.6280182767,13.3349600954
-16.6234030896,13.3349896798
-16.6187878905,13.3350191803
-16.6141726802,13.3350485969
-16.6095574588,13.3350779296
-16.6049422264,13.3351071784
-16.600326983,13.3351363433
-16.5957117285,13.3351654243
-16.591096464,13.3351944213
-16.5864811876,13.3352233345
-16.5818659004,13.3352521638
-16.5772506022,13.3352809091
-16.8079679718,13.3292218943
-16.8033533295,13.3292547385
-16.7987386747,13.3292874989
-16.7941240075,13.3293201755
-16.789509328,13.3293527682
-16.7848946362,13.3293852771
-16.7802799331,13.3294177021
-16.7756652168,13.3294500433
-16.7710504883,13.3294823007
-16.7664357477,13.3295144743
-16.7618209949,13.3295465639
-16.7572062299,13.3295785698
-16.7525914529,13.3296104918
-16.7479766648,13.32964233
-16.7433618638,13.3296740843
-16.7387470507,13.3297057548
-16.7341322257,13.3297373414
-16.7295173888,13.3297688442
-16.72490254,13.3298002631
-16.7202876794,13.3298315982
-16.7156728078,13.3298628494
-16.7110579236,13.3298940168
-16.7064430275,13.3299251003
-16.7018281198,13.3299561
-16.6972132003,13.3299870158
-16.6925982692,13.3300178478
-16.6879833264,13.3300485959
-16.683368373,13.3300792601
-16.678753407,13.3301098405
-16.6741384296,13.330140337
-16.6695234406,13.3301707497
-16.6649084401,13.3302010785
-16.6602934282,13.3302313235
-16.6556784058,13.3302614846
-16.6510633711,13.3302915618
-16.6464483251,13.3303215551
-16.6418332677,13.3303514646
-16.6372181991,13.3303812902
-16.6326031192,13.330411032
-16.627988028,13.3304406899
-16.6233729267,13.3304702639
-16.6187578132,13.330499754
-16.6141426886,13.3305291603
-16.6095275529,13.3305584827
-16.6049124061,13.3305877212
-16.6002972483,13.3306168759
-16.5956820795,13.3306459466
-16.5910669007,13.3306749335
-16.58645171,13.3307038366
-16.5818365084,13.3307326557
-16.5772212959,13.330761391
-16.5726060726,13.3307900424
-16.803319839,13.3247357486
-16.7987052698,13.3247684975
-16.7940906882,13.3248011626
-16.7894760943,13.3248337439
-16.7848614881,13.3248662413
-16.7802468706,13.324898655
-16.7756322399,13.3249309848
-16.771017597,13.3249632309
-16.7664029419,13.3249953931
-16.7617882747,13.3250274716
-16.7571735954,13.3250594662
-16.752558904,13.325091377
-16.7479442015,13.325123204
-16.743329486,13.3251549471
-16.7387147586,13.3251866065
-16.7341000192,13.325218182
-16.7294852679,13.3252496737
-16.7248705047,13.3252810816
-16.7202557296,13.3253124057
-16.7156409437,13.325343646
-16.711026145,13.3253748024
-16.7064113346,13.325405875
-16.7017965125,13.3254368638
-16.6971816786,13.3254677688
-16.6925668331,13.3254985899
-16.6879519759,13.3255293272
-16.6833371081,13.3255599807
-16.6787222278,13.3255905504
-16.6741073359,13.3256210362
-16.6694924326,13.3256514382
-16.6648775177,13.3256817563
-16.6602625914,13.3257119907
-16.6556476547,13.3257421412
-16.6510327056,13.3257722078
-16.6464177452,13.3258021906
-16.6418027734,13.3258320896
-16.6371877904,13.3258619048
-16.6325727961,13.3258916361
-16.6279577906,13.3259212836
-16.6233427749,13.3259508472
-16.618727747,13.325980327
-16.614112708,13.3260097229
-16.609497658,13.326039035
-16.6048825968,13.3260682633
-16.6002675247,13.3260974077
-16.5956524415,13.3261264683
-16.5910373483,13.326155445
-16.5864222432,13.3261843379
-16.5818071273,13.3262131469
-16.5771920004,13.3262418721
-16.5725768627,13.3262705134
-16.8032863609,13.3202167561
-16.7986718773,13.3202494935
-16.7940573813,13.3202821471
-16.7894428729,13.3203147169
-16.7848283523,13.320347203
-16.7802138203,13.3203796053
-16.7755992752,13.3204119238
-16.7709847178,13.3204441585
-16.7663701483,13.3204763094
-16.7617555667,13.3205083766
-16.7571409729,13.32054036
-16.7525263671,13.3205722596
-16.7479117501,13.3206040754
-16.7432971202,13.3206358074
-16.7386824784,13.3206674556
-16.7340678246,13.3206990201
-16.7294531588,13.3207305007
-16.7248384812,13.3207618976
-16.7202237917,13.3207932107
-16.7156090914,13.32082444
-16.7109943783,13.3208555855
-16.7063796534,13.3208866472
-16.7017649168,13.3209176251
-16.6971501686,13.3209485192
-16.6925354086,13.3209793295
-16.6879206371,13.321010056
-16.6833058548,13.3210406987
-16.6786910601,13.3210712576
-16.6740762538,13.3211017327
-16.669461436,13.3211321241
-16.6648466068,13.3211624316
-16.6602317661,13.3211926553
-16.6556169149,13.3212227952
-16.6510020514,13.3212528513
-16.6463871766,13.3212828236
-16.6417722904,13.3213127121
-16.637157393,13.3213425167
-16.6325424843,13.3213722376
-16.6279275644,13.3214018747
-16.6233126342,13.3214314279
-16.618697692,13.3214608974
-16.6140827386,13.321490283
-16.6094677741,13.3215195848
-16.6048527986,13.3215488028
-16.600237812,13.321577937
-16.5956228145,13.3216069873
-16.5910078069,13.3216359539
-16.5863927874,13.3216648366
-16.581777757,13.3216936355
-16.5771627158,13.3217223506
-16.5725476637,13.3217509818
-16.5679326008,13.3217795293
-16.8032528952,13.3156977619
-16.7986384971,13.3157304878
-16.7940240866,13.3157631299
-16.7894096638,13.3157956883
-16.7847952287,13.3158281629
-16.7801807822,13.3158605538
-16.7755663226,13.315892861
-16.7709518508,13.3159250844
-16.7663373669,13.315957224
-16.7617228707,13.3159892799
-16.7571083625,13.3160212521
-16.7524938422,13.3160531405
-16.7478793108,13.3160849451
-16.7432647665,13.316116666
-16.7386502101,13.3161483031
-16.7340356418,13.3161798564
-16.7294210616,13.316211326
-16.7248064696,13.3162427119
-16.7201918656,13.3162740139
-16.7155772508,13.3163052323
-16.7109626233,13.3163363668
-16.706347984,13.3163674176
-16.7017333329,13.3163983846
-16.6971186702,13.3164292679
-16.6925039958,13.3164600674
-16.6878893098,13.3164907831
-16.6832746131,13.316521415
-16.6786599039,13.3165519632
-16.6740451832,13.3165824276
-16.669430451,13.3166128083
-16.6648157073,13.3166431051
-16.6602009521,13.3166733182
-16.6555861865,13.3167034475
-16.6509714086,13.3167334931
-16.6463566193,13.3167634548
-16.6417418187,13.3167933328
-16.6371270068,13.316823127
-16.6325121837,13.3168528375
-16.6278973494,13.3168824641
-16.6232825048,13.316912007
-16.6186676481,13.3169414661
-16.6140527803,13.3169708414
-16.6094379014,13.3170001329
-16.6048230114,13.3170293406
-16.6002081104,13.3170584645
-16.5955931984,13.3170875047
-16.5909782764,13.3171164611
-16.5863633425,13.3171453336
-16.5817483977,13.3171741224
-16.577133442,13.3172028274
-16.5725184755,13.3172314486
-16.5679034982,13.317259986
-16.8032194419,13.311178766
-16.7986051293,13.3112114804
-16.7939908043,13.311244111
-16.789376467,13.311276658
-16.7847621174,13.3113091212
-16.7801477564,13.3113415007
-16.7755333823,13.3113737965
-16.770918996,13.3114060086
-16.7663045975,13.311438137
-16.7616901869,13.3114701816
-16.7570757642,13.3115021425
-16.7524613294,13.3115340197
-16.7478468835,13.3115658131
-16.7432324246,13.3115975228
-16.7386179538,13.3116291488
-16.734003471,13.3116606911
-16.7293889764,13.3116921497
-16.7247744698,13.3117235245
-16.7201599514,13.3117548155
-16.715545422,13.3117860229
-16.71093088,13.3118171465
-16.7063163262,13.3118481864
-16.7017017607,13.3118791425
-16.6970871835,13.3119100149
-16.6924725946,13.3119408036
-16.6878579941,13.3119715085
-16.6832433829,13.3120021297
-16.6786287593,13.3120326671
-16.6740141241,13.3120631208
-16.6693994774,13.3120934908
-16.6647848192,13.312123777
-16.6601701496,13.3121539795
-16.6555554695,13.3121840982
-16.6509407771,13.3122141332
-16.6463260733,13.3122440844
-16.6417113583,13.3122739519
-16.6370966319,13.3123037357
-16.6324818943,13.3123334356
-16.6278671455,13.3123630519
-16.6232523864,13.3123925844
-16.6186376153,13.3124220331
-16.614022833,13.3124513981
-16.6094080396,13.3124806793
-16.6047932352,13.3125098767
-16.6001784197,13.3125389905
-16.5955635933,13.3125680204
-16.5909487568,13.3125969666
-16.5863339084,13.312625829
-16.5817190492,13.3126546077
-16.577104179,13.3126833026
-16.5724892981,13.3127119137
-16.5678744063,13.3127404411
-16.803186001,13.3066597684
-16.7985717739,13.3066924713
-16.7939575343,13.3067250905
-16.7893432825,13.306757626
-16.7847290183,13.3067900778
-16.7801147428,13.3068224459
-16.7755004542,13.3068547304
-16.7708861533,13.3068869311
-16.7662718403,13.3069190482
-16.7616575152,13.3069510816
-16.7570431779,13.3069830312
-16.7524288286,13.3070148972
-16.7478144682,13.3070466795
-16.7432000948,13.307078378
-16.7385857095,13.3071099929
-16.7339713122,13.3071415241
-16.7293569029,13.3071729716
-16.7247424819,13.3072043354
-16.7201280489,13.3072356155
-16.7155136051,13.3072668118
-16.7108991485,13.3072979245
-16.7062846802,13.3073289535
-16.7016702002,13.3073598987
-16.6970557085,13.3073907603
-16.6924412051,13.3074215381
-16.6878266901,13.3074522322
-16.6832121644,13.3074828427
-16.6785976262,13.3075133694
-16.6739830765,13.3075438124
-16.6693685153,13.3075741717
-16.6647539426,13.3076044472
-16.6601393584,13.3076346391
-16.6555247638,13.3076647472
-16.6509101569,13.3076947716
-16.6462955387,13.3077247123
-16.6416809091,13.3077545693
-16.6370662683,13.3077843426
-16.6324516162,13.3078140321
-16.6278369528,13.307843638
-16.6232222793,13.3078731601
-16.6186075936,13.3079025984
-16.6139928968,13.3079319531
-16.609378189,13.307961224
-16.60476347,13.3079904112
-16.6001487401,13.3080195147
-16.5955339991,13.3080485344
-16.5909192481,13.3080774704
-16.5863044853,13.3081063227
-16.5816897116,13.3081350913
-16.5770749269,13.3081637761
-16.5724601315,13.3081923772
-16.8031525725,13.3021407691
-16.7985384308,13.3021734605
-16.7939242767,13.3022060683
-16.7893101102,13.3022385923
-16.7846959315,13.3022710327
-16.7800817415,13.3023033895
-16.7754675383,13.3023356626
-16.7708533229,13.302367852
-16.7662390953,13.3023999577
-16.7616248556,13.3024319798
-16.7570106038,13.3024639183
-16.7523963399,13.302495773
-16.7477820649,13.3025275441
-16.7431677769,13.3025592316
-16.738553477,13.3025908353
-16.7339391652,13.3026223554
-16.7293248414,13.3026537919
-16.7247105058,13.3026851446
-16.7200961583,13.3027164137
-16.7154817999,13.3027475991
-16.7108674288,13.3027787008
-16.7062530459,13.3028097189
-16.7016386513,13.3028406532
-16.6970242451,13.3028715039
-16.6924098271,13.302902271
-16.6877953976,13.3029329543
-16.6831809573,13.302963554
-16.6785665046,13.3029940699
-16.6739520404,13.3030245022
-16.6693375646,13.3030548508
-16.6647230774,13.3030851158
-16.6601085787,13.303115297
-16.6554940696,13.3031453945
-16.6508795481,13.3031754084
-16.6462650153,13.3032053386
-16.6416504712,13.3032351851
-16.6370359158,13.3032649479
-16.6324213492,13.303294627
-16.6278067714,13.3033242224
-16.6231921833,13.3033537341
-16.6185775831,13.3033831621
-16.6139629718,13.3034125065
-16.6093483494,13.3034417671
-16.6047337159,13.303470944
-16.6001190714,13.3035000373
-16.595504416,13.3035290468
-16.5908897504,13.3035579726
-16.5862750731,13.3035868148
-16.5816603848,13.3036155732
-16.5770456857,13.303644248
-16.8031191564,13.2976217682
-16.7985051,13.2976544481
-16.7938910313,13.2976870443
-16.7892769503,13.297719557
-16.784662857,13.297751986
-16.7800487523,13.2977843313
-16.7754346345,13.297816593
-16.7708205045,13.2978487712
-16.7662063624,13.2978808656
-16.7615922081,13.2979128765
-16.7569780417,13.2979448037
-16.7523638632,13.2979766472
-16.7477496736,13.2980084071
-16.7431354711,13.2980400834
-16.7385212566,13.2980716761
-16.7339070301,13.2981031851
-16.7292927918,13.2981346104
-16.7246785415,13.2981659522
-16.7200642795,13.2981972102
-16.7154500065,13.2982283847
-16.7108357208,13.2982594755
-16.7062214234,13.2982904826
-16.7016071142,13.2983214061
-16.6969927933,13.2983522459
-16.6923784608,13.2983830021
-16.6877641167,13.2984136747
-16.6831497619,13.2984442636
-16.6785353946,13.2984747688
-16.6739210158,13.2985051904
-16.6693066254,13.2985355283
-16.6646922236,13.2985657826
-16.6600778104,13.2985959532
-16.6554633867,13.2986260402
-16.6508489507,13.2986560435
-16.6462345033,13.2986859632
-16.6416200446,13.2987157991
-16.6370055747,13.2987455515
-16.6323910935,13.2987752201
-16.6277766011,13.2988048051
-16.6231620984,13.2988343065
-16.6185475837,13.2988637241
-16.6139330578,13.2988930582
-16.6093185208,13.2989223085
-16.6047039728,13.2989514752
-16.6000894138,13.2989805582
-16.5954748437,13.2990095575
-16.5908602637,13.2990384732
-16.5862456717,13.2990673052
-16.5816310689,13.2990960535
-16.8030857527,13.2931027665
-16.7984717817,13.2931354348
-16.7938577983,13.2931680196
-16.7892438027,13.2932005208
-16.7846297947,13.2932329384
-16.7800157754,13.2932652724
-16.775401743,13.2932975228
-16.7707876984,13.2933296895
-16.7661736416,13.2933617727
-16.7615595727,13.2933937723
-16.7569454916,13.2934256883
-16.7523313985,13.2934575206
-16.7477172943,13.2934892694
-16.7431031772,13.2935209345
-16.738489048,13.293552516
-16.733874907,13.2935840139
-16.729260754,13.2936154282
-16.7246465892,13.2936467589
-16.7200324125,13.293678006
-16.7154182249,13.2937091695
-16.7108040246,13.2937402493
-16.7061898125,13.2937712456
-16.7015755888,13.2938021582
-16.6969613533,13.2938329872
-16.6923471062,13.2938637325
-16.6877328474,13.2938943943
-16.683118578,13.2939249724
-16.6785042961,13.2939554669
-16.6738900027,13.2939858778
-16.6692756977,13.2940162051
-16.6646613813,13.2940464487
-16.6600470535,13.2940766087
-16.6554327152,13.2941066851
-16.6508183645,13.2941366778
-16.6462040026,13.294166587
-16.6415896293,13.2941964124
-16.6369752448,13.2942261543
-16.632360849,13.2942558125
-16.627746442,13.2942853871
-16.6231320247,13.2943148781
-16.6185175954,13.2943442854
-16.6139031549,13.2943736091
-16.6092887034,13.2944028491
-16.6046742407,13.2944320055
-16.6000597671,13.2944610783
-16.5954452825,13.2944900674
-16.5908307878,13.2945189729
-16.5862162813,13.2945477948
-16.8076662346,13.2885510217
-16.8030523613,13.2885837621
-16.7984384757,13.288616419
-16.7938245777,13.2886489923
-16.7892106673,13.2886814821
-16.7845967447,13.2887138883
-16.7799828108,13.2887462109
-16.7753688637,13.2887784499
-16.7707549044,13.2888106053
-16.7661409329,13.2888426772
-16.7615269493,13.2888746655
-16.7569129537,13.2889065703
-16.7522989459,13.2889383914
-16.747684927,13.288970129
-16.7430708952,13.289001783
-16.7384568515,13.2890333534
-16.7338427958,13.2890648402
-16.7292287281,13.2890962435
-16.7246146486,13.2891275631
-16.7200005573,13.2891587992
-16.715386455,13.2891899517
-16.7107723401,13.2892210206
-16.7061582134,13.2892520059
-16.701544075,13.2892829077
-16.6969299249,13.2893137258
-16.6923157631,13.2893444604
-16.6877015897,13.2893751113
-16.6830874057,13.2894056787
-16.6784732091,13.2894361625
-16.6738590011,13.2894665626
-16.6692447815,13.2894968792
-16.6646305504,13.2895271122
-16.660016308,13.2895572616
-16.655402055,13.2895873274
-16.6507877898,13.2896173096
-16.6461735132,13.2896472082
-16.6415592253,13.2896770232
-16.6369449261,13.2897067546
-16.6323306157,13.2897364023
-16.627716294,13.2897659665
-16.6231019621,13.2897954471
-16.6184876182,13.2898248441
-16.6138732631,13.2898541574
-16.6092588969,13.2898833872
-16.6046445197,13.2899125333
-16.6000301314,13.2899415959
-16.5954157322,13.2899705748
-16.5908013229,13.2899994701
-16.5861869018,13.2900282818
-16.8076327703,13.2840320272
-16.8030189823,13.2840647561
-16.798405182,13.2840974015
-16.7937913693,13.2841299634
-16.7891775443,13.2841624417
-16.784563707,13.2841948364
-16.7799498583,13.2842271476
-16.7753359965,13.2842593753
-16.7707221226,13.2842915195
-16.7661082364,13.2843235801
-16.7614943381,13.2843555571
-16.7568804278,13.2843874506
-16.7522665053,13.2844192605
-16.7476525718,13.2844509869
-16.7430386253,13.2844826298
-16.7384246668,13.2845141891
-16.7338106964,13.2845456648
-16.7291967141,13.284577057
-16.7245827199,13.2846083657
-16.7199687139,13.2846395907
-16.715354697,13.2846707323
-16.7107406674,13.2847017902
-16.706126626,13.2847327646
-16.7015125729,13.2847636555
-16.6968985081,13.2847944628
-16.6922844317,13.2848251865
-16.6876703436,13.2848558267
-16.6830562449,13.2848863833
-16.6784421337,13.2849168563
-16.6738280109,13.2849472458
-16.6692138767,13.2849775517
-16.664599731,13.2850077741
-16.6599855739,13.2850379128
-16.6553714062,13.285067968
-16.6507572263,13.2850979397
-16.6461430351,13.2851278277
-16.6415288325,13.2851576322
-16.6369146187,13.2851873532
-16.6323003936,13.2852169905
-16.6276861573,13.2852465443
-16.6230719107,13.2852760145
-16.6184576521,13.2853054011
-16.6138433824,13.2853347041
-16.6092291016,13.2853639236
-16.6046148097,13.2853930595
-16.6000005068,13.2854221118
-16.5953861929,13.2854510805
-16.5907718689,13.2854799656
-16.8075993184,13.279513031
-16.8029856157,13.2795457484
-16.7983719007,13.2795783823
-16.7937581732,13.2796109327
-16.7891444335,13.2796433996
-16.7845306815,13.2796757829
-16.7799169181,13.2797080828
-16.7753031416,13.2797402991
-16.7706893529,13.2797724319
-16.766075552,13.2798044812
-16.761461739,13.279836447
-16.7568479139,13.2798683292
-16.7522340768,13.279900128
-16.7476202285,13.2799318432
-16.7430063673,13.2799634749
-16.7383924941,13.2799950231
-16.733778609,13.2800264878
-16.729164712,13.2800578689
-16.7245508031,13.2800891665
-16.7199368824,13.2801203806
-16.7153229507,13.2801515111
-16.7107090064,13.2801825582
-16.7060950503,13.2802135217
-16.7014810825,13.2802444016
-16.696867103,13.2802751981
-16.6922531119,13.280305911
-16.6876391091,13.2803365404
-16.6830250957,13.2803670862
-16.6784110698,13.2803975485
-16.6737970323,13.2804279273
-16.6691829834,13.2804582225
-16.664568923,13.2804884342
-16.6599548512,13.2805185624
-16.6553407688,13.280548607
-16.6507266742,13.2805785681
-16.6461125683,13.2806084456
-16.641498451,13.2806382396
-16.6368843225,13.2806679501
-16.6322701827,13.280697577
-16.6276560317,13.2807271203
-16.6230418705,13.2807565802
-16.6184276972,13.2807859564
-16.6138135127,13.2808152491
-16.6091993172,13.2808444583
-16.6045851107,13.2808735839
-16.5999708931,13.280902626
-16.5953566645,13.2809315845
-16.807565879,13.2749940332
-16.8029522615,13.2750267391
-16.7983386317,13.2750593614
-16.7937249895,13.2750919004
-16.789111335,13.2751243558
-16.7844976682,13.2751567277
-16.7798839901,13.2751890162
-16.7752702988,13.2752212212
-16.7706565954,13.2752533427
-16.7660428798,13.2752853807
-16.761429152,13.2753173352
-16.7568154122,13.2753492062
-16.7522016602,13.2753809938
-16.7475878972,13.2754126978
-16.7429741213,13.2754443184
-16.7383603334,13.2754758554
-16.7337465335,13.275507309
-16.7291327217,13.2755386791
-16.7245188981,13.2755699657
-16.7199050626,13.2756011688
-16.7152912163,13.2756322883
-16.7106773572,13.2756633244
-16.7060634864,13.275694277
-16.7014496038,13.2757251461
-16.6968357096,13.2757559317
-16.6922218037,13.2757866338
-16.6876078862,13.2758172524
-16.6829939581,13.2758477875
-16.6783800174,13.275878239
-16.6737660652,13.2759086071
-16.6691521016,13.2759388917
-16.6645381264,13.2759690927
-16.6599241398,13.2759992103
-16.6553101428,13.2760292443
-16.6506961335,13.2760591948
-16.6460821128,13.2760890618
-16.6414680808,13.2761188453
-16.6368540376,13.2761485453
-16.6322399831,13.2761781618
-16.6276259173,13.2762076947
-16.6230118414,13.2762371442
-16.6183977534,13.2762665101
-16.6137836542,13.2762957925
-16.609169544,13.2763249914
-16.6045554227,13.2763541067
-16.5999412904,13.2763831386
-16.8029189197,13.270507728
-16.7983053751,13.2705403389
-16.7936918181,13.2705728663
-16.7890782488,13.2706053103
-16.7844646672,13.2706376709
-16.7798510743,13.2706699479
-16.7752374683,13.2707021416
-16.77062385,13.2707342517
-16.7660102196,13.2707662785
-16.7613965771,13.2707982217
-16.7567829225,13.2708300815
-16.7521692558,13.2708618579
-16.747555578,13.2708935507
-16.7429418872,13.2709251601
-16.7383281845,13.2709566861
-16.7337144699,13.2709881286
-16.7291007434,13.2710194876
-16.724487005,13.2710507632
-16.7198732547,13.2710819553
-16.7152594936,13.2711130639
-16.7106457197,13.271144089
-16.7060319341,13.2711750307
-16.7014181368,13.2712058889
-16.6968043278,13.2712366637
-16.6921905072,13.2712673549
-16.6875766749,13.2712979627
-16.682962832,13.271328487
-16.6783489766,13.2713589279
-16.6737351096,13.2713892853
