lat,long
-16.6329678714,13.384643662
-16.6283517502,13.3846734448
-16.6237356189,13.3847031435
-16.6191194754,13.3847327579
-16.6145033208,13.3847622881
-16.609887155,13.3847917341
-16.6052709782,13.3848210958
-16.6006547904,13.3848503733
-16.5960385915,13.3848795666
-16.5914223826,13.3849086756
-16.5868061618,13.3849377005
-16.7944913339,13.3790292149
-16.7898757108,13.3790619335
-16.7852600754,13.379094568
-16.7806444287,13.3791271183
-16.7760287688,13.3791595844
-16.7714130967,13.3791919664
-16.7667974124,13.3792242642
-16.762181716,13.3792564779
-16.7575660074,13.3792886074
-16.7529502867,13.3793206527
-16.7483345549,13.3793526138
-16.7437188102,13.3793844908
-16.7391030534,13.3794162836
-16.7344872847,13.3794479923
-16.7298715041,13.3794796167
-16.7252557116,13.379511157
-16.7206399072,13.3795426132
-16.7160240918,13.3795739851
-16.7114082638,13.3796052729
-16.706792424,13.3796364765
-16.7021765724,13.3796675959
-16.6975607092,13.3796986312
-16.6929448342,13.3797295822
-16.6883289476,13.3797604491
-16.6837130504,13.3797912318
-16.6790971406,13.3798219303
-16.6744812192,13.3798525447
-16.6698652864,13.3798830748
-16.665249342,13.3799135208
-16.6606333862,13.3799438826
-16.6560174199,13.3799741602
-16.6514014413,13.3800043536
-16.6467854513,13.3800344628
-16.64216945,13.3800644878
-16.6375534374,13.3800944286
-16.6329374136,13.3801242853
-16.6283213785,13.3801540577
-16.6237053331,13.380183746
-16.6190892756,13.3802133501
-16.614473207,13.3802428699
-16.6098571273,13.3802723056
-16.6052410365,13.3803016571
-16.6006249347,13.3803309243
-16.5960088218,13.3803601074
-16.5913926989,13.3803892063
-16.5867765641,13.3804182209
-16.5821604185,13.3804471514
-16.7944578789,13.3745102197
-16.7898423417,13.3745429269
-16.7852267923,13.3745755499
-16.7806112315,13.3746080888
-16.7759956576,13.3746405436
-16.7713800714,13.3746729143
-16.7667644731,13.3747052008
-16.7621488625,13.3747374032
-16.7575332399,13.3747695214
-16.7529176052,13.3748015555
-16.7483019594,13.3748335055
-16.7436863006,13.3748653713
-16.7390706298,13.374897153
-16.734454947,13.3749288505
-16.7298392523,13.374960464
-16.7252235457,13.3749919932
-16.7206078273,13.3750234383
-16.7159920979,13.3750547993
-16.7113763558,13.3750860761
-16.706760602,13.3751172688
-16.7021448364,13.3751483774
-16.6975290591,13.3751794017
-16.6929132701,13.375210342
-16.6882974695,13.3752411981
-16.6836816582,13.37527197
-16.6790658343,13.3753026578
-16.674449999,13.3753332614
-16.6698341521,13.3753637809
-16.6652182937,13.3753942162
-16.6606024239,13.3754245673
-16.6559865435,13.3754548343
-16.6513706509,13.3754850172
-16.6467547469,13.3755151159
-16.6421388315,13.3755451304
-16.6375229049,13.3755750607
-16.632906967,13.3756049069
-16.6282910179,13.375634669
-16.6236750585,13.3756643468
-16.619059087,13.3756939405
-16.6144431044,13.3757234501
-16.6098271106,13.3757528754
-16.6052111058,13.3757822166
-16.60059509,13.3758114737
-16.5959790631,13.3758406465
-16.5913630262,13.3758697352
-16.5867469774,13.3758987397
-16.5821309177,13.3759276601
-16.5775148471,13.3759564963
-16.7944244362,13.3699912228
-16.789808985,13.3700239185
-16.7851935215,13.3700565302
-16.7805780466,13.3700890577
-16.7759625585,13.3701215011
-16.7713470583,13.3701538604
-16.7667315458,13.3701861356
-16.7621160213,13.3702183267
-16.7575004845,13.3702504337
-16.7528849357,13.3702824566
-16.7482693758,13.3703143954
-16.7436538029,13.3703462501
-16.739038218,13.3703780207
-16.7344226212,13.3704097071
-16.7298070124,13.3704413095
-16.7251913918,13.3704728277
-16.7205757593,13.3705042618
-16.7159601158,13.3705356118
-16.7113444597,13.3705668777
-16.7067287917,13.3705980595
-16.7021131121,13.3706291571
-16.6974974207,13.3706601706
-16.6928817176,13.3706911
-16.6882660029,13.3707219453
-16.6836502775,13.3707527065
-16.6790345396,13.3707833835
-16.6744187902,13.3708139764
-16.6698030292,13.3708444852
-16.6651872568,13.3708749099
-16.6605714729,13.3709052504
-16.6559556785,13.3709355068
-16.6513398718,13.3709656791
-16.6467240537,13.3709957672
-16.6421082243,13.3710257713
-16.6374923837,13.3710556911
-16.6328765317,13.3710855269
-16.6282606685,13.3711152785
-16.6236447951,13.371144946
-16.6190289095,13.3711745293
-16.6144130128,13.3712040285
-16.609797105,13.3712334436
-16.6051811862,13.3712627746
-16.6005652563,13.3712920213
-16.5959493153,13.371321184
-16.5913333644,13.3713502625
-16.5867174015,13.3713792569
-16.5821014278,13.3714081671
-16.5774854431,13.3714369932
-16.7990063589,13.3654394559
-16.7943910059,13.3654722242
-16.7897756406,13.3655049085
-16.7851602629,13.3655375087
-16.7805448739,13.3655700248
-16.7759294717,13.3656024569
-16.7713140574,13.3656348049
-16.7666986308,13.3656670688
-16.7620831921,13.3656992486
-16.7574677412,13.3657313444
-16.7528522783,13.3657633561
-16.7482368043,13.3657952837
-16.7436213173,13.3658271272
-16.7390058183,13.3658588867
-16.7343903073,13.365890562
-16.7297747845,13.3659221533
-16.7251592497,13.3659536605
-16.7205437031,13.3659850836
-16.7159281455,13.3660164226
-16.7113125752,13.3660476776
-16.7066969932,13.3660788484
-16.7020813994,13.3661099352
-16.6974657939,13.3661409378
-16.6928501768,13.3661718564
-16.688234548,13.3662026909
-16.6836189085,13.3662334413
-16.6790032565,13.3662641076
-16.674387593,13.3662946898
-16.6697719179,13.3663251879
-16.6651562314,13.3663556019
-16.6605405334,13.3663859318
-16.6559248249,13.3664161776
-16.6513091041,13.3664463393
-16.6466933719,13.366476417
-16.6420776284,13.3665064105
-16.6374618737,13.3665363199
-16.6328461076,13.3665661452
-16.6282303304,13.3665958864
-16.6236145428,13.3666255435
-16.6189987432,13.3666551165
-16.6143829324,13.3666846053
-16.6097671105,13.3667140101
-16.6051512776,13.3667433308
-16.6005354336,13.3667725673
-16.5959195786,13.3668017198
-16.5913037135,13.3668307881
-16.5866878366,13.3668597723
-16.5820719488,13.3668886724
-16.5774560501,13.3669174884
-16.5728401405,13.3669462203
-16.7989728551,13.360920467
-16.7943575879,13.3609532239
-16.7897423084,13.3609858968
-16.7851270166,13.3610184856
-16.7805117135,13.3610509903
-16.7758963971,13.361083411
-16.7712810686,13.3611157477
-16.7666657279,13.3611480003
-16.762050375,13.3611801689
-16.75743501,13.3612122534
-16.752819633,13.3612442538
-16.7482042448,13.3612761703
-16.7435888436,13.3613080026
-16.7389734305,13.361339751
-16.7343580054,13.3613714152
-16.7297425684,13.3614029954
-16.7251271195,13.3614344916
-16.7205116587,13.3614659037
-16.715896187,13.3614972318
-16.7112807026,13.3615284757
-16.7066652064,13.3615596357
-16.7020496985,13.3615907115
-16.6974341789,13.3616217034
-16.6928186476,13.3616526111
-16.6882031047,13.3616834348
-16.683587551,13.3617141744
-16.6789719849,13.36174483
-16.6743564072,13.3617754015
-16.6697408181,13.3618058889
-16.6651252174,13.3618362923
-16.6605096053,13.3618666115
-16.6558939827,13.3618968468
-16.6512783477,13.3619269979
-16.6466627014,13.361957065
-16.6420470438,13.361987048
-16.6374313749,13.3620169469
-16.6328156948,13.3620467618
-16.6282000034,13.3620764926
-16.6235843017,13.3621061393
-16.618968588,13.3621357019
-16.6143528631,13.3621651805
-16.6097371271,13.3621945749
-16.60512138,13.3622238853
-16.6005056219,13.3622531117
-16.5958898528,13.3622822539
-16.5912740736,13.362311312
-16.5866582826,13.3623402861
-16.5820424806,13.3623691761
-16.5774266678,13.362397982
-16.5728108441,13.3624267038
-16.7989393636,13.3564014775
-16.7943241823,13.3564342229
-16.7897089886,13.3564668842
-16.7850937826,13.3564994616
-16.7804785653,13.356531955
-16.7758633348,13.3565643643
-16.771248092,13.3565966897
-16.7666328371,13.356628931
-16.7620175701,13.3566610883
-16.7574022909,13.3566931616
-16.7527869997,13.3567251508
-16.7481716973,13.3567570561
-16.743556382,13.3567888773
-16.7389410547,13.3568206145
-16.7343257154,13.3568522677
-16.7297103642,13.3568838368
-16.7250950011,13.3569153219
-16.7204796262,13.356946723
-16.7158642403,13.3569780401
-16.7112488417,13.3570092731
-16.7066334314,13.3570404222
-16.7020180093,13.3570714871
-16.6974025755,13.3571024681
-16.6927871301,13.357133365
-16.688171673,13.3571641779
-16.6835562052,13.3571949068
-16.6789407249,13.3572255516
-16.674325233,13.3572561124
-16.6697097297,13.3572865891
-16.6650942149,13.3573169818
-16.6604786886,13.3573472905
-16.6558631518,13.3573775151
-16.6512476027,13.3574076557
-16.6466320423,13.3574377122
-16.6420164705,13.3574676848
-16.6374008875,13.3574975732
-16.6327852932,13.3575273776
-16.6281696876,13.357557098
-16.6235540718,13.3575867343
-16.6189384439,13.3576162866
