Date,LIS_ET
2015-01-01,0.5681496858596802
2015-01-02,0.5335052013397217
2015-01-03,0.4952062964439392
2015-01-04,0.503352165222168
2015-01-05,0.5489459037780762
2015-01-06,0.5206115245819092
2015-01-07,0.49209922552108765
2015-01-08,0.4599398374557495
2015-01-09,0.47060877084732056
2015-01-10,0.4007337689399719
2015-01-11,0.42389243841171265
2015-01-12,0.3769038915634155
2015-01-13,0.3738669753074646
2015-01-14,0.41111308336257935
2015-01-15,0.39659732580184937
2015-01-16,0.3794047236442566
2015-01-17,0.39687350392341614
2015-01-18,0.38372835516929626
2015-01-19,0.34774547815322876
2015-01-20,0.37279435992240906
2015-01-21,0.36482682824134827
2015-01-22,0.3446967303752899
2015-01-23,0.36490049958229065
2015-01-24,0.35923880338668823
2015-01-25,0.36902183294296265
2015-01-26,0.3662802577018738
2015-01-27,0.3624364733695984
2015-01-28,0.3574523329734802
2015-01-29,0.3458715081214905
2015-01-30,0.3477936387062073
2015-01-31,0.3373289704322815
2015-02-01,0.33292633295059204
2015-02-02,0.298836350440979
2015-02-03,0.3157743215560913
2015-02-04,0.3116776943206787
2015-02-05,0.309213787317276
2015-02-06,0.3014257550239563
2015-02-07,0.29061877727508545
2015-02-08,0.2608919143676758
2015-02-09,0.2949715852737427
2015-02-10,0.29037731885910034
2015-02-11,0.2874882221221924
2015-02-12,0.2822948098182678
2015-02-13,0.28048330545425415
2015-02-14,0.2853609323501587
2015-02-15,0.2778685986995697
2015-02-16,0.28393352031707764
2015-02-17,0.2618367075920105
2015-02-18,0.279263436794281
2015-02-19,0.28116875886917114
2015-02-20,0.263358473777771
2015-02-21,0.2706751823425293
2015-02-22,0.2750304341316223
2015-02-23,0.2696816921234131
2015-02-24,0.26451942324638367
2015-02-25,0.26531022787094116
2015-02-26,0.272788405418396
2015-02-27,0.2786109447479248
2015-02-28,0.27307140827178955
2015-03-01,0.2708812355995178
2015-03-02,0.26755380630493164
2015-03-03,0.26686006784439087
2015-03-04,0.25405773520469666
2015-03-05,0.21699225902557373
2015-03-06,0.24488189816474915
2015-03-07,0.23621533811092377
2015-03-08,0.24753910303115845
2015-03-09,0.24795976281166077
2015-03-10,0.24483025074005127
2015-03-11,0.2304987907409668
2015-03-12,0.23100721836090088
2015-03-13,0.22472572326660156
2015-03-14,0.2258000671863556
2015-03-15,0.1949257105588913
2015-03-16,0.20081374049186707
2015-03-17,0.22497884929180145
2015-03-18,0.17884646356105804
2015-03-19,0.3320368528366089
2015-03-20,0.24465236067771912
2015-03-21,0.25364288687705994
2015-03-22,0.24243950843811035
2015-03-23,0.23991289734840393
2015-03-24,0.2292090803384781
2015-03-25,0.21926023066043854
2015-03-26,0.21184712648391724
2015-03-27,0.1947774589061737
2015-03-28,0.18275588750839233
2015-03-29,0.20474407076835632
2015-03-30,0.2062114179134369
2015-03-31,0.19436593353748322
2015-04-01,0.18766143918037415
2015-04-02,0.17304545640945435
2015-04-03,0.16485917568206787
2015-04-04,0.1569480299949646
2015-04-05,0.14715686440467834
2015-04-06,0.15538963675498962
2015-04-07,0.15488126873970032
2015-04-08,0.14299368858337402
2015-04-09,0.1265074908733368
2015-04-10,0.13967135548591614
2015-04-11,0.12517628073692322
2015-04-12,0.12130047380924225
2015-04-13,0.12192358821630478
2015-04-14,0.1273128092288971
2015-04-15,0.11237125843763351
2015-04-16,0.12058589607477188
2015-04-17,0.11255171149969101
2015-04-18,0.12013418227434158
2015-04-19,0.11931179463863373
2015-04-20,0.10728530585765839
2015-04-21,0.11126871407032013
2015-04-22,0.10879120975732803
2015-04-23,0.10187916457653046
2015-04-24,0.09306000173091888
2015-04-25,0.11079994589090347
2015-04-26,0.1088947057723999
2015-04-27,0.11054092645645142
2015-04-28,0.10386882722377777
2015-04-29,0.10600583255290985
2015-04-30,0.09734123945236206
2015-05-01,0.09846790134906769
2015-05-02,0.10385745763778687
2015-05-03,0.09935671091079712
2015-05-04,0.0964125394821167
2015-05-05,0.08985564112663269
2015-05-06,0.12275522202253342
2015-05-07,0.11000514030456543
2015-05-08,0.09851541370153427
2015-05-09,0.11049959063529968
2015-05-10,0.11027862876653671
2015-05-11,0.10320638120174408
2015-05-12,0.10048110783100128
2015-05-13,0.09836404025554657
2015-05-14,0.10013645887374878
2015-05-15,0.09704704582691193
2015-05-16,0.09989820420742035
2015-05-17,0.09824727475643158
2015-05-18,0.10587206482887268
2015-05-19,0.10721351206302643
2015-05-20,0.10556855797767639
2015-05-21,0.10910193622112274
2015-05-22,0.10907949507236481
2015-05-23,0.12231443077325821
2015-05-24,0.11576028168201447
2015-05-25,0.12244980037212372
2015-05-26,0.12001769244670868
2015-05-27,0.12240266799926758
2015-05-28,0.12173193693161011
2015-05-29,0.1108797937631607
2015-05-30,0.10429573059082031
2015-05-31,0.1081903874874115
2015-06-01,0.11832162737846375
2015-06-02,0.1543150395154953
2015-06-03,0.15255169570446014
2015-06-04,0.14861123263835907
2015-06-05,0.1528559774160385
2015-06-06,0.14518322050571442
2015-06-07,0.1500936895608902
2015-06-08,0.1451283097267151
2015-06-09,0.15380647778511047
2015-06-10,0.3614617586135864
2015-06-11,0.19157734513282776
2015-06-12,0.21593077480793
2015-06-13,0.2204303741455078
2015-06-14,0.2101946473121643
2015-06-15,0.22085848450660706
2015-06-16,0.8086981773376465
2015-06-17,0.4466034173965454
2015-06-18,0.46130460500717163
2015-06-19,0.46505022048950195
2015-06-20,0.6307312250137329
2015-06-21,2.559767723083496
2015-06-22,1.6143701076507568
2015-06-23,1.3347125053405762
2015-06-24,1.2286678552627563
2015-06-25,1.014521837234497
2015-06-26,0.9865767955780029
2015-06-27,0.9273548126220703
2015-06-28,0.8665677309036255
2015-06-29,0.9601051807403564
2015-06-30,0.022354833781719208
2015-07-01,2.8107972145080566
2015-07-02,2.1277520656585693
2015-07-03,1.786560297012329
2015-07-04,1.7264018058776855
2015-07-05,1.4701464176177979
2015-07-06,1.1338258981704712
2015-07-07,1.1120028495788574
2015-07-08,1.7780226469039917
2015-07-09,1.6884537935256958
2015-07-10,1.9194567203521729
2015-07-11,2.867791175842285
2015-07-12,2.886996269226074
2015-07-13,2.6880621910095215
2015-07-14,2.8266730308532715
2015-07-15,3.8363590240478516
2015-07-16,3.6376326084136963
2015-07-17,2.9706294536590576
2015-07-18,2.860379934310913
2015-07-19,4.164018630981445
2015-07-20,4.0485758781433105
2015-07-21,3.7475247383117676
2015-07-22,3.874070644378662
2015-07-23,3.4432358741760254
2015-07-24,2.7546586990356445
2015-07-25,4.3325042724609375
2015-07-26,3.8657631874084473
2015-07-27,3.743053436279297
2015-07-28,3.7910354137420654
2015-07-29,3.333402395248413
2015-07-30,4.211783409118652
2015-07-31,4.16099214553833
2015-08-01,3.9004924297332764
2015-08-02,3.773632526397705
2015-08-03,3.777595043182373
2015-08-04,4.290102958679199
2015-08-05,4.58408260345459
2015-08-06,4.562742233276367
2015-08-07,3.346823215484619
2015-08-08,3.696141481399536
2015-08-09,3.8312339782714844
2015-08-10,4.840312957763672
2015-08-11,4.688898086547852
2015-08-12,1.7400882244110107
2015-08-13,5.2072248458862305
2015-08-14,5.002111434936523
2015-08-15,5.362478256225586
2015-08-16,5.220959663391113
2015-08-17,2.380462646484375
2015-08-18,5.385425090789795
2015-08-19,5.3159637451171875
2015-08-20,4.558767318725586
2015-08-21,4.360235214233398
2015-08-22,6.228847980499268
2015-08-23,5.4660491943359375
2015-08-24,6.0638227462768555
2015-08-25,6.171891212463379
2015-08-26,6.543259620666504
2015-08-27,6.2212958335876465
2015-08-28,5.933018684387207
2015-08-29,4.999591827392578
2015-08-30,4.900388717651367
2015-08-31,5.342005729675293
2015-09-01,3.591266632080078
2015-09-02,3.657160758972168
2015-09-03,5.171815872192383
2015-09-04,6.321565628051758
2015-09-05,5.916159152984619
2015-09-06,2.7522077560424805
2015-09-07,5.219024658203125
2015-09-08,2.586721897125244
2015-09-09,5.810227394104004
2015-09-10,5.1710100173950195
2015-09-11,6.2998456954956055
2015-09-12,5.8046722412109375
2015-09-13,6.418362617492676
2015-09-14,6.232414245605469
2015-09-15,5.867216110229492
2015-09-16,5.097617149353027
2015-09-17,6.141352653503418
2015-09-18,6.398172378540039
2015-09-19,6.162002086639404
2015-09-20,5.2976202964782715
2015-09-21,5.53664493560791
2015-09-22,5.025815963745117
2015-09-23,4.950728893280029
2015-09-24,5.4645094871521
2015-09-25,5.454017162322998
2015-09-26,5.6598310470581055
2015-09-27,5.8800272941589355
2015-09-28,4.654362201690674
2015-09-29,5.069160461425781
2015-09-30,2.770036220550537
2015-10-01,4.698686599731445
2015-10-02,5.730390548706055
2015-10-03,5.507821083068848
2015-10-04,5.830358505249023
2015-10-05,5.4804229736328125
2015-10-06,4.055936813354492
2015-10-07,2.6080410480499268
2015-10-08,4.887111186981201
2015-10-09,4.111531734466553
2015-10-10,5.148113250732422
2015-10-11,5.075222015380859
2015-10-12,4.650804042816162
2015-10-13,3.9141063690185547
2015-10-14,4.613165855407715
2015-10-15,4.2463297843933105
2015-10-16,4.477085113525391
2015-10-17,4.387585163116455
2015-10-18,4.570194244384766
2015-10-19,4.42735481262207
2015-10-20,3.7978904247283936
2015-10-21,4.187359809875488
2015-10-22,4.384226322174072
2015-10-23,4.573483467102051
2015-10-24,4.495501518249512
2015-10-25,4.481285095214844
2015-10-26,4.369465351104736
2015-10-27,3.812828540802002
2015-10-28,4.071527481079102
2015-10-29,3.9061949253082275
2015-10-30,3.65207576751709
2015-10-31,3.7522778511047363
2015-11-01,3.698826551437378
2015-11-02,2.7321786880493164
2015-11-03,3.3460853099823
2015-11-04,3.279313087463379
2015-11-05,3.336973190307617
2015-11-06,3.125107526779175
2015-11-07,2.972987413406372
2015-11-08,2.8546266555786133
2015-11-09,2.8801493644714355
2015-11-10,2.7374534606933594
2015-11-11,2.778470993041992
2015-11-12,2.4111156463623047
2015-11-13,2.4703898429870605
2015-11-14,2.642827272415161
2015-11-15,2.6431615352630615
2015-11-16,2.5894882678985596
2015-11-17,2.4947619438171387
2015-11-18,2.2575788497924805
2015-11-19,2.312267780303955
2015-11-20,2.335758924484253
2015-11-21,2.1323909759521484
2015-11-22,1.892055869102478
2015-11-23,1.9855616092681885
2015-11-24,1.9232187271118164
2015-11-25,1.9646904468536377
2015-11-26,1.906630277633667
2015-11-27,1.7517064809799194
2015-11-28,1.7461998462677002
2015-11-29,1.7166204452514648
2015-11-30,1.7176951169967651
2015-12-01,1.6926883459091187
2015-12-02,1.5436451435089111
2015-12-03,1.5091862678527832
2015-12-04,1.4575011730194092
2015-12-05,1.45637845993042
2015-12-06,1.3223237991333008
2015-12-07,1.2617554664611816
2015-12-08,1.2416423559188843
2015-12-09,1.2318024635314941
2015-12-10,1.163905382156372
2015-12-11,0.8589133620262146
2015-12-12,1.0572630167007446
2015-12-13,0.9992841482162476
2015-12-14,0.888319730758667
2015-12-15,0.9100841283798218
2015-12-16,1.0147441625595093
2015-12-17,1.0075852870941162
2015-12-18,0.9531750679016113
2015-12-19,0.9279713034629822
2015-12-20,0.8988193869590759
2015-12-21,0.8393007516860962
2015-12-22,0.8272801637649536
2015-12-23,0.8192020058631897
2015-12-24,0.8065831065177917
2015-12-25,0.8317342400550842
2015-12-26,0.7819032669067383
2015-12-27,0.6098402738571167
2015-12-28,1.011512279510498
2015-12-29,1.0037367343902588
2015-12-30,0.9018752574920654
2015-12-31,0.8532097935676575
2016-01-01,0.855315089225769
2016-01-02,0.6930662393569946
2016-01-03,0.6071444749832153
2016-01-04,0.5677586793899536
2016-01-05,0.7155817747116089
2016-01-06,0.6986181735992432
2016-01-07,0.7015478610992432
2016-01-08,0.6846333742141724
2016-01-09,0.6792477369308472
2016-01-10,0.6782569289207458
2016-01-11,0.6493591070175171
2016-01-12,0.6160708665847778
2016-01-13,0.5875065326690674
2016-01-14,0.590612530708313
2016-01-15,0.5719672441482544
2016-01-16,0.5904596447944641
2016-01-17,0.5970796346664429
2016-01-18,0.5600376129150391
2016-01-19,0.5562459230422974
2016-01-20,0.5505699515342712
2016-01-21,0.5053351521492004
2016-01-22,0.5372893214225769
2016-01-23,0.5397049784660339
2016-01-24,0.5502400398254395
2016-01-25,0.5229669809341431
2016-01-26,0.5069190263748169
2016-01-27,0.4167749285697937
2016-01-28,0.5970196723937988
2016-01-29,0.527820348739624
2016-01-30,0.5380370616912842
2016-01-31,0.5295194983482361
2016-02-01,0.5165127515792847
2016-02-02,0.50963294506073
2016-02-03,0.5000845789909363
2016-02-04,0.4727129638195038
2016-02-05,0.45067083835601807
2016-02-06,0.4504980444908142
2016-02-07,0.4555949568748474
2016-02-08,0.46047407388687134
2016-02-09,0.4486616849899292
2016-02-10,0.4013032019138336
2016-02-11,0.41532066464424133
2016-02-12,0.43367406725883484
2016-02-13,0.4231199622154236
2016-02-14,0.41361427307128906
2016-02-15,0.4074309766292572
2016-02-16,0.3986744284629822
2016-02-17,0.4139244258403778
2016-02-18,0.4012542963027954
2016-02-19,0.41188207268714905
2016-02-20,0.349857896566391
2016-02-21,0.397610604763031
2016-02-22,0.39377132058143616
2016-02-23,0.3894956707954407
2016-02-24,0.3650873303413391
2016-02-25,0.3616599440574646
2016-02-26,0.35318008065223694
2016-02-27,0.34591394662857056
2016-02-28,0.3837764859199524
2016-02-29,0.38383376598358154
2016-03-01,0.3566771149635315
2016-03-02,0.36087876558303833
2016-03-03,0.3754459619522095
2016-03-04,0.3558987081050873
2016-03-05,0.34874483942985535
2016-03-06,0.3589048385620117
2016-03-07,0.3529391884803772
2016-03-08,0.3588681221008301
2016-03-09,0.3501453101634979
2016-03-10,0.3610846996307373
2016-03-11,0.3690579831600189
2016-03-12,0.36205893754959106
2016-03-13,0.36313682794570923
2016-03-14,0.35200440883636475
2016-03-15,0.3322675824165344
2016-03-16,0.32035285234451294
2016-03-17,0.3253399133682251
2016-03-18,0.3152965307235718
2016-03-19,0.2977330684661865
2016-03-20,0.2695944607257843
2016-03-21,0.28227925300598145
2016-03-22,0.2813775837421417
2016-03-23,0.295708030462265
2016-03-24,0.30663037300109863
2016-03-25,0.3159482181072235
2016-03-26,0.28412020206451416
2016-03-27,0.28016942739486694
2016-03-28,0.2529052495956421
2016-03-29,0.21901839971542358
2016-03-30,0.2608410120010376
2016-03-31,0.2471873164176941
2016-04-01,0.24946431815624237
2016-04-02,0.23740649223327637
2016-04-03,0.23822535574436188
2016-04-04,0.2186811864376068
2016-04-05,0.21137133240699768
2016-04-06,0.2249765545129776
2016-04-07,0.22020608186721802
2016-04-08,0.21013008058071136
2016-04-09,0.20562559366226196
2016-04-10,0.19032439589500427
2016-04-11,0.17922310531139374
2016-04-12,0.17413321137428284
2016-04-13,0.16931870579719543
2016-04-14,0.15723773837089539
2016-04-15,0.15367203950881958
2016-04-16,0.16767212748527527
2016-04-17,0.15301337838172913
2016-04-18,0.15707041323184967
2016-04-19,0.15761618316173553
2016-04-20,0.13378605246543884
2016-04-21,0.14590486884117126
2016-04-22,0.12448810786008835
2016-04-23,0.1591784954071045
2016-04-24,0.16794124245643616
2016-04-25,0.15678369998931885
2016-04-26,0.1482279896736145
2016-04-27,0.14395025372505188
2016-04-28,0.15487152338027954
2016-04-29,0.14845994114875793
2016-04-30,0.1433631032705307
2016-05-01,0.1309693306684494
2016-05-02,0.1131460964679718
2016-05-03,0.14457592368125916
2016-05-04,0.12720833718776703
2016-05-05,0.14098310470581055
2016-05-06,0.20759950578212738
2016-05-07,0.16907790303230286
2016-05-08,0.174607515335083
2016-05-09,0.152910977602005
2016-05-10,0.16376237571239471
2016-05-11,0.1530953347682953
2016-05-12,0.1468760073184967
2016-05-13,0.14881937205791473
