Date,LIS_Baseflow,LIS_Runoff
2015-01-01,0.11982908844947815,2.4532484985684277e-06
2015-01-02,0.11882281303405762,1.7622153336560586e-07
2015-01-03,0.11784204840660095,1.1172207905474352e-06
2015-01-04,0.1168854832649231,5.796473487862386e-06
2015-01-05,0.11595267057418823,2.379855686740484e-06
2015-01-06,0.11504292488098145,2.449602964915698e-09
2015-01-07,0.11415459215641022,1.7273682928475864e-08
2015-01-08,0.11328651010990143,1.8081824038063132e-08
2015-01-09,0.11243671178817749,8.558973974004402e-09
2015-01-10,0.11160503327846527,4.055116065160291e-08
2015-01-11,0.11079004406929016,6.527254299726337e-06
2015-01-12,0.10999132692813873,9.186400973248965e-09
2015-01-13,0.10920792073011398,2.7478019859472624e-09
2015-01-14,0.10843965411186218,3.298377393434748e-08
2015-01-15,0.1076861098408699,2.849033648999466e-07
2015-01-16,0.10694729536771774,5.505814897333039e-07
2015-01-17,0.10622228682041168,0.0
2015-01-18,0.10551056265830994,0.0
2015-01-19,0.10481187701225281,7.45861507311929e-06
2015-01-20,0.10412558168172836,1.9431018927207333e-07
2015-01-21,0.10345109552145004,4.3673813365785463e-07
2015-01-22,0.10278776288032532,4.523776442511007e-05
2015-01-23,0.10213524103164673,1.6639911336824298e-05
2015-01-24,0.10149303078651428,5.499467988556717e-06
2015-01-25,0.10086148977279663,1.1155610991409048e-05
2015-01-26,0.10023941099643707,5.129097189637832e-06
2015-01-27,0.09962741285562515,1.902035592138418e-06
2015-01-28,0.099024698138237,2.4448183921776945e-06
2015-01-29,0.09843078255653381,7.829812602722086e-06
2015-01-30,0.09784609079360962,2.4729906726861373e-06
2015-01-31,0.09726938605308533,4.948483400823989e-09
2015-02-01,0.09670081734657288,7.498852937715128e-06
2015-02-02,0.09614044427871704,0.00027471926296129823
2015-02-03,0.09558741003274918,1.1944733842028654e-06
2015-02-04,0.09504163265228271,7.911639841040596e-06
2015-02-05,0.09450297057628632,3.320962150610285e-06
2015-02-06,0.09397140890359879,2.079469049931504e-05
2015-02-07,0.09344683587551117,3.1697190934210084e-06
2015-02-08,0.09292887151241302,2.2380847894964973e-06
2015-02-09,0.09241725504398346,2.984795628435677e-06
2015-02-10,0.09191186726093292,1.4719726095790975e-06
2015-02-11,0.09141258895397186,9.114115755437524e-07
2015-02-12,0.09091926366090775,1.5876331644903985e-06
2015-02-13,0.09043164551258087,2.0288783275645983e-07
2015-02-14,0.08994926512241364,2.87282682620571e-06
2015-02-15,0.08947248756885529,3.013214677771714e-10
2015-02-16,0.08900123089551926,1.0832924317583092e-06
2015-02-17,0.08853541314601898,5.926437734160572e-05
2015-02-18,0.0880749523639679,4.203965090709971e-06
2015-02-19,0.08761970698833466,1.172359407064505e-05
2015-02-20,0.08716937899589539,1.2247047379787546e-05
2015-02-21,0.08672407269477844,0.0
2015-02-22,0.08628357946872711,0.0
2015-02-23,0.08584783971309662,1.1434603486293327e-08
2015-02-24,0.08541668951511383,3.9718228705964975e-09
2015-02-25,0.0849902331829071,6.829080234638241e-07
2015-02-26,0.08456851541996002,0.0
2015-02-27,0.08415108919143677,1.647432235074575e-08
2015-02-28,0.08373786509037018,1.3139489496438728e-08
2015-03-01,0.08332908153533936,0.0
2015-03-02,0.08292471617460251,0.0
