Date,LIS_Baseflow,LIS_Runoff
2015-01-01,0.02339257299900055,1.282567829719028e-09
2015-01-02,0.023097626864910126,2.5918916790601543e-08
2015-01-03,0.02281498722732067,6.22914194536861e-06
2015-01-04,0.022540370002388954,9.478070751356427e-06
2015-01-05,0.02226134017109871,1.1370964330126299e-06
2015-01-06,0.021982872858643532,3.682054483533648e-08
2015-01-07,0.021712837740778923,2.7000275792943285e-08
2015-01-08,0.0214520450681448,8.150714165822137e-07
2015-01-09,0.021197017282247543,8.14777897928387e-11
2015-01-10,0.020950302481651306,1.0816152951065305e-07
2015-01-11,0.02071331813931465,4.0021348013397073e-07
2015-01-12,0.020479056984186172,2.5129898162390418e-08
2015-01-13,0.020255155861377716,2.6980371062301778e-11
2015-01-14,0.0200288537889719,0.0
2015-01-15,0.01980186253786087,4.830120331478227e-11
2015-01-16,0.01958227902650833,7.188679091996164e-07
2015-01-17,0.019368164241313934,4.7171497818965236e-09
2015-01-18,0.019153552129864693,4.808653475407709e-10
2015-01-19,0.018947800621390343,0.0
2015-01-20,0.018746335059404373,2.2282957701236228e-09
2015-01-21,0.018544215708971024,0.0
2015-01-22,0.018347153440117836,1.6812247594089058e-08
2015-01-23,0.018154030665755272,1.1709383462843448e-12
2015-01-24,0.0179625004529953,8.947728780128728e-09
2015-01-25,0.017772845923900604,6.2325145044894725e-09
2015-01-26,0.017584890127182007,8.078205659955984e-09
2015-01-27,0.017398767173290253,0.0
2015-01-28,0.017215589061379433,0.0
2015-01-29,0.01703742705285549,3.4730032183460935e-09
2015-01-30,0.0168625395745039,2.9839411497256663e-10
2015-01-31,0.016691608354449272,2.1912743619623143e-08
2015-02-01,0.0165246594697237,1.1147117220389191e-06
2015-02-02,0.016362648457288742,5.027502538723638e-06
2015-02-03,0.016206415370106697,8.056593969740788e-07
2015-02-04,0.016049671918153763,0.0
2015-02-05,0.015895724296569824,4.926621386402985e-07
2015-02-06,0.015745703130960464,7.713829575095588e-08
2015-02-07,0.015600550919771194,1.22756802056756e-07
2015-02-08,0.015461299568414688,1.868622444278767e-11
2015-02-09,0.015323239378631115,0.0
2015-02-10,0.015181717462837696,0.0
2015-02-11,0.015042463317513466,0.0
2015-02-12,0.014906564727425575,5.464378949326942e-12
2015-02-13,0.014771653339266777,0.0
2015-02-14,0.014636820182204247,6.688400056020782e-09
2015-02-15,0.014504845254123211,2.8677058949710954e-08
2015-02-16,0.01437455415725708,2.2199039828585398e-10
2015-02-17,0.014246305450797081,1.2466590426640778e-08
2015-02-18,0.01412036083638668,5.727473535444005e-07
2015-02-19,0.013993759639561176,0.0
2015-02-20,0.013868558220565319,6.552758350153454e-06
2015-02-21,0.013745494186878204,0.0
2015-02-22,0.013622709549963474,0.0
2015-02-23,0.013501156121492386,0.0
2015-02-24,0.01338302344083786,0.0
2015-02-25,0.013267251662909985,0.0
2015-02-26,0.01315111294388771,0.0
2015-02-27,0.013034028932452202,0.0
2015-02-28,0.012918123044073582,0.0
2015-03-01,0.012804200872778893,0.0
2015-03-02,0.012691888026893139,0.0
2015-03-03,0.01258164830505848,0.0
2015-03-04,0.012473946437239647,0.0
2015-03-05,0.012371109798550606,0.0
2015-03-06,0.012270293198525906,5.0935818063369e-11
2015-03-07,0.01216955203562975,0.0
2015-03-08,0.012069552205502987,1.2802259252708836e-10
2015-03-09,0.011968880891799927,2.755608241589158e-10
2015-03-10,0.011869024485349655,2.978867152947373e-09
2015-03-11,0.011771203018724918,0.0
2015-03-12,0.011676345951855183,0.0
2015-03-13,0.011582725681364536,4.87890977618477e-14
2015-03-14,0.011491205543279648,1.700655332115275e-07
2015-03-15,0.011401764117181301,1.0961740599668701e-06
2015-03-16,0.011314827017486095,2.2794266030246035e-08
2015-03-17,0.011227934621274471,3.043778269784525e-05
2015-03-18,0.011144403368234634,0.00012662977678701282
2015-03-19,0.011064083315432072,0.0016369096701964736
2015-03-20,0.010979073122143745,0.0
2015-03-21,0.010893640108406544,1.2134824700638092e-08
2015-03-22,0.010808437131345272,0.0
2015-03-23,0.010724673978984356,0.0
2015-03-24,0.010642101056873798,0.0
2015-03-25,0.010561357252299786,0.0
2015-03-26,0.010483421385288239,0.0
2015-03-27,0.010408052243292332,0.0
2015-03-28,0.010335616767406464,0.0
2015-03-29,0.01026310957968235,0.0
2015-03-30,0.010188965126872063,0.0
2015-03-31,0.01011617761105299,0.0
2015-04-01,0.010045234113931656,0.0
2015-04-02,0.009976306930184364,0.0
2015-04-03,0.009909860789775848,0.0
2015-04-04,0.009844902902841568,3.422262473407045e-09
2015-04-05,0.009781832806766033,0.0
2015-04-06,0.009719613008201122,0.0
2015-04-07,0.009656758047640324,0.0
2015-04-08,0.00959491916000843,0.0
2015-04-09,0.009535548277199268,2.532848384362296e-06
2015-04-10,0.009476814419031143,0.0
2015-04-11,0.009418974630534649,0.0
2015-04-12,0.009362515062093735,0.0
2015-04-13,0.009307083673775196,0.0
2015-04-14,0.009251570329070091,0.0
2015-04-15,0.00919677596539259,0.0
2015-04-16,0.009142769500613213,0.0
2015-04-17,0.009089711122214794,0.0
2015-04-18,0.00903739221394062,0.0
2015-04-19,0.00898476131260395,0.0
2015-04-20,0.008933575823903084,0.0
2015-04-21,0.008883699774742126,0.0
2015-04-22,0.008833831176161766,1.2655501535618896e-08
2015-04-23,0.008784998208284378,0.0
2015-04-24,0.008737283758819103,0.0
2015-04-25,0.008689671754837036,0.0
2015-04-26,0.008641595020890236,0.0
2015-04-27,0.008593786507844925,0.0
2015-04-28,0.008546295575797558,0.0
2015-04-29,0.008499667048454285,0.0
2015-04-30,0.008454184979200363,5.907774269786614e-09
2015-05-01,0.008409678936004639,0.0
2015-05-02,0.008365311659872532,0.0
2015-05-03,0.00832093134522438,1.4744205145689193e-06
2015-05-04,0.008277513086795807,4.926412657368928e-05
2015-05-05,0.008235260844230652,0.00010954096796922386
2015-05-06,0.00819304957985878,2.9819896552041314e-10
2015-05-07,0.00815038662403822,5.920264278813647e-09
2015-05-08,0.008108904585242271,0.0
2015-05-09,0.008068055845797062,0.0
2015-05-10,0.008026808500289917,2.732189474663471e-12
2015-05-11,0.007986078038811684,0.0
2015-05-12,0.00794623326510191,0.0
2015-05-13,0.007906962186098099,0.0
2015-05-14,0.007868018932640553,0.0
2015-05-15,0.007829304784536362,6.351169368201681e-09
2015-05-16,0.007791358511894941,0.0
2015-05-17,0.0077535128220915794,0.0
2015-05-18,0.007715526502579451,2.1432953190014814e-08
2015-05-19,0.007677034474909306,0.0
2015-05-20,0.0076383864507079124,0.0
2015-05-21,0.007599666714668274,0.0
2015-05-22,0.0075608822517097,1.2517163668235298e-05
2015-05-23,0.007522151805460453,8.452223028143635e-07
2015-05-24,0.007483199704438448,0.0
2015-05-25,0.00744449719786644,0.0
2015-05-26,0.00740559259429574,0.0
2015-05-27,0.007366933859884739,0.0
2015-05-28,0.00732825743034482,0.0
2015-05-29,0.007290080655366182,0.0
2015-05-30,0.0072527434676885605,0.0
2015-05-31,0.007215462159365416,9.661165677243844e-06
2015-06-01,0.0071783242747187614,0.0
2015-06-02,0.007140337489545345,3.7470027081099033e-11
2015-06-03,0.007101294118911028,0.0
2015-06-04,0.007062085438519716,0.0
2015-06-05,0.007022712845355272,0.0
2015-06-06,0.006983152125030756,0.0
2015-06-07,0.006943951360881329,0.0
2015-06-08,0.006905335932970047,0.0
2015-06-09,0.006866625510156155,0.004291837103664875
2015-06-10,0.006831206381320953,0.17752617597579956
2015-06-11,0.006795782595872879,0.0003476963029243052
2015-06-12,0.006757255643606186,0.0
2015-06-13,0.006718100514262915,0.0
2015-06-14,0.006679014768451452,1.3114508590206242e-08
2015-06-15,0.006639864295721054,0.0
2015-06-16,0.006603534333407879,0.13189174234867096
2015-06-17,0.006565224379301071,0.0003842402365989983
2015-06-18,0.006521707400679588,1.951563910473908e-13
2015-06-19,0.006476361770182848,0.0
2015-06-20,0.006429102271795273,0.6721820831298828
2015-06-21,0.006387221626937389,0.0
2015-06-22,0.006343824788928032,4.432704372447915e-06
2015-06-23,0.00629555294290185,2.4024504909903044e-06
2015-06-24,0.006245788186788559,0.0
2015-06-25,0.006194181274622679,5.55805401702969e-10
2015-06-26,0.006142804864794016,0.0
2015-06-27,0.006089632399380207,0.0
2015-06-28,0.006036129780113697,0.0
2015-06-29,0.005982958246022463,0.05481862276792526
2015-06-30,0.00012309118756093085,3.707034750277671e-07
2015-07-01,0.0058930739760398865,2.5906033515930176
2015-07-02,0.0058553870767354965,3.1225022567582528e-12
2015-07-03,0.005812055431306362,1.455515121051576e-05
2015-07-04,0.005765989422798157,0.0
2015-07-05,0.005717559717595577,0.0
2015-07-06,0.00566965714097023,4.121553502045572e-06
2015-07-07,0.005625186022371054,0.003084509400650859
2015-07-08,0.005583610851317644,0.9109137654304504
2015-07-09,0.005553468130528927,2.0389747619628906
2015-07-10,0.005528437439352274,0.003597544739022851
2015-07-11,0.005500876344740391,0.0012443829327821732
2015-07-12,0.005471900105476379,0.003480861196294427
2015-07-13,0.0054441834799945354,9.996503649745136e-06
2015-07-14,0.005414627492427826,0.008786637336015701
2015-07-15,0.005390926264226437,0.6118085384368896
2015-07-16,0.00537162646651268,0.0
2015-07-17,0.005349620245397091,6.075140390748857e-08
2015-07-18,0.005327271297574043,4.496603196457727e-06
2015-07-19,0.00531219644472003,3.175158977508545
2015-07-20,0.005308179650455713,0.0
2015-07-21,0.005304782185703516,0.0
2015-07-22,0.00530121847987175,0.0006752198096364737
2015-07-23,0.0052933720871806145,1.4357265598619051e-08
2015-07-24,0.005280449986457825,5.553557684834232e-07
2015-07-25,0.005267319269478321,0.7752190828323364
2015-07-26,0.0052621206268668175,0.0
2015-07-27,0.005254975985735655,0.009980435483157635
2015-07-28,0.005252091679722071,0.0007066672551445663
2015-07-29,0.005241343751549721,0.004544282332062721
2015-07-30,0.005232452414929867,0.06354553252458572
2015-07-31,0.0052162460051476955,0.00025345731410197914
2015-08-01,0.005193897522985935,0.08666194975376129
2015-08-02,0.005179114639759064,0.24898351728916168
2015-08-03,0.005163602996617556,0.0001502724044257775
2015-08-04,0.005147641524672508,0.18386738002300262
2015-08-05,0.005130375735461712,0.02040443941950798
2015-08-06,0.005104880779981613,0.0
2015-08-07,0.005078645423054695,3.480853138171369e-06
2015-08-08,0.005052977241575718,0.0004393185081426054
2015-08-09,0.005027970764786005,0.0945596843957901
2015-08-10,0.005006581079214811,5.6690572819206864e-05
2015-08-11,0.0049741072580218315,0.0005272761918604374
2015-08-12,0.0049478234723210335,2.8531060218811035
2015-08-13,0.004940955433994532,0.0005235857679508626
2015-08-14,0.004953655879944563,2.6051270961761475
2015-08-15,0.005028483457863331,0.394736111164093
2015-08-16,0.005202363710850477,1.7202623894263525e-06
2015-08-17,0.005504680331796408,1.9338626861572266
2015-08-18,0.006298840045928955,0.03319463133811951
2015-08-19,0.00743409339338541,0.4489343762397766
2015-08-20,0.008691512048244476,0.05180300027132034
2015-08-21,0.010130207054316998,0.06052382290363312
2015-08-22,0.011857138946652412,0.7772551774978638
2015-08-23,0.014280032366514206,0.20672373473644257
