Date,LIS_Baseflow,LIS_Runoff
2015-01-01,0.023730462417006493,1.6172416295034964e-08
2015-01-02,0.023692069575190544,0.0
2015-01-03,0.023653743788599968,6.248838872124907e-06
2015-01-04,0.023615483194589615,9.944053545041243e-07
2015-01-05,0.02357727289199829,1.36622162472122e-07
2015-01-06,0.023539112880825996,0.0
2015-01-07,0.023501025512814522,0.0
2015-01-08,0.023462999612092972,7.806255641895632e-12
2015-01-09,0.023425012826919556,6.557254739192331e-11
2015-01-10,0.02338709682226181,6.290908913797466e-07
2015-01-11,0.02334923855960369,5.626727670460241e-06
2015-01-12,0.023311439901590347,5.036010719550177e-08
2015-01-13,0.02327369526028633,1.951563910473908e-12
2015-01-14,0.023236004635691643,0.0
2015-01-15,0.023198379203677177,2.4980018054066022e-11
2015-01-16,0.023160817101597786,1.6673540130796027e-06
2015-01-17,0.02312346175312996,1.5531325558981735e-08
2015-01-18,0.02308778651058674,0.0
2015-01-19,0.02305258996784687,4.3129562421473366e-11
2015-01-20,0.02301744371652603,5.854691731421724e-13
2015-01-21,0.022982347756624222,2.157024781013206e-08
2015-01-22,0.022947289049625397,5.384836640587309e-06
2015-01-23,0.022912299260497093,2.8849156024080003e-06
2015-01-24,0.022877350449562073,8.7522565195286e-08
2015-01-25,0.022842450067400932,2.1240509795461548e-07
2015-01-26,0.02280760370194912,1.7368918525662025e-09
2015-01-27,0.022772813215851784,1.7564075194265172e-12
2015-01-28,0.022738074883818626,1.1898490193118505e-08
2015-01-29,0.022703370079398155,8.493206138382448e-09
2015-01-30,0.022668715566396713,1.3484720895462488e-08
2015-01-31,0.022634126245975494,1.2912639135720383e-07
2015-02-01,0.022599587216973305,4.9960036108132044e-09
2015-02-02,0.022565092891454697,3.0994524422567338e-06
2015-02-03,0.02253064326941967,4.356554228479581e-08
2015-02-04,0.022496242076158524,3.3176586478056436e-12
2015-02-05,0.022461898624897003,8.743006318923108e-10
2015-02-06,0.022427614778280258,3.903127820947816e-13
2015-02-07,0.0223933607339859,4.1392670624418315e-08
2015-02-08,0.02235916443169117,2.116556885312093e-07
2015-02-09,0.022325020283460617,0.0
2015-02-10,0.022290922701358795,0.0
2015-02-11,0.022256869822740555,0.0
2015-02-12,0.022222870960831642,1.987899850064423e-05
2015-02-13,0.022188926115632057,5.2692225582795515e-12
2015-02-14,0.022155024111270905,1.4041502682804463e-10
2015-02-15,0.022121168673038483,3.821365339717886e-07
2015-02-16,0.02208736725151539,0.00011904427083209157
2015-02-17,0.022053619846701622,2.9160896701796446e-06
2015-02-18,0.022019917145371437,4.478417849895777e-07
2015-02-19,0.021986253559589386,3.8117949685556596e-08
2015-02-20,0.02195264771580696,1.6861512186494565e-09
2015-02-21,0.021919099614024162,0.0
2015-02-22,0.021886831149458885,0.0
2015-02-23,0.02185545116662979,0.0
2015-02-24,0.021824119612574577,0.0
2015-02-25,0.021792836487293243,4.0592529337857286e-11
2015-02-26,0.021761594340205193,0.0
2015-02-27,0.021730389446020126,0.0
