Latitude,Longitude,PREDICTED_GROUNDWATER_LEVEL
13.4163981673,-16.6147144281,4.590872325557599
13.4164276854,-16.6100976594,10.713328639235243
13.4110501498,-16.7393303542,13.64403446218545
13.4110819362,-16.7347139829,11.929166873389068
13.4111136381,-16.7300975998,15.144773059088255
13.4111452557,-16.7254812047,14.847802328665951
13.4111767888,-16.7208647977,17.35271424660532
13.4112082376,-16.7162483798,15.437752311221693
13.411239602,-16.7116319492,13.134651928188102
13.4112708821,-16.7070155068,16.433006348832514
13.4113020777,-16.7023990526,15.739771159580581
13.411333189,-16.6977825868,13.137676628653292
13.4113642159,-16.6931661092,12.82221849918635
13.4113951584,-16.68854962,14.119552891868274
13.4114260165,-16.6839331201,12.65133722897794
13.4114567902,-16.6793166077,12.22246301641779
13.4114874795,-16.6747000837,13.108720293284945
13.4115180845,-16.6700835482,13.380077257654726
13.411548605,-16.6654670012,12.666008058058203
13.4115790412,-16.6608504428,13.079619124885568
13.4116093929,-16.6562338738,7.567412840264423
13.4116396603,-16.6516172925,9.509379429442495
13.4116698433,-16.6470006999,8.174754208847364
13.4116999418,-16.6423840959,11.846311987616582
13.411729956,-16.6377674806,11.620416621065353
13.4117598858,-16.633150854,11.717922334853954
13.4117897312,-16.6285342162,10.911301664864258
13.4118194921,-16.6239175681,12.447550737101452
13.4118491687,-16.6193009079,11.630299624244335
13.4118787609,-16.6146842366,3.2520630742332415
13.4119082687,-16.6100675541,11.861718572136894
13.411937692,-16.6054508606,11.60161533943709
13.411967031,-16.600834156,5.837559350990528
13.4064991715,-16.7439141199,17.503112059490732
13.406531031,-16.7392978468,19.623379805331545
13.4065628063,-16.7346815617,15.142562920984314
13.4065944971,-16.7300652647,14.872569871062257
13.4066261037,-16.7254489558,14.188936118302518
13.4066576258,-16.720832635,16.709607990951284
13.4066890636,-16.7162163032,10.175159465978286
13.4067204171,-16.7115999588,14.206045980442735
13.4067516862,-16.7069836026,17.251994181328232
13.406782871,-16.7023672346,16.033847026343402
13.4068139714,-16.6977508549,14.556219488484528
13.4068449874,-16.6931344636,14.11490658349975
13.4068759191,-16.6885180605,14.071445276124903
13.4069067665,-16.6839016468,12.104191781516079
13.4069375294,-16.6792852206,11.13259746864678
13.406968208,-16.6746687828,14.44606170339964
13.4069988023,-16.6700523335,15.256666024445469
13.4070293122,-16.6654358727,12.864590319992182
13.4070597377,-16.6608194004,12.261068881998384
13.4070900789,-16.6562029176,9.461663388743572
13.4071203357,-16.6515864225,10.697122310330117
13.4071505081,-16.6469699161,6.773989656807311
13.4071805962,-16.6423533983,12.14165176434675
13.4072105999,-16.6377368692,10.345439731155038
13.4072405192,-16.6331203288,11.512222186564118
13.4072703542,-16.6285037772,11.268501722095497
13.4073001047,-16.6238872153,10.560816356283839
13.407329771,-16.6192706413,4.876252290473344
13.4073593528,-16.6146540562,9.116890613935492
13.4073888503,-16.6100374599,10.846025833403626
13.4074182634,-16.6054208526,13.552478414527002
13.4074475921,-16.6008042342,11.03718790832254
13.4074768364,-16.5961876048,8.98263484031561
13.4019481294,-16.7484977132,5.081370542433154
13.4019800621,-16.7438815382,13.739845375342075
13.4020119106,-16.7392653513,13.866309586376707
13.4020436747,-16.7346491523,13.744903039263274
13.4020753545,-16.7300329415,16.200237632793375
13.40210695,-16.7254167187,17.144523885024054
13.4021384611,-16.7208004841,15.952725045500497
13.402169888,-16.7161842385,17.8357189531749
13.4022012305,-16.7115679802,14.514479068294424
13.4022324887,-16.7069517101,16.656644113325637
13.4022636625,-16.7023354283,15.568182865075025
13.4022947521,-16.6977191348,15.307797342411577
13.4023257573,-16.6931028295,14.985771526801575
13.4023566782,-16.6884865127,16.526279191319748
13.4023875147,-16.6838701851,14.553212884863449
13.402418267,-16.679253845,13.025014898565818
13.4024489349,-16.6746374934,13.668369349929204
13.4024795184,-16.6700211302,14.019953866577296
13.4025100177,-16.6654047556,12.142715218870267
13.4025404326,-16.6607883695,12.428945196783172
13.4025707631,-16.6561719729,8.985622081968897
13.4026010094,-16.6515555639,12.124523501146431
13.4026311713,-16.6469391436,9.56834737484411
13.4026612488,-16.642322712,9.071405012232152
13.4026912421,-16.637706269,10.34042930831128
13.4027211509,-16.6330898148,10.549944787314352
13.4027509755,-16.6284733494,10.928996874759818
13.4027807157,-16.6238568737,6.870613986671217
13.4028103715,-16.6192403858,10.863153229860607
13.402839943,-16.6146238869,9.089843298202972
13.4028694302,-16.6100073768,11.166071249820522
13.402898833,-16.6053908556,11.432653811408901
13.4029281515,-16.6007743234,10.979520679156725
13.4029573857,-16.5961577802,12.158582540002561
13.3973970236,-16.7530811334,18.572350715235782
13.3974290295,-16.7484650575,12.355412224321256
13.3974609511,-16.7438489686,15.510117515467536
13.3974927884,-16.7392328678,12.35669115383281
13.3975245414,-16.734616755,12.98002946411053
13.3975562101,-16.7300006302,14.956733489823984
13.3975877946,-16.7253844935,15.90143300890772
13.3976192947,-16.720768345,17.87266469805459
13.3976507106,-16.7161521855,17.685714291806747
13.3976820422,-16.7115360134,14.074837084547326
13.3977132894,-16.7069198294,12.889556858447605
13.3977444524,-16.7023036337,16.567389562423244
13.3977755311,-16.6976874263,18.01245651010488
13.3978065255,-16.6930712072,14.438542567713515
13.3978374356,-16.6884549764,15.963172458973673
13.3978682613,-16.683838735,14.620809178588715
13.3978990028,-16.679222481,12.827110992011086
13.39792966,-16.6746062155,14.784261219490531
13.3979602329,-16.6699899385,6.23006621896522
13.3979907215,-16.66537365,14.25782048461985
13.3980211258,-16.66075735,13.178923036216549
13.3980514457,-16.6561410395,12.590081651789728
13.3980816814,-16.6515247167,14.752019317360478
13.3981118328,-16.6469083825,11.864990764471987
13.3981418998,-16.642292037,12.198678073320801
13.3981718826,-16.6376756802,12.664857865836867
13.398201781,-16.6330593121,8.891021862446063
13.3982315951,-16.6284429328,10.464820229511588
13.3982613249,-16.6238265432,9.130925246971323
13.3982909704,-16.6192101415,9.108984755002242
13.3983205316,-16.6145937287,9.89338827009272
13.3983500085,-16.6099773047,9.85551835521784
13.398379401,-16.6053608697,11.35681994654269
13.3984087093,-16.6007444236,11.067698330265783
13.3984379332,-16.5961279665,13.041577967268767
13.3984670728,-16.5915114994,4.313448268907771
13.392813691,-16.7622803489,5.965637759673566
13.3928458542,-16.7576643823,16.15505063168243
13.3928779332,-16.7530484036,16.95193895805329
13.3929099279,-16.7484324138,16.75948590554585
13.3929418383,-16.743816411,13.498893809759673
13.3929736645,-16.7392003962,13.345900466094157
13.3930054064,-16.7345843695,12.531493980750145
13.3930370641,-16.7299683308,15.838116598007957
13.3930686375,-16.7253522802,16.650233030209442
13.3931001266,-16.7207362178,17.078447190953998
13.3931315315,-16.7161201444,17.217339877707253
13.3931628521,-16.7115040583,16.87065995261905
13.3931940885,-16.7068879604,11.608819500557598
13.3932252406,-16.7022718508,17.8172758624981
13.3932563084,-16.6976557295,15.594658122212742
13.393287292,-16.6930395965,13.070185881420983
13.3933181913,-16.6884234518,15.973325903632706
13.3933490063,-16.6838072964,13.988142805636599
13.393379737,-16.6791911286,17.054002701664594
13.3934103835,-16.6745749492,14.1153732095228
13.3934409457,-16.6699587582,18.011233724299636
13.3934714236,-16.6653425558,14.181043549141565
13.3935018173,-16.6607263419,14.151220965759142
13.3935321266,-16.6561101175,14.856007490066457
13.3935623517,-16.6514938808,16.639978381171964
13.3935924926,-16.6468776327,16.165160018310182
13.3936225491,-16.6422613733,13.860270384652953
13.3936525214,-16.6376451026,8.109170118001368
13.3936824094,-16.6330288206,11.466333109063855
13.3937122131,-16.6284125274,8.431197317856304
13.3937419325,-16.6237962239,6.398875087633403
13.3937715676,-16.6191799083,10.708505556270751
13.3938011185,-16.6145635816,8.107318002125396
13.393830585,-16.6099472437,10.461907981442266
13.3938599673,-16.6053308948,7.981462785501032
13.3938892653,-16.6007145349,10.741107418079258
13.393918479,-16.5960981639,12.783320855058973
13.3939476084,-16.5914817828,7.368693833781304
13.3882623851,-16.7668633276,14.869531634563808
13.3882946213,-16.7622474591,16.64111358331466
13.3883267733,-16.7576315786,15.650669313470626
13.3883588411,-16.7530156859,15.847765451990146
13.3883908246,-16.7483997822,15.545772992525963
13.3884227239,-16.7437838654,14.676936605335342
13.3884545389,-16.7391679367,14.034534476746705
13.3884862698,-16.734551996,14.71815904271065
13.3885179164,-16.7299360433,16.232769176271294
13.3885494787,-16.7253200788,15.881867943726531
13.3885809569,-16.7207041024,15.182719439132741
13.3886123508,-16.7160881151,18.343481588777127
13.3886436605,-16.711472115,17.813371386747427
13.3886748859,-16.7068561032,20.489919811726804
13.3887060271,-16.7022400796,17.135404161638714
13.3887370841,-16.6976240444,15.452415186602764
13.3887680568,-16.6930079974,16.588949918492823
13.3887989453,-16.6883919388,12.227457626347242
13.3888297495,-16.6837758695,13.839802404471172
13.3888604695,-16.6791597877,16.647122117665837
13.3888911053,-16.6745436943,17.195363142844243
13.3889216568,-16.6699275894,16.380107278521272
13.3889521241,-16.6653114731,15.066707494873597
13.3889825071,-16.6606953452,12.931613572997753
13.3890128059,-16.6560792069,18.538413461716463
13.3890430204,-16.6514630563,19.010896328356708
