X,Y,DepthToGroundwater,GroundwaterProductivity,GroundwaterStorage
-16.73,13.81,0-7,,
-16.68,13.81,0-7,,
-16.62,13.81,0-7,,
-16.58,13.81,0-7,,
-16.52,13.81,0-7,,
-16.48,13.81,0-7,,
-16.42,13.81,0-7,,
-16.38,13.81,0-7,,
-16.32,13.81,0-7,,
-16.27,13.81,25-50,,
-16.23,13.81,25-50,,
-16.18,13.81,25-50,,
-16.12,13.81,25-50,,
-16.08,13.81,25-50,,
-16.02,13.81,25-50,,
-15.98,13.81,25-50,,
-15.92,13.81,25-50,,
-15.88,13.81,25-50,,
-15.82,13.81,25-50,,
-15.78,13.81,25-50,,
-15.72,13.81,25-50,,
-15.68,13.81,25-50,,
-15.62,13.81,25-50,,
-15.58,13.81,25-50,,
-15.52,13.81,25-50,,
-15.48,13.81,25-50,,
-15.42,13.81,25-50,,
-15.38,13.81,25-50,,
-15.32,13.81,25-50,,
-15.28,13.81,25-50,,
-15.22,13.81,25-50,,
-15.18,13.81,25-50,,
-15.12,13.81,25-50,,
-15.08,13.81,25-50,,
-15.02,13.81,0-7,,
-14.98,13.81,0-7,,
-14.92,13.81,25-50,,
-14.88,13.81,25-50,,
-14.82,13.81,25-50,,
-14.78,13.81,25-50,,
-14.72,13.81,25-50,,
-14.68,13.81,25-50,,
-14.62,13.81,25-50,,
-14.58,13.81,25-50,,
-14.52,13.81,25-50,,
-14.48,13.81,25-50,,
-14.42,13.81,25-50,,
-14.38,13.81,25-50,,
-14.32,13.81,25-50,,
-14.28,13.81,25-50,,
-14.22,13.81,25-50,,
-14.18,13.81,25-50,,
-14.12,13.81,25-50,,
-14.08,13.81,25-50,,
-14.02,13.81,25-50,,
-13.98,13.81,0-7,,
-13.92,13.81,0-7,,
-13.88,13.81,0-7,,
-13.82,13.81,0-7,,
-16.68,13.76,>250,,
-16.62,13.76,25-50,,
-16.58,13.76,0-7,,
-16.52,13.76,0-7,,
-16.48,13.76,25-50,,
-16.42,13.76,25-50,,
-16.38,13.76,25-50,,
-16.32,13.76,25-50,,
-16.27,13.76,25-50,,
-16.23,13.76,25-50,,
-16.18,13.76,0-7,,
-16.12,13.76,25-50,,
-16.08,13.76,25-50,,
-16.02,13.76,0-7,,
-15.98,13.76,25-50,,
-15.92,13.76,25-50,,
-15.88,13.76,25-50,,
-15.82,13.76,25-50,,
-15.78,13.76,25-50,,
-15.72,13.76,25-50,,
-15.68,13.76,25-50,,
-15.62,13.76,25-50,,
-15.58,13.76,25-50,,
-15.52,13.76,25-50,,
-15.48,13.76,25-50,,
-15.42,13.76,25-50,,
-15.38,13.76,25-50,,
-15.32,13.76,25-50,,
-15.28,13.76,25-50,,
-15.22,13.76,25-50,,
-15.18,13.76,0-7,,
-15.12,13.76,0-7,,
-15.08,13.76,0-7,,
-15.02,13.76,0-7,,
-14.98,13.76,25-50,,
-14.92,13.76,25-50,,
-14.88,13.76,25-50,,
-14.82,13.76,25-50,,
-14.78,13.76,25-50,,
-14.72,13.76,25-50,,
-14.68,13.76,25-50,,
-14.62,13.76,25-50,,
-14.58,13.76,25-50,,
-14.52,13.76,25-50,,
-14.48,13.76,25-50,,
-14.42,13.76,25-50,,
-14.38,13.76,25-50,,
-14.32,13.76,25-50,,
-14.28,13.76,25-50,,
-14.22,13.76,25-50,,
-14.18,13.76,25-50,,
-14.12,13.76,25-50,,
-14.08,13.76,25-50,,
-14.02,13.76,25-50,,
-13.98,13.76,0-7,,
-13.92,13.76,25-50,,
-13.88,13.76,25-50,,
-13.82,13.76,25-50,,
-16.62,13.71,0-7,,
-16.58,13.71,0-7,,
-16.52,13.71,0-7,,
-16.48,13.71,25-50,,
-16.42,13.71,25-50,,
-16.38,13.71,25-50,,
-16.32,13.71,25-50,,
-16.27,13.71,25-50,,
-16.23,13.71,25-50,,
-16.18,13.71,0-7,,
-16.12,13.71,25-50,,
-16.08,13.71,0-7,,
-16.02,13.71,0-7,,
-15.98,13.71,25-50,,
-15.92,13.71,25-50,,
-15.88,13.71,25-50,,
-15.82,13.71,25-50,,
-15.78,13.71,25-50,,
-15.72,13.71,25-50,,
-15.68,13.71,25-50,,
-15.62,13.71,25-50,,
-15.58,13.71,25-50,,
-15.52,13.71,25-50,,
-15.48,13.71,25-50,,
-15.42,13.71,25-50,,
-15.38,13.71,25-50,,
-15.32,13.71,0-7,,
-15.28,13.71,25-50,,
-15.22,13.71,25-50,,
-15.18,13.71,0-7,,
-15.12,13.71,25-50,,
-15.08,13.71,0-7,,
-15.02,13.71,25-50,,
-14.98,13.71,25-50,,
-14.92,13.71,25-50,,
-14.88,13.71,25-50,,
-14.82,13.71,25-50,,
-14.78,13.71,25-50,,
-14.72,13.71,25-50,,
-14.68,13.71,25-50,,
-14.62,13.71,25-50,,
-14.58,13.71,25-50,,
-14.52,13.71,25-50,,
-14.48,13.71,25-50,,
-14.42,13.71,25-50,,
-14.38,13.71,25-50,,
-14.32,13.71,25-50,,
-14.28,13.71,25-50,,
-14.22,13.71,25-50,,
-14.18,13.71,25-50,,
-14.12,13.71,0-7,,
-14.08,13.71,0-7,,
-14.02,13.71,0-7,,
-13.98,13.71,0-7,,
-13.92,13.71,25-50,,
-13.88,13.71,25-50,,
-13.82,13.71,25-50,,
-16.62,13.66,0-7,,
-16.58,13.66,0-7,,
-16.52,13.66,0-7,,
-16.48,13.66,0-7,,
-16.42,13.66,25-50,,
-16.38,13.66,25-50,,
-16.32,13.66,25-50,,
-16.27,13.66,25-50,,
-16.23,13.66,0-7,,
-16.18,13.66,0-7,,
-16.12,13.66,0-7,,
-16.08,13.66,0-7,,
-16.02,13.66,0-7,,
-15.98,13.66,25-50,,
-15.92,13.66,25-50,,
-15.88,13.66,25-50,,
-15.82,13.66,25-50,,
-15.78,13.66,25-50,,
-15.72,13.66,25-50,,
-15.68,13.66,25-50,,
-15.62,13.66,25-50,,
-15.58,13.66,25-50,,
-15.52,13.66,25-50,,
-15.48,13.66,25-50,,
-15.42,13.66,25-50,,
-15.38,13.66,25-50,,
-15.32,13.66,25-50,,
-15.28,13.66,0-7,,
-15.22,13.66,0-7,,
-15.18,13.66,0-7,,
-15.12,13.66,0-7,,
-15.08,13.66,0-7,,
-15.02,13.66,25-50,,
-14.98,13.66,25-50,,
-14.92,13.66,25-50,,
-14.88,13.66,25-50,,
-14.82,13.66,25-50,,
-14.78,13.66,25-50,,
-14.72,13.66,25-50,,
-14.68,13.66,25-50,,
-14.62,13.66,25-50,,
-14.58,13.66,25-50,,
-14.52,13.66,25-50,,
-14.48,13.66,25-50,,
-14.42,13.66,25-50,,
-14.38,13.66,25-50,,
-14.32,13.66,25-50,,
-14.28,13.66,0-7,,
-14.22,13.66,0-7,,
-14.18,13.66,0-7,,
-14.12,13.66,0-7,,
-14.08,13.66,0-7,,
-14.02,13.66,0-7,,
-13.98,13.66,25-50,,
-13.92,13.66,25-50,,
-13.88,13.66,25-50,,
-13.82,13.66,25-50,,
-16.58,13.61,0-7,,
-16.52,13.61,0-7,,
-16.48,13.61,0-7,,
-16.42,13.61,25-50,,
-16.38,13.61,25-50,,
-16.32,13.61,0-7,,
-16.27,13.61,0-7,,
-16.23,13.61,0-7,,
-16.18,13.61,25-50,,
-16.12,13.61,0-7,,
-16.08,13.61,0-7,,
-16.02,13.61,0-7,,
-15.98,13.61,25-50,,
-15.92,13.61,25-50,,
-15.88,13.61,25-50,,
-15.82,13.61,25-50,,
-15.78,13.61,25-50,,
-15.72,13.61,25-50,,
-15.68,13.61,25-50,,
-15.62,13.61,25-50,,
-15.58,13.61,25-50,,
-15.52,13.61,25-50,,
-15.48,13.61,25-50,,
-15.42,13.61,25-50,,
-15.38,13.61,25-50,,
-15.32,13.61,25-50,,
-15.28,13.61,0-7,,
-15.22,13.61,0-7,,
-15.18,13.61,0-7,,
-15.12,13.61,25-50,,
-15.08,13.61,25-50,,
-15.02,13.61,25-50,,
-14.98,13.61,25-50,,
-14.92,13.61,25-50,,
-14.88,13.61,25-50,,
-14.82,13.61,25-50,,
-14.78,13.61,25-50,,
-14.72,13.61,25-50,,
-14.68,13.61,25-50,,
-14.62,13.61,25-50,,
-14.58,13.61,25-50,,
-14.52,13.61,25-50,,
-14.48,13.61,25-50,,
-14.42,13.61,25-50,,
-14.38,13.61,25-50,,
-14.32,13.61,0-7,,
-14.28,13.61,0-7,,
-14.22,13.61,0-7,,
-14.18,13.61,0-7,,
-14.12,13.61,0-7,,
-14.08,13.61,25-50,,
-14.02,13.61,0-7,,
-13.98,13.61,25-50,,
-13.92,13.61,25-50,,
-13.88,13.61,25-50,,
-13.82,13.61,25-50,,
-16.52,13.56,0-7,,
-16.48,13.56,0-7,,
-16.42,13.56,25-50,,
-16.38,13.56,25-50,,
-16.32,13.56,25-50,,
-16.27,13.56,25-50,,
-16.23,13.56,25-50,,
-16.18,13.56,25-50,,
-16.12,13.56,25-50,,
-16.08,13.56,0-7,,
-16.02,13.56,25-50,,
-15.98,13.56,25-50,,
-15.92,13.56,25-50,,
-15.88,13.56,25-50,,
-15.82,13.56,25-50,,
-15.78,13.56,25-50,,
-15.72,13.56,25-50,,
-15.68,13.56,25-50,,
-15.62,13.56,25-50,,
-15.58,13.56,25-50,,
-15.52,13.56,25-50,,
-15.48,13.56,25-50,,
-15.42,13.56,25-50,,
-15.38,13.56,25-50,,
-15.32,13.56,25-50,,
-15.28,13.56,25-50,,
-15.22,13.56,0-7,,
-15.18,13.56,0-7,,
-15.12,13.56,0-7,,
-15.08,13.56,0-7,,
-15.02,13.56,25-50,,
-14.98,13.56,25-50,,
-14.92,13.56,25-50,,
-14.88,13.56,25-50,,
-14.82,13.56,25-50,,
-14.78,13.56,0-7,,
-14.72,13.56,0-7,,
-14.68,13.56,25-50,,
-14.62,13.56,25-50,,
-14.58,13.56,25-50,,
-14.52,13.56,25-50,,
-14.48,13.56,25-50,,
-14.42,13.56,0-7,,
-14.38,13.56,0-7,,
-14.32,13.56,0-7,,
-14.28,13.56,0-7,,
-14.22,13.56,25-50,,
-14.18,13.56,25-50,,
-14.12,13.56,0-7,,
-14.08,13.56,25-50,,
-14.02,13.56,25-50,,
-13.98,13.56,25-50,,
-13.92,13.56,25-50,,
-13.88,13.56,25-50,,
-13.82,13.56,0-7,,
-16.52,13.51,0-7,,
-16.48,13.51,0-7,,
-16.42,13.51,0-7,,
-16.38,13.51,0-7,,
-16.32,13.51,25-50,,
-16.27,13.51,25-50,,
-16.23,13.51,0-7,,
-16.18,13.51,25-50,,
-16.12,13.51,0-7,,
-16.08,13.51,0-7,,
-16.02,13.51,25-50,,
-15.98,13.51,25-50,,
-15.92,13.51,25-50,,
-15.88,13.51,25-50,,
-15.82,13.51,0-7,,
-15.78,13.51,0-7,,
-15.72,13.51,25-50,,
-15.68,13.51,25-50,,
-15.62,13.51,25-50,,
-15.58,13.51,25-50,,
-15.52,13.51,25-50,,
-15.48,13.51,25-50,,
-15.42,13.51,25-50,,
-15.38,13.51,25-50,,
-15.32,13.51,25-50,,
-15.28,13.51,0-7,,
-15.22,13.51,0-7,,
-15.18,13.51,0-7,,
-15.12,13.51,0-7,,
-15.08,13.51,0-7,,
-15.02,13.51,0-7,,
-14.98,13.51,25-50,,
-14.92,13.51,25-50,,
-14.88,13.51,25-50,,
-14.82,13.51,25-50,,
-14.78,13.51,0-7,,
-14.72,13.51,0-7,,
-14.68,13.51,25-50,,
-14.62,13.51,25-50,,
-14.58,13.51,25-50,,
-14.52,13.51,25-50,,
-14.48,13.51,0-7,,
-14.42,13.51,0-7,,
-14.38,13.51,25-50,,
-14.32,13.51,25-50,,
-14.28,13.51,25-50,,
-14.22,13.51,25-50,,
-14.18,13.51,25-50,,
-14.12,13.51,25-50,,
-14.08,13.51,25-50,,
-14.02,13.51,0-7,,
-13.98,13.51,25-50,,
-13.92,13.51,25-50,,
-13.88,13.51,0-7,,
-13.82,13.51,0-7,,
-16.68,13.46,0-7,,
-16.62,13.46,0-7,,
-16.58,13.46,>250,,
-16.52,13.46,0-7,,
-16.48,13.46,0-7,,
-16.42,13.46,25-50,,
-16.38,13.46,25-50,,
-16.32,13.46,25-50,,
-16.27,13.46,25-50,,
-16.23,13.46,0-7,,
-16.18,13.46,0-7,,
-16.12,13.46,0-7,,
-16.08,13.46,0-7,,
-16.02,13.46,0-7,,
-15.98,13.46,0-7,,
-15.92,13.46,0-7,,
-15.88,13.46,0-7,,
-15.82,13.46,0-7,,
-15.78,13.46,0-7,,
-15.72,13.46,25-50,,
-15.68,13.46,25-50,,
-15.62,13.46,25-50,,
-15.58,13.46,25-50,,
-15.52,13.46,25-50,,
-15.48,13.46,25-50,,
-15.42,13.46,25-50,,
-15.38,13.46,0-7,,
-15.32,13.46,0-7,,
-15.28,13.46,25-50,,
-15.22,13.46,25-50,,
-15.18,13.46,25-50,,
-15.12,13.46,25-50,,
-15.08,13.46,25-50,,
-15.02,13.46,0-7,,
-14.98,13.46,0-7,,
-14.92,13.46,25-50,,
-14.88,13.46,25-50,,
-14.82,13.46,25-50,,
-14.78,13.46,25-50,,
-14.72,13.46,25-50,,
-14.68,13.46,25-50,,
-14.62,13.46,25-50,,
-14.58,13.46,25-50,,
-14.52,13.46,0-7,,
-14.48,13.46,0-7,,
-14.42,13.46,25-50,,
-14.38,13.46,25-50,,
-14.32,13.46,25-50,,
-14.28,13.46,25-50,,
-14.22,13.46,0-7,,
-14.18,13.46,25-50,,
-14.12,13.46,25-50,,
-14.08,13.46,0-7,,
-14.02,13.46,0-7,,
-13.98,13.46,0-7,,
-13.92,13.46,0-7,,
-13.88,13.46,0-7,,
-13.82,13.46,25-50,,
-16.68,13.41,0-7,,
-16.62,13.41,0-7,,
-16.58,13.41,0-7,,
-16.52,13.41,25-50,,
-16.48,13.41,25-50,,
-16.42,13.41,25-50,,
-16.38,13.41,25-50,,
-16.32,13.41,25-50,,
-16.27,13.41,25-50,,
-16.23,13.41,0-7,,
-16.18,13.41,0-7,,
-16.12,13.41,25-50,,
-16.08,13.41,25-50,,
-16.02,13.41,25-50,,
-15.98,13.41,25-50,,
-15.92,13.41,25-50,,
-15.88,13.41,25-50,,
-15.82,13.41,25-50,,
-15.78,13.41,25-50,,
-15.72,13.41,25-50,,
-15.68,13.41,25-50,,
-15.62,13.41,25-50,,
-15.58,13.41,25-50,,
-15.52,13.41,25-50,,
-15.48,13.41,25-50,,
-15.42,13.41,25-50,,
-15.38,13.41,25-50,,
-15.32,13.41,25-50,,
-15.28,13.41,25-50,,
-15.22,13.41,25-50,,
-15.18,13.41,25-50,,
-15.12,13.41,25-50,,
-15.08,13.41,25-50,,
-15.02,13.41,25-50,,
-14.98,13.41,0-7,,
-14.92,13.41,0-7,,
-14.88,13.41,0-7,,
-14.82,13.41,0-7,,
-14.78,13.41,25-50,,
-14.72,13.41,25-50,,
-14.68,13.41,25-50,,
-14.62,13.41,25-50,,
-14.58,13.41,25-50,,
-14.52,13.41,0-7,,
-14.48,13.41,0-7,,
-14.42,13.41,0-7,,
-14.38,13.41,25-50,,
-14.32,13.41,25-50,,
-14.28,13.41,0-7,,
-14.22,13.41,0-7,,
-14.18,13.41,0-7,,
-14.12,13.41,0-7,,
-14.08,13.41,0-7,,
-14.02,13.41,0-7,,
-13.98,13.41,0-7,,
-13.92,13.41,0-7,,
-13.88,13.41,0-7,,
-13.82,13.41,25-50,,
-16.77,13.36,0-7,,
-16.73,13.36,0-7,,
-16.68,13.36,7-25,,
-16.62,13.36,7-25,,
-16.58,13.36,7-25,,
-16.52,13.36,7-25,,
-16.48,13.36,7-25,,
-16.42,13.36,7-25,,
-16.38,13.36,7-25,,
-16.32,13.36,7-25,,
-16.27,13.36,25-50,,
-16.23,13.36,25-50,,
-16.18,13.36,0-7,,
-16.12,13.36,25-50,,
-16.08,13.36,25-50,,
-16.02,13.36,25-50,,
-15.98,13.36,25-50,,
-15.92,13.36,25-50,,
-15.88,13.36,25-50,,
-15.82,13.36,25-50,,
-15.78,13.36,25-50,,
-15.72,13.36,25-50,,
-15.68,13.36,25-50,,
-15.62,13.36,25-50,,
-15.58,13.36,25-50,,
-15.52,13.36,25-50,,
-15.48,13.36,25-50,,
-15.42,13.36,25-50,,
-15.38,13.36,25-50,,
-15.32,13.36,25-50,,
-15.28,13.36,25-50,,
-15.22,13.36,25-50,,
-15.18,13.36,25-50,,
-15.12,13.36,25-50,,
-15.08,13.36,25-50,,
-15.02,13.36,25-50,,
-14.98,13.36,25-50,,
-14.92,13.36,25-50,,
-14.88,13.36,25-50,,
-14.82,13.36,0-7,,
-14.78,13.36,0-7,,
-14.72,13.36,25-50,,
-14.68,13.36,25-50,,
-14.62,13.36,25-50,,
-14.58,13.36,0-7,,
-14.52,13.36,0-7,,
-14.48,13.36,0-7,,
-14.42,13.36,0-7,,
-14.38,13.36,0-7,,
-14.32,13.36,25-50,,
-14.28,13.36,0-7,,
-14.22,13.36,0-7,,
-14.18,13.36,0-7,,
-14.12,13.36,0-7,,
-14.08,13.36,25-50,,
-14.02,13.36,0-7,,
-13.98,13.36,0-7,,
-13.92,13.36,0-7,,
-13.88,13.36,25-50,,
-13.82,13.36,25-50,,
-16.77,13.31,7-25,,
-16.73,13.31,0-7,,
-16.68,13.31,7-25,,
-16.62,13.31,0-7,,
-16.58,13.31,0-7,,
-16.52,13.31,0-7,,
-16.48,13.31,0-7,,
-16.42,13.31,7-25,,
-16.38,13.31,7-25,,
-16.32,13.31,7-25,,
-16.27,13.31,0-7,,
-16.23,13.31,0-7,,
-16.18,13.31,0-7,,
-16.12,13.31,7-25,,
-16.08,13.31,7-25,,
-16.02,13.31,0-7,,
-15.98,13.31,0-7,,
-15.92,13.31,25-50,,
-15.88,13.31,25-50,,
-15.82,13.31,25-50,,
-15.78,13.31,25-50,,
-15.72,13.31,25-50,,
-15.68,13.31,25-50,,
-15.62,13.31,25-50,,
-15.58,13.31,25-50,,
-15.52,13.31,25-50,,
-15.48,13.31,25-50,,
-15.42,13.31,25-50,,
-15.38,13.31,25-50,,
-15.32,13.31,25-50,,
-15.28,13.31,25-50,,
-15.22,13.31,25-50,,
-15.18,13.31,25-50,,
-15.12,13.31,25-50,,
-15.08,13.31,25-50,,
-15.02,13.31,25-50,,
-14.98,13.31,25-50,,
-14.92,13.31,25-50,,
-14.88,13.31,25-50,,
-14.82,13.31,25-50,,
-14.78,13.31,0-7,,
-14.72,13.31,0-7,,
-14.68,13.31,25-50,,
-14.62,13.31,25-50,,
-14.58,13.31,25-50,,
-14.52,13.31,25-50,,
-14.48,13.31,0-7,,
-14.42,13.31,0-7,,
-14.38,13.31,0-7,,
-14.32,13.31,0-7,,
-14.28,13.31,0-7,,
-14.22,13.31,0-7,,
-14.18,13.31,0-7,,
-14.12,13.31,0-7,,
-14.08,13.31,25-50,,
-14.02,13.31,25-50,,
-13.98,13.31,25-50,,
-13.92,13.31,0-7,,
-13.88,13.31,25-50,,
-13.82,13.31,25-50,,
-16.77,13.26,7-25,,
-16.73,13.26,7-25,,
-16.68,13.26,0-7,,
-16.62,13.26,7-25,,
-16.58,13.26,7-25,,
-16.52,13.26,0-7,,
-16.48,13.26,0-7,,
-16.42,13.26,0-7,,
-16.38,13.26,0-7,,
-16.32,13.26,0-7,,
-16.27,13.26,0-7,,
-16.23,13.26,0-7,,
-16.18,13.26,0-7,,
-16.12,13.26,7-25,,
-16.08,13.26,0-7,,
-16.02,13.26,0-7,,
-15.98,13.26,0-7,,
-15.92,13.26,0-7,,
-15.88,13.26,0-7,,
-15.82,13.26,0-7,,
-15.78,13.26,0-7,,
-15.72,13.26,0-7,,
-15.68,13.26,0-7,,
-15.62,13.26,25-50,,
-15.58,13.26,25-50,,
-15.52,13.26,25-50,,
-15.48,13.26,25-50,,
-15.42,13.26,25-50,,
-15.38,13.26,25-50,,
-15.32,13.26,25-50,,
-15.28,13.26,25-50,,
-15.22,13.26,25-50,,
-15.18,13.26,25-50,,
-15.12,13.26,25-50,,
-15.08,13.26,25-50,,
-15.02,13.26,25-50,,
-14.98,13.26,25-50,,
-14.92,13.26,25-50,,
-14.88,13.26,25-50,,
-14.82,13.26,25-50,,
-14.78,13.26,25-50,,
-14.72,13.26,25-50,,
-14.68,13.26,25-50,,
-14.62,13.26,25-50,,
-14.58,13.26,25-50,,
-14.52,13.26,25-50,,
-14.48,13.26,0-7,,
-14.42,13.26,0-7,,
-14.38,13.26,25-50,,
-14.32,13.26,25-50,,
-14.28,13.26,25-50,,
-14.22,13.26,25-50,,
-14.18,13.26,25-50,,
-14.12,13.26,0-7,,
-14.08,13.26,0-7,,
-14.02,13.26,0-7,,
-13.98,13.26,25-50,,
-13.92,13.26,0-7,,
-13.88,13.26,25-50,,
-13.82,13.26,25-50,,
-16.77,13.21,7-25,,
-16.73,13.21,7-25,,
-16.68,13.21,0-7,,
-16.62,13.21,0-7,,
-16.58,13.21,7-25,,
-16.52,13.21,7-25,,
-16.48,13.21,0-7,,
-16.42,13.21,7-25,,
-16.38,13.21,0-7,,
-16.32,13.21,0-7,,
-16.27,13.21,7-25,,
-16.23,13.21,0-7,,
-16.18,13.21,0-7,,
-16.12,13.21,7-25,,
-16.08,13.21,7-25,,
-16.02,13.21,7-25,,
-15.98,13.21,7-25,,
-15.92,13.21,7-25,,
-15.88,13.21,7-25,,
-15.82,13.21,7-25,,
-15.78,13.21,0-7,,
-15.72,13.21,0-7,,
-15.68,13.21,7-25,,
-15.62,13.21,7-25,,
-15.58,13.21,7-25,,
-15.52,13.21,7-25,,
-15.48,13.21,7-25,,
-15.42,13.21,7-25,,
-15.38,13.21,25-50,,
-15.32,13.21,25-50,,
-15.28,13.21,25-50,,
-15.22,13.21,25-50,,
-15.18,13.21,25-50,,
-15.12,13.21,25-50,,
-15.08,13.21,25-50,,
-15.02,13.21,25-50,,
-14.98,13.21,25-50,,
-14.92,13.21,25-50,,
-14.88,13.21,25-50,,
-14.82,13.21,25-50,,
-14.78,13.21,25-50,,
-14.72,13.21,25-50,,
-14.68,13.21,25-50,,
-14.62,13.21,25-50,,
-14.58,13.21,25-50,,
-14.52,13.21,25-50,,
-14.48,13.21,25-50,,
-14.42,13.21,25-50,,
-14.38,13.21,25-50,,
-14.32,13.21,25-50,,
-14.28,13.21,25-50,,
-14.22,13.21,25-50,,
-14.18,13.21,25-50,,
-14.12,13.21,7-25,,
-14.08,13.21,7-25,,
-14.02,13.21,7-25,,
-13.98,13.21,7-25,,
-13.92,13.21,0-7,,
-13.88,13.21,7-25,,
-13.82,13.21,7-25,,
-16.77,13.16,7-25,,
-16.73,13.16,0-7,,
-16.68,13.16,0-7,,
-16.62,13.16,0-7,,
-16.58,13.16,0-7,,
-16.52,13.16,7-25,,
-16.48,13.16,7-25,,
-16.42,13.16,7-25,,
-16.38,13.16,7-25,,
-16.32,13.16,0-7,,
-16.27,13.16,0-7,,
-16.23,13.16,7-25,,
-16.18,13.16,7-25,,
-16.12,13.16,7-25,,
-16.08,13.16,7-25,,
-16.02,13.16,7-25,,
-15.98,13.16,7-25,,
-15.92,13.16,7-25,,
-15.88,13.16,7-25,,
-15.82,13.16,7-25,,
-15.78,13.16,7-25,,
-15.72,13.16,7-25,,
-15.68,13.16,7-25,,
-15.62,13.16,7-25,,
-15.58,13.16,7-25,,
-15.52,13.16,7-25,,
-15.48,13.16,7-25,,
-15.42,13.16,7-25,,
-15.38,13.16,7-25,,
-15.32,13.16,7-25,,
-15.28,13.16,7-25,,
-15.22,13.16,7-25,,
-15.18,13.16,7-25,,
-15.12,13.16,7-25,,
-15.08,13.16,7-25,,
-15.02,13.16,7-25,,
-14.98,13.16,7-25,,
-14.92,13.16,7-25,,
-14.88,13.16,7-25,,
-14.82,13.16,7-25,,
-14.78,13.16,7-25,,
-14.72,13.16,7-25,,
-14.68,13.16,7-25,,
-14.62,13.16,7-25,,
-14.58,13.16,7-25,,
-14.52,13.16,7-25,,
-14.48,13.16,7-25,,
-14.42,13.16,7-25,,
-14.38,13.16,7-25,,
-14.32,13.16,7-25,,
-14.28,13.16,7-25,,
-14.22,13.16,7-25,,
-14.18,13.16,7-25,,
-14.12,13.16,7-25,,
-14.08,13.16,7-25,,
-14.02,13.16,7-25,,
-13.98,13.16,0-7,,
-13.92,13.16,0-7,,
-13.88,13.16,7-25,,
-13.82,13.16,7-25,,
-16.77,13.11,7-25,,
-16.73,13.11,0-7,,
-16.68,13.11,0-7,,
-16.62,13.11,7-25,,
-16.58,13.11,7-25,,
-16.52,13.11,7-25,,
-16.48,13.11,7-25,,
-16.42,13.11,7-25,,
-16.38,13.11,7-25,,
-16.32,13.11,7-25,,
-16.27,13.11,0-7,,
-16.23,13.11,0-7,,
-16.18,13.11,0-7,,
-16.12,13.11,0-7,,
-16.08,13.11,7-25,,
-16.02,13.11,7-25,,
-15.98,13.11,7-25,,
-15.92,13.11,7-25,,
-15.88,13.11,7-25,,
-15.82,13.11,7-25,,
-15.78,13.11,7-25,,
-15.72,13.11,7-25,,
-15.68,13.11,7-25,,
-15.62,13.11,7-25,,
-15.58,13.11,7-25,,
-15.52,13.11,7-25,,
-15.48,13.11,7-25,,
-15.42,13.11,7-25,,
-15.38,13.11,7-25,,
-15.32,13.11,0-7,,
-15.28,13.11,0-7,,
-15.22,13.11,7-25,,
-15.18,13.11,7-25,,
-15.12,13.11,7-25,,
-15.08,13.11,7-25,,
-15.02,13.11,7-25,,
-14.98,13.11,7-25,,
-14.92,13.11,7-25,,
-14.88,13.11,7-25,,
-14.82,13.11,7-25,,
-14.78,13.11,7-25,,
-14.72,13.11,7-25,,
-14.68,13.11,7-25,,
-14.62,13.11,7-25,,
-14.58,13.11,7-25,,
-14.52,13.11,7-25,,
-14.48,13.11,7-25,,
-14.42,13.11,7-25,,
-14.38,13.11,7-25,,
-14.32,13.11,7-25,,
-14.28,13.11,7-25,,
-14.22,13.11,7-25,,
-14.18,13.11,7-25,,
-14.12,13.11,7-25,,
-14.08,13.11,7-25,,
-14.02,13.11,7-25,,
-13.98,13.11,7-25,,
-13.92,13.11,7-25,,
-13.88,13.11,7-25,,
-13.82,13.11,7-25,,
-16.77,13.06,7-25,,
-16.73,13.06,0-7,,
-16.68,13.06,0-7,,
-16.62,13.06,7-25,,
-16.58,13.06,0-7,,
-16.52,13.06,0-7,,
-16.48,13.06,7-25,,
-16.42,13.06,7-25,,
-16.38,13.06,7-25,,
-16.32,13.06,7-25,,
-16.27,13.06,0-7,,
-16.23,13.06,7-25,,
-16.18,13.06,7-25,,
-16.12,13.06,0-7,,
-16.08,13.06,7-25,,
-16.02,13.06,7-25,,
-15.98,13.06,7-25,,
-15.92,13.06,0-7,,
-15.88,13.06,7-25,,
-15.82,13.06,7-25,,
-15.78,13.06,7-25,,
-15.72,13.06,7-25,,
-15.68,13.06,7-25,,
-15.62,13.06,7-25,,
-15.58,13.06,0-7,,
-15.52,13.06,0-7,,
-15.48,13.06,0-7,,
-15.42,13.06,0-7,,
-15.38,13.06,0-7,,
-15.32,13.06,0-7,,
-15.28,13.06,7-25,,
-15.22,13.06,7-25,,
-15.18,13.06,7-25,,
-15.12,13.06,7-25,,
-15.08,13.06,7-25,,
-15.02,13.06,7-25,,
-14.98,13.06,7-25,,
-14.92,13.06,7-25,,
-14.88,13.06,7-25,,
-14.82,13.06,7-25,,
-14.78,13.06,7-25,,
-14.72,13.06,7-25,,
-14.68,13.06,7-25,,
-14.62,13.06,7-25,,
-14.58,13.06,0-7,,
-14.52,13.06,0-7,,
-14.48,13.06,7-25,,
-14.42,13.06,7-25,,
-14.38,13.06,7-25,,
-14.32,13.06,7-25,,
-14.28,13.06,7-25,,
-14.22,13.06,7-25,,
-14.18,13.06,7-25,,
-14.12,13.06,7-25,,
-14.08,13.06,7-25,,
-14.02,13.06,7-25,,
-13.98,13.06,7-25,,
-13.92,13.06,7-25,,
