X,Y,DepthToGroundwater,GroundwaterProductivity,GroundwaterStorage
-15.59,13.48,,,">50,000"
-15.54,13.48,,,">50,000"
-15.49,13.48,,,">50,000"
-15.44,13.48,,,">50,000"
-15.39,13.48,,,">50,000"
-15.34,13.48,,,">50,000"
-15.29,13.48,,,">50,000"
-15.24,13.48,,,">50,000"
-15.19,13.48,,,">50,000"
-15.14,13.48,,,">50,000"
-15.09,13.48,,,">50,000"
-15.04,13.48,,,">50,000"
-14.99,13.48,,,">50,000"
-14.94,13.48,,,">50,000"
-14.89,13.48,,,">50,000"
-14.84,13.48,,,">50,000"
-14.79,13.48,,,">50,000"
-14.74,13.48,,,">50,000"
-14.69,13.48,,,">50,000"
-14.64,13.48,,,">50,000"
-14.59,13.48,,,">50,000"
-14.54,13.48,,,">50,000"
-14.49,13.48,,,">50,000"
-14.44,13.48,,,">50,000"
-14.39,13.48,,,">50,000"
-14.34,13.48,,,">50,000"
-14.29,13.48,,,">50,000"
-14.24,13.48,,,">50,000"
-14.19,13.48,,,">50,000"
-14.14,13.48,,,">50,000"
-14.09,13.48,,,">50,000"
-14.04,13.48,,,">50,000"
-13.99,13.48,,,">50,000"
-13.94,13.48,,,">50,000"
-13.89,13.48,,,">50,000"
-13.84,13.48,,,">50,000"
-13.79,13.48,,,">50,000"
-16.54,13.43,,,">50,000"
-16.49,13.43,,,">50,000"
-16.44,13.43,,,">50,000"
-16.39,13.43,,,">50,000"
-16.34,13.43,,,">50,000"
-16.29,13.43,,,">50,000"
-16.19,13.43,,,">50,000"
-16.14,13.43,,,">50,000"
-16.09,13.43,,,">50,000"
-16.04,13.43,,,">50,000"
-15.99,13.43,,,">50,000"
-15.94,13.43,,,">50,000"
-15.89,13.43,,,">50,000"
-15.84,13.43,,,">50,000"
-15.79,13.43,,,">50,000"
-15.74,13.43,,,">50,000"
-15.69,13.43,,,">50,000"
-15.64,13.43,,,">50,000"
-15.59,13.43,,,">50,000"
-15.54,13.43,,,">50,000"
-15.49,13.43,,,">50,000"
-15.44,13.43,,,">50,000"
-15.39,13.43,,,">50,000"
-15.34,13.43,,,">50,000"
-15.29,13.43,,,">50,000"
-15.24,13.43,,,">50,000"
-15.19,13.43,,,">50,000"
-15.14,13.43,,,">50,000"
-15.09,13.43,,,">50,000"
-15.04,13.43,,,">50,000"
-14.99,13.43,,,">50,000"
-14.94,13.43,,,">50,000"
-14.89,13.43,,,">50,000"
-14.84,13.43,,,">50,000"
-14.79,13.43,,,">50,000"
-14.74,13.43,,,">50,000"
-14.69,13.43,,,">50,000"
-14.64,13.43,,,">50,000"
-14.59,13.43,,,">50,000"
-14.54,13.43,,,">50,000"
-14.49,13.43,,,">50,000"
-14.44,13.43,,,">50,000"
-14.39,13.43,,,">50,000"
-14.34,13.43,,,">50,000"
-14.29,13.43,,,">50,000"
-14.24,13.43,,,">50,000"
-14.19,13.43,,,">50,000"
-14.14,13.43,,,">50,000"
-14.09,13.43,,,">50,000"
-14.04,13.43,,,">50,000"
-13.99,13.43,,,">50,000"
-13.94,13.43,,,">50,000"
-13.89,13.43,,,">50,000"
-13.84,13.43,,,">50,000"
-13.79,13.43,,,">50,000"
-16.64,13.38,,,">50,000"
-16.54,13.38,,,">50,000"
-16.49,13.38,,,">50,000"
-16.44,13.38,,,">50,000"
-16.39,13.38,,,">50,000"
-16.34,13.38,,,">50,000"
-16.24,13.38,,,">50,000"
-16.19,13.38,,,">50,000"
-16.14,13.38,,,">50,000"
-16.09,13.38,,,">50,000"
-16.04,13.38,,,">50,000"
-15.99,13.38,,,">50,000"
-15.94,13.38,,,">50,000"
-15.89,13.38,,,">50,000"
-15.84,13.38,,,">50,000"
-15.79,13.38,,,">50,000"
-15.74,13.38,,,">50,000"
-15.69,13.38,,,">50,000"
-15.64,13.38,,,">50,000"
-15.59,13.38,,,">50,000"
-15.54,13.38,,,">50,000"
-15.49,13.38,,,">50,000"
-15.44,13.38,,,">50,000"
-15.39,13.38,,,">50,000"
-15.34,13.38,,,">50,000"
-15.29,13.38,,,">50,000"
-15.24,13.38,,,">50,000"
-15.19,13.38,,,">50,000"
-15.14,13.38,,,">50,000"
-15.09,13.38,,,">50,000"
-15.04,13.38,,,">50,000"
-14.99,13.38,,,">50,000"
-14.94,13.38,,,">50,000"
-14.89,13.38,,,">50,000"
-14.84,13.38,,,">50,000"
-14.79,13.38,,,">50,000"
-14.74,13.38,,,">50,000"
-14.69,13.38,,,">50,000"
-14.64,13.38,,,">50,000"
-14.59,13.38,,,">50,000"
-14.54,13.38,,,">50,000"
-14.49,13.38,,,">50,000"
-14.44,13.38,,,">50,000"
-14.39,13.38,,,">50,000"
-14.34,13.38,,,">50,000"
-14.29,13.38,,,">50,000"
-14.24,13.38,,,">50,000"
-14.19,13.38,,,">50,000"
-14.14,13.38,,,">50,000"
-14.09,13.38,,,">50,000"
-14.04,13.38,,,">50,000"
-13.99,13.38,,,">50,000"
-13.94,13.38,,,">50,000"
-13.89,13.38,,,">50,000"
-13.84,13.38,,,">50,000"
-13.79,13.38,,,">50,000"
-16.64,13.33,,,">50,000"
-16.59,13.33,,,">50,000"
-16.49,13.33,,,">50,000"
-16.44,13.33,,,">50,000"
-16.29,13.33,,,">50,000"
-16.24,13.33,,,">50,000"
-16.19,13.33,,,">50,000"
-16.14,13.33,,,">50,000"
-16.09,13.33,,,">50,000"
-16.04,13.33,,,">50,000"
-15.99,13.33,,,">50,000"
-15.94,13.33,,,">50,000"
-15.89,13.33,,,">50,000"
-15.84,13.33,,,">50,000"
-15.79,13.33,,,">50,000"
-15.74,13.33,,,">50,000"
-15.69,13.33,,,">50,000"
-15.64,13.33,,,">50,000"
-15.59,13.33,,,">50,000"
-15.54,13.33,,,">50,000"
-15.49,13.33,,,">50,000"
-15.44,13.33,,,">50,000"
-15.39,13.33,,,">50,000"
-15.34,13.33,,,">50,000"
-15.29,13.33,,,">50,000"
-15.24,13.33,,,">50,000"
-15.19,13.33,,,">50,000"
-15.14,13.33,,,">50,000"
-15.09,13.33,,,">50,000"
-15.04,13.33,,,">50,000"
-14.99,13.33,,,">50,000"
-14.94,13.33,,,">50,000"
-14.89,13.33,,,">50,000"
-14.84,13.33,,,">50,000"
-14.79,13.33,,,">50,000"
-14.74,13.33,,,">50,000"
-14.69,13.33,,,">50,000"
-14.64,13.33,,,">50,000"
-14.59,13.33,,,">50,000"
-14.54,13.33,,,">50,000"
-14.49,13.33,,,">50,000"
-14.44,13.33,,,">50,000"
-14.39,13.33,,,">50,000"
-14.34,13.33,,,">50,000"
-14.29,13.33,,,">50,000"
-14.24,13.33,,,">50,000"
-14.19,13.33,,,">50,000"
-14.14,13.33,,,">50,000"
-14.09,13.33,,,">50,000"
-14.04,13.33,,,">50,000"
-13.99,13.33,,,">50,000"
-13.94,13.33,,,">50,000"
-13.89,13.33,,,">50,000"
-13.84,13.33,,,">50,000"
-13.79,13.33,,,">50,000"
-16.64,13.28,,,">50,000"
-16.59,13.28,,,">50,000"
-16.54,13.28,,,">50,000"
-16.44,13.28,,,">50,000"
-16.39,13.28,,,">50,000"
-16.34,13.28,,,">50,000"
-16.29,13.28,,,">50,000"
-16.24,13.28,,,">50,000"
-16.19,13.28,,,">50,000"
-16.14,13.28,,,">50,000"
-16.09,13.28,,,">50,000"
-16.04,13.28,,,">50,000"
-15.99,13.28,,,">50,000"
-15.94,13.28,,,">50,000"
-15.89,13.28,,,">50,000"
-15.84,13.28,,,">50,000"
-15.79,13.28,,,">50,000"
-15.74,13.28,,,">50,000"
-15.69,13.28,,,">50,000"
-15.64,13.28,,,">50,000"
-15.59,13.28,,,">50,000"
-15.54,13.28,,,">50,000"
-15.49,13.28,,,">50,000"
-15.44,13.28,,,">50,000"
-15.39,13.28,,,">50,000"
-15.34,13.28,,,">50,000"
-15.29,13.28,,,">50,000"
-15.24,13.28,,,">50,000"
-15.19,13.28,,,">50,000"
-15.14,13.28,,,">50,000"
-15.09,13.28,,,">50,000"
-15.04,13.28,,,">50,000"
-14.99,13.28,,,">50,000"
-14.94,13.28,,,">50,000"
-14.89,13.28,,,">50,000"
-14.84,13.28,,,">50,000"
-14.79,13.28,,,">50,000"
-14.74,13.28,,,">50,000"
-14.69,13.28,,,">50,000"
-14.64,13.28,,,">50,000"
-14.59,13.28,,,">50,000"
-14.54,13.28,,,">50,000"
-14.49,13.28,,,">50,000"
-14.44,13.28,,,">50,000"
-14.39,13.28,,,">50,000"
-14.34,13.28,,,">50,000"
-14.29,13.28,,,">50,000"
-14.24,13.28,,,">50,000"
-14.19,13.28,,,">50,000"
-14.14,13.28,,,">50,000"
-14.09,13.28,,,">50,000"
-14.04,13.28,,,">50,000"
-13.99,13.28,,,">50,000"
-13.94,13.28,,,">50,000"
-13.89,13.28,,,">50,000"
-13.84,13.28,,,">50,000"
-13.79,13.28,,,">50,000"
-16.64,13.23,,,">50,000"
-16.59,13.23,,,">50,000"
-16.54,13.23,,,">50,000"
-16.49,13.23,,,">50,000"
-16.44,13.23,,,">50,000"
-16.39,13.23,,,">50,000"
-16.34,13.23,,,">50,000"
-16.29,13.23,,,">50,000"
-16.24,13.23,,,">50,000"
-16.19,13.23,,,">50,000"
-16.14,13.23,,,">50,000"
-16.09,13.23,,,">50,000"
-16.04,13.23,,,">50,000"
-15.99,13.23,,,">50,000"
-15.94,13.23,,,">50,000"
-15.89,13.23,,,">50,000"
-15.84,13.23,,,">50,000"
-15.79,13.23,,,">50,000"
-15.74,13.23,,,">50,000"
-15.69,13.23,,,">50,000"
-15.64,13.23,,,">50,000"
-15.59,13.23,,,">50,000"
-15.54,13.23,,,">50,000"
-15.49,13.23,,,">50,000"
-15.44,13.23,,,">50,000"
-15.39,13.23,,,">50,000"
-15.34,13.23,,,">50,000"
-15.29,13.23,,,">50,000"
-15.24,13.23,,,">50,000"
-15.19,13.23,,,">50,000"
-15.14,13.23,,,">50,000"
-15.09,13.23,,,">50,000"
-15.04,13.23,,,">50,000"
-14.99,13.23,,,">50,000"
-14.94,13.23,,,">50,000"
-14.89,13.23,,,">50,000"
-14.84,13.23,,,">50,000"
-14.79,13.23,,,">50,000"
-14.74,13.23,,,">50,000"
-14.69,13.23,,,">50,000"
-14.64,13.23,,,">50,000"
-14.59,13.23,,,">50,000"
-14.54,13.23,,,">50,000"
-14.49,13.23,,,">50,000"
-14.44,13.23,,,">50,000"
-14.39,13.23,,,">50,000"
-14.34,13.23,,,">50,000"
-14.29,13.23,,,">50,000"
-14.24,13.23,,,">50,000"
-14.19,13.23,,,">50,000"
-14.14,13.23,,,">50,000"
-14.09,13.23,,,">50,000"
-14.04,13.23,,,">50,000"
-13.99,13.23,,,">50,000"
-13.94,13.23,,,">50,000"
-13.89,13.23,,,">50,000"
-13.84,13.23,,,">50,000"
-13.79,13.23,,,">50,000"
-16.64,13.18,,,">50,000"
-16.59,13.18,,,">50,000"
-16.54,13.18,,,">50,000"
-16.49,13.18,,,">50,000"
-16.44,13.18,,,">50,000"
-16.39,13.18,,,">50,000"
-16.34,13.18,,,">50,000"
-16.29,13.18,,,">50,000"
-16.24,13.18,,,">50,000"
-16.19,13.18,,,">50,000"
-16.14,13.18,,,">50,000"
-16.09,13.18,,,">50,000"
-16.04,13.18,,,">50,000"
-15.99,13.18,,,">50,000"
-15.94,13.18,,,">50,000"
-15.89,13.18,,,">50,000"
-15.84,13.18,,,">50,000"
-15.79,13.18,,,">50,000"
-15.74,13.18,,,">50,000"
-15.69,13.18,,,">50,000"
-15.64,13.18,,,">50,000"
-15.59,13.18,,,">50,000"
-15.54,13.18,,,">50,000"
-15.49,13.18,,,">50,000"
-15.44,13.18,,,">50,000"
-15.39,13.18,,,">50,000"
-15.34,13.18,,,">50,000"
-15.29,13.18,,,">50,000"
-15.24,13.18,,,">50,000"
-15.19,13.18,,,">50,000"
-15.14,13.18,,,">50,000"
-15.09,13.18,,,">50,000"
-15.04,13.18,,,">50,000"
-14.99,13.18,,,">50,000"
-14.94,13.18,,,">50,000"
-14.89,13.18,,,">50,000"
-14.84,13.18,,,">50,000"
-14.79,13.18,,,">50,000"
-14.74,13.18,,,">50,000"
-14.69,13.18,,,">50,000"
-14.64,13.18,,,">50,000"
-14.59,13.18,,,">50,000"
-14.54,13.18,,,">50,000"
-14.49,13.18,,,">50,000"
-14.44,13.18,,,">50,000"
-14.39,13.18,,,">50,000"
-14.34,13.18,,,">50,000"
-14.29,13.18,,,">50,000"
-14.24,13.18,,,">50,000"
-14.19,13.18,,,">50,000"
-14.14,13.18,,,">50,000"
-14.09,13.18,,,">50,000"
-14.04,13.18,,,">50,000"
-13.99,13.18,,,">50,000"
-13.94,13.18,,,">50,000"
-13.89,13.18,,,">50,000"
-13.84,13.18,,,">50,000"
-13.79,13.18,,,">50,000"
-16.64,13.13,,,">50,000"
-16.59,13.13,,,">50,000"
-16.54,13.13,,,">50,000"
-16.49,13.13,,,">50,000"
-16.44,13.13,,,">50,000"
-16.39,13.13,,,">50,000"
-16.34,13.13,,,">50,000"
-16.29,13.13,,,">50,000"
-16.24,13.13,,,">50,000"
-16.19,13.13,,,">50,000"
-16.14,13.13,,,">50,000"
-16.09,13.13,,,">50,000"
-16.04,13.13,,,">50,000"
-15.99,13.13,,,">50,000"
-15.94,13.13,,,">50,000"
-15.89,13.13,,,">50,000"
-15.84,13.13,,,">50,000"
-15.79,13.13,,,">50,000"
-15.74,13.13,,,">50,000"
-15.69,13.13,,,">50,000"
-15.64,13.13,,,">50,000"
-15.59,13.13,,,">50,000"
-15.54,13.13,,,">50,000"
-15.49,13.13,,,">50,000"
-15.44,13.13,,,">50,000"
-15.39,13.13,,,">50,000"
-15.34,13.13,,,">50,000"
-15.29,13.13,,,">50,000"
-15.24,13.13,,,">50,000"
-15.19,13.13,,,">50,000"
-15.14,13.13,,,">50,000"
-15.09,13.13,,,">50,000"
-15.04,13.13,,,">50,000"
-14.99,13.13,,,">50,000"
-14.94,13.13,,,">50,000"
-14.89,13.13,,,">50,000"
-14.84,13.13,,,">50,000"
-14.79,13.13,,,">50,000"
-14.74,13.13,,,">50,000"
-14.69,13.13,,,">50,000"
-14.64,13.13,,,">50,000"
-14.59,13.13,,,">50,000"
-14.54,13.13,,,">50,000"
-14.49,13.13,,,">50,000"
-14.44,13.13,,,">50,000"
-14.39,13.13,,,">50,000"
-14.34,13.13,,,">50,000"
-14.29,13.13,,,">50,000"
-14.24,13.13,,,">50,000"
-14.19,13.13,,,">50,000"
-14.14,13.13,,,">50,000"
-14.09,13.13,,,">50,000"
-14.04,13.13,,,">50,000"
-13.99,13.13,,,">50,000"
-13.94,13.13,,,">50,000"
-13.89,13.13,,,">50,000"
-13.84,13.13,,,">50,000"
-13.79,13.13,,,">50,000"
-16.64,13.08,,,">50,000"
-16.59,13.08,,,">50,000"
-16.54,13.08,,,">50,000"
-16.49,13.08,,,">50,000"
-16.44,13.08,,,">50,000"
-16.39,13.08,,,">50,000"
-16.34,13.08,,,">50,000"
-16.29,13.08,,,">50,000"
-16.24,13.08,,,">50,000"
-16.19,13.08,,,">50,000"
-16.14,13.08,,,">50,000"
-16.09,13.08,,,">50,000"
-16.04,13.08,,,">50,000"
-15.99,13.08,,,">50,000"
-15.94,13.08,,,">50,000"
-15.89,13.08,,,">50,000"
-15.84,13.08,,,">50,000"
-15.79,13.08,,,">50,000"
-15.74,13.08,,,">50,000"
-15.69,13.08,,,">50,000"
-15.64,13.08,,,">50,000"
-15.59,13.08,,,">50,000"
-15.54,13.08,,,">50,000"
-15.49,13.08,,,">50,000"
-15.44,13.08,,,">50,000"
-15.39,13.08,,,">50,000"
-15.34,13.08,,,">50,000"
-15.29,13.08,,,">50,000"
-15.24,13.08,,,">50,000"
-15.19,13.08,,,">50,000"
-15.14,13.08,,,">50,000"
-15.09,13.08,,,">50,000"
-15.04,13.08,,,">50,000"
-14.99,13.08,,,">50,000"
-14.94,13.08,,,">50,000"
-14.89,13.08,,,">50,000"
-14.84,13.08,,,">50,000"
-14.79,13.08,,,">50,000"
-14.74,13.08,,,">50,000"
-14.69,13.08,,,">50,000"
-14.64,13.08,,,">50,000"
-14.59,13.08,,,">50,000"
-14.54,13.08,,,">50,000"
-14.49,13.08,,,">50,000"
-14.44,13.08,,,">50,000"
-14.39,13.08,,,">50,000"
-14.34,13.08,,,">50,000"
-14.29,13.08,,,">50,000"
-14.24,13.08,,,">50,000"
-14.19,13.08,,,">50,000"
-14.14,13.08,,,">50,000"
-14.09,13.08,,,">50,000"
-14.04,13.08,,,">50,000"
-13.99,13.08,,,">50,000"
-13.94,13.08,,,">50,000"
-13.89,13.08,,,">50,000"
-13.84,13.08,,,">50,000"
-13.79,13.08,,,">50,000"
