long,lat,Drainage_density,Slope_tif2,Hydrogeo,Curvatu_tif2,NASADEM_HGT
-16.6565440626,13.4568024387,58.14810562133789,0.0,5.0,-0.0,3.0
-16.6519266177,13.4568328117,59.878116607666016,0.9853842258453368,5.0,1296000000.0,6.0
-16.6473091614,13.4568631001,48.452293395996094,1.4687471389770508,5.0,-2592000000.0,5.0
-16.6426916937,13.4568933038,41.6748046875,1.1842325925827026,5.0,1296000000.0,7.0
-16.6380742147,13.4569234228,35.76996994018555,1.3934063911437988,5.0,3888000000.0,4.0
-16.6334567244,13.4569534571,38.07823944091797,1.3137449026107788,5.0,2592000000.0,2.0
-16.6288392229,13.4569834067,32.12002944946289,1.7684314250946045,5.0,3888000000.0,5.0
-16.6242217111,13.4570132716,26.70503044128418,1.9701858758926392,5.0,-0.0,4.0
-16.6196041872,13.4570430518,25.80215072631836,0.9290392994880676,5.0,1296000000.0,4.0
-16.6149866521,13.4570727473,25.673370361328125,0.7344942092895508,5.0,1296000000.0,5.0
-16.6103691059,13.4571023581,26.829605102539062,0.656958818435669,5.0,-0.0,4.0
-16.6057515486,13.4571318842,26.16384696960449,0.7344942092895508,5.0,-1296000000.0,3.0
-16.6011339802,13.4571613256,24.156028747558597,0.9290392994880676,5.0,-3888000000.0,2.0
-16.5965164009,13.4571906823,22.09242820739746,0.3284901976585388,5.0,-1296000000.0,2.0
-16.5918988114,13.4572199543,22.09242820739746,1.0386748313903809,5.0,-0.0,2.0
-16.5872812101,13.4572491416,20.678783416748047,0.9290392994880676,5.0,-3888000000.0,3.0
-16.5826635978,13.4572782442,9.267789840698242,2.32153058052063,5.0,1296000000.0,6.0
-16.5780459746,13.4573072621,6.485226154327393,0.7344942092895508,5.0,-0.0,6.0
-16.5734283405,13.4573361953,6.131608963012695,3.025747299194336,5.0,3888000000.0,3.0
-16.5688106957,13.4573650438,6.131608963012695,0.0,5.0,-0.0,0.0
-16.7211547955,13.4518491779,21.318099975585938,2.29822325706482,5.0,-0.0,0.0
-16.7165376005,13.4518807256,29.62433815002441,5.251401901245117,5.0,6480000000.0,12.0
-16.7119203929,13.4519121886,45.601749420166016,1.1842325925827026,5.0,-0.0,17.0
-16.7073031735,13.4519435669,52.9269905090332,1.642019271850586,5.0,1296000000.0,16.0
-16.7026859423,13.4519748606,53.23504257202149,1.3137449026107788,5.0,-2592000000.0,15.0
-16.6980686993,13.4520060696,51.11900329589844,1.0386748313903809,5.0,-2592000000.0,9.0
-16.6934514447,13.452037194,55.35823059082031,0.3284901976585388,5.0,-1296000000.0,12.0
-16.6888341784,13.4520682337,64.85186004638672,2.646517753601074,5.0,-10368000000.0,10.0
-16.6842169014,13.4520991888,69.59889221191406,2.953824520111084,5.0,-1296000000.0,14.0
-16.6795996119,13.4521300592,83.43073272705078,1.642019271850586,5.0,-2592000000.0,17.0
-16.6749823108,13.452160845,89.68053436279297,0.7344942092895508,5.0,-1296000000.0,13.0
-16.6703649982,13.4521915461,77.20970153808594,1.1842325925827026,5.0,5184000000.0,11.0
-16.6657476741,13.4522221626,70.26847076416016,1.4687471389770508,5.0,5184000000.0,13.0
-16.6611303385,13.4522526944,63.0425910949707,2.9355664253234863,5.0,-1296000000.0,6.0
-16.6565129924,13.4522831415,58.33004760742188,1.3934063911437988,5.0,7776000000.0,5.0
-16.651895634,13.452313504,56.85635757446289,0.7344942092895508,5.0,5184000000.0,3.0
-16.6472782642,13.4523437818,51.88917541503906,0.4645501971244812,5.0,1296000000.0,4.0
-16.642660883,13.452373975,45.88709259033203,1.9973403215408323,5.0,-1296000000.0,3.0
-16.6380434905,13.4524040835,40.92817687988281,0.0,5.0,-0.0,0.0
-16.6334260868,13.4524341073,44.85731506347656,2.7068135738372803,5.0,2592000000.0,5.0
-16.6288086718,13.4524640465,35.849143981933594,2.32153058052063,5.0,-1296000000.0,3.0
-16.6241912465,13.452493901,27.205867767333984,1.7684314250946045,5.0,3888000000.0,5.0
-16.6195738091,13.4525236709,27.06928825378418,0.0,5.0,-2592000000.0,2.0
-16.6149563605,13.452553356,24.643163681030277,1.7684314250946045,5.0,-1296000000.0,3.0
-16.6103389008,13.4525829565,27.18484306335449,1.3541624546051023,5.0,-2592000000.0,2.0
-16.60572143,13.4526124724,27.18484306335449,1.6745193004608154,5.0,1296000000.0,3.0
-16.6011039482,13.4526419035,26.25333595275879,1.4687471389770508,5.0,1296000000.0,3.0
-16.5964864553,13.45267125,24.72972869873047,0.9853842258453368,5.0,2592000000.0,3.0
-16.5918689524,13.4527005119,22.09242820739746,0.3284901976585388,5.0,-2592000000.0,1.0
-16.5872514376,13.452729689,20.45547866821289,1.9973403215408323,5.0,-0.0,2.0
-16.5826339118,13.4527587815,9.558940887451172,1.9973403215408323,5.0,-2592000000.0,4.0
-16.5780163752,13.4527877893,6.131608963012695,1.1842325925827026,5.0,1296000000.0,4.0
-16.5733988277,13.4528167124,6.131608963012695,1.9701858758926392,5.0,2592000000.0,8.0
-16.5687812693,13.4528455509,6.131608963012695,0.0,5.0,-0.0,0.0
-16.7211225261,13.4473300311,20.13186454772949,3.740084171295166,5.0,-0.0,8.0
-16.7165054176,13.4473615677,31.13323211669922,1.7684314250946045,5.0,1296000000.0,20.0
-16.7118882965,13.4473930198,53.226783752441406,1.4687471389770508,5.0,-2592000000.0,19.0
-16.7072711635,13.4474243872,57.428829193115234,4.108956813812256,5.0,-1296000000.0,20.0
-16.7026540187,13.44745567,65.13794708251953,2.102442502975464,5.0,1296000000.0,22.0
-16.6980368623,13.4474868681,62.06429290771485,0.9853842258453368,5.0,-2592000000.0,16.0
-16.6934196941,13.4475179817,62.88437271118164,3.533499956130981,5.0,-0.0,15.0
-16.6888025143,13.4475490106,70.69027709960938,3.3461830615997314,5.0,1296000000.0,13.0
-16.6841853238,13.4475799549,75.496337890625,1.6745193004608154,5.0,-0.0,19.0
-16.6795681208,13.4476108146,86.47065734863281,2.9355664253234863,5.0,3888000000.0,18.0
-16.6749509062,13.4476415896,87.07878112792969,2.646517753601074,5.0,-2592000000.0,11.0
-16.67033368,13.4476722801,79.2219009399414,0.7344942092895508,5.0,-1296000000.0,11.0
-16.6657164424,13.4477028859,71.85986328125,1.0386748313903809,5.0,-0.0,8.0
-16.6610991933,13.4477334071,62.0661735534668,2.7851665019989014,5.0,-3888000000.0,4.0
-16.6564819336,13.4477638436,56.509891510009766,0.4645501971244812,5.0,3888000000.0,5.0
-16.6518646617,13.4477941955,57.04884719848633,0.0,5.0,2592000000.0,5.0
-16.6472473783,13.4478244628,55.27607345581055,2.3900835514068604,5.0,-1296000000.0,2.0
-16.6426300836,13.4478546454,47.97823333740234,0.0,5.0,-0.0,0.0
-16.6380127776,13.4478847435,42.59401321411133,1.3541624546051023,5.0,2592000000.0,3.0
-16.6333954604,13.4479147568,48.03276824951172,2.3900835514068604,5.0,1296000000.0,3.0
-16.6287781319,13.4479446856,30.931100845336918,0.9853842258453368,5.0,-0.0,5.0
-16.624160793,13.4479745297,25.37386512756348,0.3284901976585388,5.0,-2592000000.0,3.0
-16.6195434421,13.4480042892,25.67518424987793,1.7684314250946045,5.0,3888000000.0,7.0
-16.61492608,13.448033964,26.941530227661133,1.0386748313903809,5.0,-1296000000.0,4.0
-16.6103087068,13.4480635542,27.18484306335449,0.7344942092895508,5.0,1296000000.0,4.0
-16.6056913225,13.4480930598,27.18484306335449,0.9853842258453368,5.0,-0.0,3.0
-16.6010739272,13.4481224807,25.296964645385746,0.4645501971244812,5.0,-0.0,3.0
-16.5964565208,13.448151817,26.46007537841797,1.3541624546051023,5.0,-1296000000.0,3.0
-16.5918391044,13.4481810686,22.0139102935791,5.128004550933838,5.0,23328000000.0,7.0
-16.587221676,13.4482102356,18.52234649658203,1.3541624546051023,5.0,-2592000000.0,3.0
-16.5826042368,13.448239318,9.231817245483398,0.4645501971244812,5.0,2592000000.0,2.0
-16.5779867866,13.4482683157,6.131608963012695,1.642019271850586,5.0,-1296000000.0,3.0
-16.5733693256,13.4482972287,6.131608963012695,0.0,5.0,2592000000.0,8.0
-16.5687518537,13.4483260571,6.131608963012695,0.0,5.0,-0.0,0.0
-16.7257072797,13.4427792714,13.805142402648926,6.293273448944092,5.0,-11664000000.0,0.0
-16.7210902686,13.4428108816,18.70706558227539,1.6745193004608154,5.0,-2592000000.0,17.0
-16.7164732466,13.4428424073,36.59248352050781,0.656958818435669,5.0,-2592000000.0,21.0
-16.7118562118,13.4428738484,60.35662460327149,1.7684314250946045,5.0,-1296000000.0,26.0
-16.7072391653,13.4429052048,70.29238891601562,2.646517753601074,5.0,-5184000000.0,19.0
-16.702622107,13.4429364767,72.93144226074219,0.9290392994880676,5.0,1296000000.0,21.0
-16.6980050369,13.442967664,74.27822875976562,1.3934063911437988,5.0,-6480000000.0,17.0
-16.6933879552,13.4429987668,75.75159454345703,1.1842325925827026,5.0,1296000000.0,16.0
-16.6887708618,13.4430297849,82.36351013183594,2.7851665019989014,5.0,-6480000000.0,8.0
-16.6841537578,13.4430607184,78.64619445800781,1.7684314250946045,5.0,-6480000000.0,19.0
-16.6795366412,13.4430915673,91.10313415527344,0.3284901976585388,5.0,-0.0,17.0
-16.674919513,13.4431223317,84.84431457519531,2.2025177478790283,5.0,1296000000.0,12.0
-16.6703023733,13.4431530114,80.73004913330078,2.32153058052063,5.0,1296000000.0,11.0
-16.6656852221,13.4431836066,71.3361587524414,1.3137449026107788,5.0,-2592000000.0,7.0
-16.6610680594,13.4432141171,60.881229400634766,2.076667308807373,5.0,-1296000000.0,5.0
-16.6564508862,13.4432445431,62.25228118896485,2.32153058052063,5.0,-0.0,3.0
-16.6518337007,13.4432748844,66.34822845458984,0.3284901976585388,5.0,1296000000.0,3.0
-16.6472165038,13.4433051411,64.85579681396484,1.1842325925827026,5.0,-1296000000.0,3.0
-16.6425992956,13.4433353133,53.67873764038086,2.646517753601074,5.0,2592000000.0,6.0
-16.637982076,13.4433654008,42.577247619628906,0.0,5.0,-0.0,0.0
-16.6333648452,13.4433954038,44.64934158325195,1.1842325925827026,5.0,1296000000.0,4.0
-16.6287476031,13.4434253221,27.0318660736084,1.7684314250946045,5.0,-5184000000.0,2.0
-16.6241303508,13.4434551558,24.56776428222656,1.642019271850586,5.0,2592000000.0,4.0
-16.6195130863,13.4434849049,22.925905227661133,1.6745193004608154,5.0,-1296000000.0,4.0
-16.6148958107,13.4435145694,25.67518424987793,1.0386748313903809,5.0,-3888000000.0,2.0
-16.6102785239,13.4435441493,27.884809494018555,1.3541624546051023,5.0,-0.0,3.0
-16.6056612261,13.4435736446,24.14389038085937,1.0386748313903809,5.0,-0.0,2.0
-16.6010439172,13.4436030553,22.194063186645508,1.0386748313903809,5.0,-1296000000.0,0.0
-16.5964265973,13.4436323813,23.772146224975582,0.0,5.0,-0.0,0.0
-16.5825745726,13.4437198518,8.740740776062012,0.0,5.0,-0.0,0.0
-16.5779572089,13.4437488394,6.131608963012695,2.3674540519714355,5.0,1296000000.0,3.0
-16.5733398344,13.4437777424,6.131608963012695,2.32153058052063,5.0,1296000000.0,4.0
-16.568722449,13.4438065608,5.155150890350342,0.0,5.0,-0.0,0.0
-16.7256749476,13.4382601312,15.93941879272461,2.3674540519714355,5.0,-1296000000.0,13.0
-16.7210580229,13.4382917305,34.65089797973633,2.3900835514068604,5.0,1296000000.0,23.0
-16.7164410873,13.4383232451,49.483848571777344,3.025747299194336,5.0,-1296000000.0,22.0
-16.7118241389,13.4383546753,66.4400863647461,5.281790733337402,5.0,3888000000.0,23.0
-16.7072071788,13.4383860208,81.22454071044922,2.102442502975464,5.0,-5184000000.0,21.0
-16.7025902069,13.4384172818,83.12478637695312,0.9853842258453368,5.0,2592000000.0,22.0
-16.6979732233,13.4384484583,82.77104187011719,1.9147183895111084,5.0,2592000000.0,15.0
-16.693356228,13.4384795502,81.16178894042969,0.9853842258453368,5.0,-0.0,16.0
-16.688739221,13.4385105575,85.4781494140625,2.32153058052063,5.0,-0.0,13.0
-16.6841222033,13.4385414802,90.29973602294922,0.7344942092895508,5.0,1296000000.0,21.0
-16.6795051731,13.4385723184,89.90505981445312,2.563905715942383,5.0,1296000000.0,15.0
-16.6748881314,13.438603072,89.93974304199219,2.2025177478790283,5.0,-1296000000.0,14.0
-16.6702710781,13.4386337411,81.15792083740234,1.0386748313903809,5.0,-2592000000.0,8.0
-16.6656540133,13.4386643256,72.31952667236328,0.4645501971244812,5.0,1296000000.0,8.0
-16.661036937,13.4386948255,62.55406951904297,1.4687471389770508,5.0,-2592000000.0,4.0
-16.6564198502,13.4387252408,66.73326873779297,0.0,5.0,-3888000000.0,0.0
-16.6518027511,13.4387555716,70.95044708251953,1.9147183895111084,5.0,-0.0,4.0
-16.6471856407,13.4387858178,71.8105239868164,0.656958818435669,5.0,5184000000.0,7.0
-16.6425685188,13.4388159794,65.5593032836914,0.0,5.0,-0.0,0.0
-16.6379513857,13.4388460565,53.796531677246094,0.7344942092895508,5.0,-1296000000.0,3.0
-16.6333342413,13.438876049,39.74910354614258,3.2484376430511475,5.0,-0.0,4.0
-16.6287170857,13.4389059569,27.06846046447754,1.9147183895111084,5.0,-0.0,3.0
-16.6240999197,13.4389357802,26.382225036621094,0.3284901976585388,5.0,-0.0,3.0
-16.6194827417,13.438965519,26.382225036621094,0.9853842258453368,5.0,-0.0,2.0
-16.6148655525,13.4389951731,25.567142486572266,1.9973403215408323,5.0,1296000000.0,3.0
-16.6102483521,13.4390247427,23.188459396362305,0.0,5.0,-0.0,0.0
-16.573310354,13.4392582545,5.155150890350342,0.0,5.0,-0.0,0.0
-16.7302594538,13.4337093166,16.708948135375977,0.0,5.0,-0.0,0.0
-16.7256426274,13.4337409894,24.6378116607666,1.4687471389770508,5.0,-0.0,24.0
-16.7210257891,13.4337725776,37.80298614501953,0.9290392994880676,5.0,-3888000000.0,22.0
-16.7164089398,13.4338040813,52.66895294189453,0.7344942092895508,5.0,-2592000000.0,23.0
-16.7117920778,13.4338355005,68.43343353271484,3.025747299194336,5.0,-7776000000.0,21.0
-16.7071752041,13.4338668351,75.85499572753906,3.025747299194336,5.0,-1296000000.0,23.0
-16.7025583185,13.4338980852,79.50796508789062,0.7344942092895508,5.0,2592000000.0,22.0
-16.6979414213,13.4339292508,78.17939758300781,1.3934063911437988,5.0,-0.0,18.0
-16.6933245124,13.4339603319,76.68946838378906,3.548659086227417,5.0,-1296000000.0,15.0
-16.6887075918,13.4339913284,86.35797119140625,4.398545265197754,5.0,1296000000.0,13.0
-16.6840906605,13.4340222403,88.16226959228516,1.3934063911437988,5.0,-2592000000.0,19.0
-16.6794737166,13.4340530678,93.23094940185548,1.3934063911437988,5.0,-0.0,16.0
-16.6748567613,13.4340838107,97.42205047607422,3.3461830615997314,5.0,2592000000.0,13.0
-16.6702397943,13.4341144691,90.66839599609376,1.6745193004608154,5.0,1296000000.0,10.0
-16.6656228159,13.4341450429,71.84896850585938,3.3781306743621826,5.0,-1296000000.0,5.0
-16.6610058261,13.4341755322,64.95218658447266,2.7068135738372803,5.0,-2592000000.0,2.0
-16.6563888257,13.4342059369,73.36671447753906,2.804410457611084,5.0,-12960000000.0,-1.0
-16.6517718129,13.4342362571,77.22572326660156,0.9290392994880676,5.0,-6480000000.0,2.0
-16.6471547888,13.4342664928,77.88932037353516,1.9973403215408323,5.0,1296000000.0,6.0
-16.6425377534,13.4342966439,74.18283081054688,0.0,5.0,-2592000000.0,4.0
-16.6379207067,13.4343267105,60.70464324951172,4.553967475891113,5.0,-1296000000.0,5.0
-16.6333036486,13.4343566925,40.98332977294922,0.7344942092895508,5.0,5184000000.0,6.0
-16.6286865794,13.43438659,24.811664581298828,0.0,5.0,2592000000.0,4.0
-16.6240694998,13.4344164029,27.44432830810547,1.3541624546051023,5.0,-0.0,3.0
-16.6194524082,13.4344461313,27.48658943176269,0.4645501971244812,5.0,1296000000.0,4.0
-16.6148353053,13.4344757751,29.94629669189453,0.7344942092895508,5.0,-3888000000.0,4.0
-16.6102181914,13.4345053344,29.27614402770996,0.0,5.0,-0.0,0.0
-16.7302270592,13.4291901841,21.151382446289062,5.928031921386719,5.0,6480000000.0,25.0
-16.7256103191,13.4292218458,27.993093490600582,0.4645501971244812,5.0,1296000000.0,22.0
-16.7209935671,13.4292534231,39.48292922973633,1.9147183895111084,5.0,1296000000.0,25.0
-16.7163768042,13.4292849158,60.19749069213867,1.6745193004608154,5.0,-0.0,26.0
-16.7117600285,13.429316324,73.98486328125,2.3674540519714355,5.0,2592000000.0,23.0
